,species,region,Horizontal interesomatic distance (um),Vertical interesomatic distance (um),Presynaptic layer,Presynaptic gene expression,Presynaptic synapse class,Presynaptic gid,Postsynaptic layer,Postsynaptic gene expression,Postsynaptic synapse class,Postsynaptic gid,dataset,notes,connected,PSP amplitude (mV),PSP rise time (ms),PSP decay tau (ms),Holding potential (mV),minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um)
107,mouse,VISp,41.25984307983231,0.6503856990837458,L5,Tlx3,EXC,10694,L5,Pvalb,INH,10695,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.1281683901515329,3.318498144169541,17.180687017802917,-70.0,25.0,50.0,0.0,25.0
108,mouse,VISp,9.81537918637675,16.4750512714722,L5,Tlx3,EXC,10764,L5,Tlx3,EXC,10765,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.07304565743672882,5.730196494544669,28.170193346268537,-70.0,0.0,25.0,0.0,25.0
109,mouse,VISp,7.884807520130079,133.20875744327225,L23,,EXC,10800,L23,Pvalb,INH,10797,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.18752812748584843,3.026162827068639,13.354304709004138,-70.0,0.0,25.0,125.0,150.0
110,mouse,VISp,133.08173377349013,104.45684982389561,L23,Pvalb,INH,10802,L23,Pvalb,INH,10797,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.13544651831647167,7.637290217100024,279.73237096629003,-55.0,125.0,150.0,100.0,125.0
111,mouse,VISp,112.79483454139643,96.88226758591595,L23,,EXC,10987,L23,Vip,INH,10989,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.13047879166457,5.601974971021245,18.081307710993894,-70.0,100.0,125.0,75.0,100.0
112,mouse,VISp,26.865428972255394,155.47986692194812,L23,,EXC,11025,L23,Sst,INH,11028,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.04876756187730171,3.0744102932498807,20.306613250190797,-70.0,25.0,50.0,150.0,175.0
113,mouse,VISp,88.84367738858984,8.759567200053125,L23,,EXC,11026,L23,Vip,INH,11032,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.6123796353687008,3.68193970119052,29.284263576189623,-70.0,75.0,100.0,0.0,25.0
114,mouse,VISp,24.26084570765543,80.46555053219573,L23,Sst,INH,11028,L23,,EXC,11026,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.05242686629150831,5.958486239705877,153.9376148897957,-55.0,0.0,25.0,75.0,100.0
115,mouse,VISp,98.71223292815326,59.045419084531744,L23,Vip,INH,11032,L23,Vip,INH,11027,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.35160248147925827,5.872914390580434,28.447318602273132,-55.0,75.0,100.0,50.0,75.0
116,mouse,VISp,149.5501933398434,75.64310094453717,L23,,EXC,11045,L23,Sst,INH,11042,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.14906243746623626,12.049097854896866,499.99957598220954,-70.0,125.0,150.0,75.0,100.0
117,mouse,VISp,33.87982291343648,32.77528965370464,L23,,EXC,11066,L23,Vip,INH,11064,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.36433247450553796,5.095381675197001,31.91490467380166,-70.0,25.0,50.0,25.0,50.0
118,mouse,VISp,23.25647192755155,26.736633147294437,L23,Pvalb,INH,11177,L23,,EXC,11179,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.9485943157127282,3.3956788540628122,49.963895677533145,-55.0,0.0,25.0,25.0,50.0
119,mouse,VISp,0.4532885072021364,45.92718140741099,L23,,EXC,11232,L23,Pvalb,INH,11233,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.28554923770599006,2.071007052775249,77.30672191440522,-70.0,0.0,25.0,25.0,50.0
120,mouse,VISp,79.76445102925186,140.4806768095955,L4,Pvalb,INH,11258,L23,,EXC,11260,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.4691735552735871,3.666663865972608,31.501298437930465,-55.0,75.0,100.0,125.0,150.0
121,mouse,VISp,103.720949161171,39.48310175639395,L23,,EXC,11400,L23,Sst,INH,11405,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.08200194576519669,4.765659978500154,32.95509231368793,-70.0,100.0,125.0,25.0,50.0
122,mouse,VISp,48.03095935041175,101.25514226590707,L23,Pvalb,INH,11404,L23,,EXC,11400,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.44800984348076156,3.42015706926329,31.890288897599437,-55.0,25.0,50.0,100.0,125.0
123,mouse,VISp,38.638910973939986,52.356909441619436,L23,Pvalb,INH,11404,L23,Pvalb,INH,11403,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.177631289658532,2.7915478022841507,12.159542954014254,-55.0,25.0,50.0,50.0,75.0
124,mouse,VISp,103.720949161171,39.48310175639395,L23,Sst,INH,11405,L23,,EXC,11400,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.08139411777072444,4.91631445534489,18.607592021062924,-55.0,100.0,125.0,25.0,50.0
125,mouse,VISp,34.67434333181694,79.67467189193377,L23,,EXC,11410,L4,Sst,INH,11408,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.5308635706760108,2.1208381695166105,11.623815309608315,-70.0,25.0,50.0,75.0,100.0
126,mouse,VISp,145.67926648795813,13.189734092107114,L23,Pvalb,INH,11433,L23,Pvalb,INH,11437,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.1215369894600343,2.670267022341473,6.093815046194371,-55.0,125.0,150.0,0.0,25.0
127,mouse,VISp,37.64614153975787,53.9774268158322,L23,,EXC,11434,L23,Pvalb,INH,11433,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.06394223970789165,2.0273034379442727,84.41474924003052,-70.0,25.0,50.0,50.0,75.0
128,mouse,VISp,106.14726375948226,41.014302457251596,L23,,EXC,11434,L23,Pvalb,INH,11437,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.1292300106420463,1.057069657116571,7.507072217259695,-70.0,100.0,125.0,25.0,50.0
129,mouse,VISp,145.67926648795813,13.189734092107114,L23,Pvalb,INH,11437,L23,Pvalb,INH,11433,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.1792933938365098,4.533255667757096,11.108367522319107,-55.0,125.0,150.0,0.0,25.0
130,mouse,VISp,106.14726375948226,41.014302457251596,L23,Pvalb,INH,11437,L23,,EXC,11434,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.39983671791020686,3.7634016844779783,368.0482186524661,-55.0,100.0,125.0,25.0,50.0
131,mouse,VISp,121.06616913245367,43.154834911885764,L23,Pvalb,INH,11439,L23,Pvalb,INH,11433,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.20824680169274012,5.802060483188195,193.10257221248827,-55.0,100.0,125.0,25.0,50.0
132,mouse,VISp,80.81597155136276,97.02288388034697,L23,Pvalb,INH,11439,L23,,EXC,11434,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.1924129258417895,5.727213458285821,371.36724691665785,-55.0,75.0,100.0,75.0,100.0
133,mouse,VISp,28.49670724355638,43.964746096446994,L6a,Sst,INH,11468,L6a,,EXC,11469,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.2104342382927588,10.980456096361769,38.091143771087275,-55.0,25.0,50.0,25.0,50.0
134,mouse,VISp,99.92832955472215,7.0080460474276824,L4,,EXC,11479,L4,Pvalb,INH,11481,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.04567223275062483,2.8945941815671237,7.517263035370502,-70.0,75.0,100.0,0.0,25.0
135,mouse,VISp,53.52711169359249,6.586183279537218,L4,Pvalb,INH,11481,L4,Pvalb,INH,11480,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.9952277220314155,1.404162812538523,5.319989717361832,-55.0,50.0,75.0,0.0,25.0
136,mouse,VISp,2.2627155449736955,66.95820521939439,L6a,Sst,INH,11550,L6a,,EXC,11554,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.08250086989677814,10.126844448197756,499.9999986927272,-55.0,0.0,25.0,50.0,75.0
137,mouse,VISp,52.82937743441521,4.976733064179625,L6a,Ntsr1,EXC,11594,L6a,Sst,INH,11596,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.23268814250970107,1.9803242829948653,37.89224770045571,-70.0,50.0,75.0,0.0,25.0
138,mouse,VISp,10.665218926046142,6.412776358919357,L6a,Ntsr1,EXC,11595,L6a,Sst,INH,11596,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.16157749231541949,3.9537813141599845,19.249188350614002,-70.0,0.0,25.0,0.0,25.0
139,mouse,VISp,3.5853883443400063,104.14039749396143,L4,Tlx3,EXC,11654,L4,Vip,INH,11656,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.08519778509210672,6.872526416668152,23.37497772282343,-70.0,0.0,25.0,100.0,125.0
140,mouse,VISp,23.939200572802942,46.60896011868434,L23,,EXC,11659,L23,Pvalb,INH,11657,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.3177113140441254,2.582327010847767,5.000000000007693,-70.0,0.0,25.0,25.0,50.0
141,mouse,VISp,73.27580404640307,0.33114337253569526,L23,,EXC,11659,L23,Vip,INH,11660,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.10812953048586973,5.2874368831166105,75.83356826372768,-70.0,50.0,75.0,0.0,25.0
142,mouse,VISp,71.45022626368676,76.98212160494114,L5,Tlx3,EXC,11711,L4,Vip,INH,11705,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.022088801174919157,9.160508368574058,39.62705125637503,-70.0,50.0,75.0,75.0,100.0
143,mouse,VISp,134.75452543134793,63.86582739511192,L5,Pvalb,INH,11765,L5,Sim1,EXC,11768,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.9736242413614822,4.072691898990605,44.131030007049496,-55.0,125.0,150.0,50.0,75.0
144,mouse,VISp,66.65855369044033,38.699749078627484,L5,Sim1,EXC,11766,L5,Pvalb,INH,11765,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.6166377555047249,2.368486418954538,5.0000000018337865,-70.0,50.0,75.0,25.0,50.0
145,mouse,VISp,57.97542213126815,155.475346873777,L23,Pvalb,INH,11805,L5,Tlx3,EXC,11809,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.46172589603132647,6.68947062577997,36.70251820067612,-55.0,50.0,75.0,150.0,175.0
146,mouse,VISp,10.464581482025618,72.05859617135236,L4,Pvalb,INH,11806,L5,Tlx3,EXC,11809,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.4701666157193721,6.284224706044171,68.67715164574585,-55.0,0.0,25.0,50.0,75.0
147,mouse,VISp,56.3591470303194,323.8758118029422,L5,Tlx3,EXC,11820,L23,Pvalb,INH,11824,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.4432168766674884,1.448601590467095,5.000000000071031,-70.0,50.0,75.0,300.0,325.0
148,mouse,VISp,98.2409082713756,31.051168570363505,L23,,EXC,11907,L23,Vip,INH,11908,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.8439971471803549,5.355050072757333,43.37373008490743,-70.0,75.0,100.0,25.0,50.0
149,mouse,VISp,17.187608421032746,25.791959653451176,L23,,EXC,11913,L23,,EXC,11907,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.37315139897792365,6.115776339329885,35.756240966968,-70.0,0.0,25.0,25.0,50.0
150,mouse,VISp,59.19728591793037,82.77771057459114,L23,,EXC,11913,L23,Pvalb,INH,11914,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.4079350678484482,4.065636688563029,27.558265027716295,-70.0,50.0,75.0,75.0,100.0
151,mouse,VISp,116.78042755353121,28.402613304669305,L6a,,EXC,11924,L6a,Pvalb,INH,11925,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.0894251776694429,4.441917071862334,27.2281361269652,-70.0,100.0,125.0,25.0,50.0
152,mouse,VISp,37.3045133171247,59.88356570155482,L6a,Ntsr1,EXC,12069,L6a,Pvalb,INH,12070,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.8366203315621742,1.285379173678104,5.931233244919816,-70.0,25.0,50.0,50.0,75.0
153,mouse,VISp,136.23449104986213,19.385237069354048,L23,Pvalb,INH,12091,L23,,,12094,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.06973328274505891,4.498716486826218,38.08031554833034,-55.0,125.0,150.0,0.0,25.0
154,mouse,VISp,34.06849263879479,172.184644844714,L4,Pvalb,INH,12097,L5,Pvalb,INH,12098,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.7040684175815264,2.2675146547482607,7.556220716563602,-55.0,25.0,50.0,150.0,175.0
155,mouse,VISp,34.06849263879479,172.184644844714,L5,Pvalb,INH,12098,L4,Pvalb,INH,12097,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.48545378438228337,2.5222070815618842,6.976887970356138,-55.0,25.0,50.0,150.0,175.0
156,mouse,VISp,57.088582598531445,4.330128103257705,L23,Sst,INH,12204,L23,,EXC,12209,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.10156351659429652,6.581673343621681,56.75594710466786,-55.0,50.0,75.0,0.0,25.0
157,mouse,VISp,57.088582598531445,4.330128103257705,L23,,EXC,12209,L23,Sst,INH,12204,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.05368682549669175,1.7889648397005586,7.469648037471448,-70.0,50.0,75.0,0.0,25.0
158,mouse,VISp,14.036961436896032,117.66881092906085,L5,Pvalb,INH,12213,L6a,Sst,INH,12214,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.9098645076382171,3.5534583833454003,55.53291015228066,-55.0,0.0,25.0,100.0,125.0
159,mouse,VISp,3.5290662973912226,41.548795416096,L5,Pvalb,INH,12263,L5,Sim1,EXC,12264,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.8267472054956735,6.5958405456372144,61.13926657204741,-55.0,0.0,25.0,25.0,50.0
160,mouse,VISp,233.29591207645913,39.11002329918979,L6a,Sst,INH,12325,L5,Ntsr1,EXC,12328,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.09686776495306713,6.359818265771401,19.922689496852843,-55.0,225.0,250.0,25.0,50.0
161,mouse,VISp,61.69325016870958,39.52502565958678,L23,,EXC,12329,L23,Sst,INH,12335,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.2921331311524947,4.897526488087797,55.814023704271534,-70.0,50.0,75.0,25.0,50.0
162,mouse,VISp,16.00398478611695,33.54661384917587,L23,,EXC,12334,L23,Sst,INH,12335,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.07546403120757632,3.752464324492691,27.496077137495302,-70.0,0.0,25.0,25.0,50.0
163,mouse,VISp,61.69325016870958,39.52502565958678,L23,Sst,INH,12335,L23,,EXC,12329,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.12801151476041275,6.380547318700445,17.105030234451178,-55.0,50.0,75.0,25.0,50.0
164,mouse,VISp,3.1379586092989467,87.7300152885329,L4,,EXC,12416,L5,,INH,12415,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.0979653696630394,2.3821766331310896,11.21058992595401,-70.0,0.0,25.0,75.0,100.0
165,mouse,VISp,22.174613242052978,389.24361958677673,L23,Pvalb,INH,12464,L5,Sim1,EXC,12466,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.05785207117695287,3.226743374062799,26.077067807652362,-55.0,0.0,25.0,375.0,400.0
166,mouse,VISp,50.95719936017914,27.4929874261967,L23,Pvalb,INH,12474,L23,Pvalb,INH,12476,AISynphys,Accessed on 2025-07-08 00:00:007,True,-2.0163039427403557,2.6378875080244852,40.46673918400975,-55.0,50.0,75.0,25.0,50.0
167,mouse,VISp,140.8134496812639,22.908253087314208,L23,Pvalb,INH,12474,L23,Pvalb,INH,12477,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.12619816061075342,2.41025158950844,6.475912255249407,-55.0,125.0,150.0,0.0,25.0
168,mouse,VISp,88.55999782153975,50.42235601247659,L23,Pvalb,INH,12476,L23,Pvalb,INH,12477,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.5998981179127296,1.8450163765512781,6.746635621619021,-55.0,75.0,100.0,50.0,75.0
169,mouse,VISp,88.55999782153975,50.42235601247659,L23,Pvalb,INH,12477,L23,Pvalb,INH,12476,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.5156770976275961,3.676216587128513,60.05556402013027,-55.0,75.0,100.0,50.0,75.0
170,mouse,VISp,91.72412638954599,57.10556550612693,L23,Pvalb,INH,12482,L23,,EXC,12487,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.6792208828717576,5.296243418734146,500.0,-55.0,75.0,100.0,50.0,75.0
171,mouse,VISp,91.72412638954599,57.10556550612693,L23,,EXC,12487,L23,Pvalb,INH,12482,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.9357918440091978,2.973073168918444,5.855384316588002,-70.0,75.0,100.0,50.0,75.0
172,mouse,VISp,42.99853286423293,30.064536583381578,L4,Pvalb,INH,12515,L4,Pvalb,INH,12514,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.12019116886700237,13.978065967578875,11.115572636621263,-55.0,25.0,50.0,25.0,50.0
173,mouse,VISp,66.14944295153093,14.687289893382141,L4,,EXC,12578,L4,Sim1,EXC,12580,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.5586216964078954,4.498593686224795,13.63949542543728,-70.0,50.0,75.0,0.0,25.0
174,mouse,VISp,47.7781087522661,77.5043120296328,L5,,INH,12579,L4,Sim1,EXC,12580,AISynphys,Accessed on 2025-07-08 00:00:007,True,-1.0988265952650416,3.0281975941458126,25.311672781704786,-55.0,25.0,50.0,75.0,100.0
175,mouse,VISp,66.14944295153093,14.687289893382141,L4,Sim1,EXC,12580,L4,,EXC,12578,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.05874840947371746,4.3175465276106335,11.018114701282821,-70.0,50.0,75.0,0.0,25.0
176,mouse,VISp,21.475730465172198,9.689509885813688,L4,Nr5a1,EXC,12701,L4,Nr5a1,EXC,12702,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.5145336261363818,3.1900682230821937,13.860782096061474,-70.0,0.0,25.0,0.0,25.0
177,mouse,VISp,17.99603531687498,17.4931524189841,L4,Sst,INH,12740,L4,Nr5a1,EXC,12745,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.1989846179131688,5.116116551059056,19.37879039064167,-55.0,0.0,25.0,0.0,25.0
178,mouse,VISp,12.996220480847699,36.93543388283398,L4,Nr5a1,EXC,12751,L4,Nr5a1,EXC,12747,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.046721168066553,2.5453099575743026,6.516418434000038,-70.0,0.0,25.0,25.0,50.0
179,mouse,VISp,13.116358076390233,98.74504446326377,L4,Nr5a1,EXC,12888,L5,Pvalb,INH,12890,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.7063369493170581,4.623400223304188,21.57254584605506,-70.0,0.0,25.0,75.0,100.0
180,mouse,VISp,30.608628517675225,3.398266294293125,L5,Nr5a1,EXC,12914,L5,Nr5a1,EXC,12915,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.7981490959435297,3.3961099557703798,14.87588906546048,-70.0,25.0,50.0,0.0,25.0
181,mouse,VISp,30.608628517675225,3.398266294293125,L5,Nr5a1,EXC,12915,L5,Nr5a1,EXC,12914,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.26023724259570397,2.5454464708263855,5.000000000913232,-70.0,25.0,50.0,0.0,25.0
182,mouse,VISp,12.898025932199149,70.66887671904998,L23,Nr5a1,EXC,12921,L4,Pvalb,INH,12919,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.3910443967646633,2.034108647785588,6.731452889788492,-70.0,0.0,25.0,50.0,75.0
183,mouse,VISp,109.16407916542033,62.616026702161356,L4,Pvalb,INH,12953,L4,Nr5a1,EXC,12948,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.32399871594746,4.0043087531182096,13.256008100153354,-55.0,100.0,125.0,50.0,75.0
184,mouse,VISp,170.29180439143835,30.86079885984943,L4,Pvalb,INH,12954,L4,Nr5a1,EXC,12951,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.07998974936874428,3.360211411508953,12.547526972576762,-55.0,150.0,175.0,25.0,50.0
185,mouse,VISp,211.79622201512387,33.80180491527318,L6a,Sst,INH,12977,L6a,Vip,INH,12982,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.04869453568604436,5.917407687586993,499.99999987355375,-55.0,200.0,225.0,25.0,50.0
186,mouse,VISp,211.79622201512387,33.80180491527318,L6a,Vip,INH,12982,L6a,Sst,INH,12977,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.035422007857847715,9.547161159174825,499.99999999999403,-55.0,200.0,225.0,25.0,50.0
187,mouse,VISp,46.98061038205839,81.06562362912652,L5,Sst,INH,13051,L4,Nr5a1,EXC,13049,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.08218613621900665,8.706215001626601,50.83528771131864,-55.0,25.0,50.0,75.0,100.0
188,mouse,VISp,40.56958551973257,18.691763802730627,L5,Sst,INH,13051,L4,Nr5a1,EXC,13050,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.1596830839749286,7.595482115479179,40.49385931548932,-55.0,25.0,50.0,0.0,25.0
189,mouse,VISp,20.89369759024032,84.86131443913439,L5,Sst,INH,13066,L4,Sst,INH,13065,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.11810029848544572,11.383717561784705,499.99999998365956,-55.0,0.0,25.0,75.0,100.0
190,mouse,VISp,55.148130460368556,69.32392599273425,L5,,EXC,13122,L5,Sst,INH,13121,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.40437133505859885,1.9374721642135553,10.76245405339026,-70.0,50.0,75.0,50.0,75.0
191,mouse,VISp,86.69133051830616,68.02463259280297,L4,Nr5a1,EXC,13146,L5,Pvalb,INH,13148,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.07403836275548545,1.671482806448388,7.889795500365511,-70.0,75.0,100.0,50.0,75.0
192,mouse,VISp,46.244215363550225,99.59638580319849,L4,Nr5a1,EXC,13157,L5,Pvalb,INH,13159,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.9452204380549575,1.4689209294396253,10.81010236744549,-70.0,25.0,50.0,75.0,100.0
193,mouse,VISp,72.54151424951704,31.17926286231126,L5,Pvalb,INH,13174,L5,Nr5a1,EXC,13170,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.21891764048799067,3.625867441349632,13.836061034292712,-55.0,50.0,75.0,25.0,50.0
194,mouse,VISp,1.1339409394746747,43.58750756806088,L5,,EXC,13175,L5,Pvalb,INH,13174,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.2374007766941002,1.5369290216742157,6.854215683589574,-70.0,0.0,25.0,25.0,50.0
195,mouse,VISp,36.53491077387527,65.6841463617743,L5,,EXC,13192,L5,,INH,13193,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.25264083063219844,3.704115906088998,11.264118580228875,-70.0,25.0,50.0,50.0,75.0
196,mouse,VISp,131.81463384245689,300.13272320445014,L23,,EXC,13227,L5,Sst,INH,13223,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.07678933908238753,3.9675527781919144,11.428350353629549,-70.0,125.0,150.0,300.0,325.0
197,mouse,VISp,16.85921808570267,40.51972473831372,L23,,EXC,13453,L23,,EXC,13454,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.11040015179320645,5.907579055337604,499.9999999051181,-70.0,0.0,25.0,25.0,50.0
198,mouse,VISp,117.54193944728894,52.6786280517999,L23,Vip,INH,13460,L23,,EXC,13453,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.07318212149311394,3.7444518365265993,22.38946367749246,-55.0,100.0,125.0,50.0,75.0
199,mouse,VISp,29.417013026072564,74.89297164082808,L4,Nr5a1,EXC,13574,L23,Nr5a1,EXC,13575,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.14497496078585514,3.900100606507039,48.31833163421193,-70.0,25.0,50.0,50.0,75.0
200,mouse,VISp,20.227178265671597,52.78649572427356,L23,Sst,INH,13653,L23,,EXC,13652,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.33389011364054627,4.70457071130671,46.41361153197799,-55.0,0.0,25.0,50.0,75.0
201,mouse,VISp,11.273061480910446,32.953294673030925,L23,,EXC,13655,L23,Sst,INH,13656,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.38279088472804446,4.948921039010291,32.807885610325535,-70.0,0.0,25.0,25.0,50.0
202,mouse,VISp,56.10947038312504,19.110201704199568,L23,,EXC,13655,L23,,INH,13657,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.5400967655166701,2.0343108049110596,23.563210675417366,-70.0,50.0,75.0,0.0,25.0
203,mouse,VISp,56.10947038312504,19.110201704199568,L23,,INH,13657,L23,,EXC,13655,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.022242415085330508,7.024873601266163,39.11776743885001,-55.0,50.0,75.0,0.0,25.0
204,mouse,VISp,6.299538862756938,15.768238519461095,L23,,EXC,13826,L23,,INH,13827,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.0056745622873131864,1.565749578127042,14.317477383277451,-70.0,0.0,25.0,0.0,25.0
205,mouse,VISp,6.391603358219036,39.8653740562058,L23,,INH,13827,L23,,EXC,13828,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.47171003555417934,6.223001265156961,31.14090463827548,-55.0,0.0,25.0,25.0,50.0
206,mouse,VISp,0.20177596508016213,55.65403124536372,L23,,EXC,13828,L23,,EXC,13826,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.04369919231416647,2.9611567006159807,22.241538219468524,-70.0,0.0,25.0,50.0,75.0
207,mouse,VISp,126.7936404736578,70.82662142864633,L5,Vip,INH,14262,L5,Sst,INH,14264,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.14601419555369377,8.917675487032225,40.93380699710368,-55.0,125.0,150.0,50.0,75.0
208,mouse,VISp,27.6676006247929,48.42682133123013,L23,,EXC,14402,L23,,EXC,14403,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.06733313347245946,2.6436411272286255,8.291797805979302,-70.0,25.0,50.0,25.0,50.0
209,mouse,VISp,53.17639182073048,50.65954524675631,L6a,Pvalb,INH,14809,L5,Pvalb,INH,14808,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.49074739156835034,4.827249570055605,233.67883461683084,-55.0,50.0,75.0,50.0,75.0
210,mouse,VISp,21.862346570784272,105.1700573455623,L5,Pvalb,INH,14902,L4,Pvalb,INH,14904,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.419948671778117,1.630255791596165,5.947324203026109,-55.0,0.0,25.0,100.0,125.0
211,mouse,VISp,13.220759643333443,89.1497305080794,L5,Pvalb,INH,14903,L4,Pvalb,INH,14904,AISynphys,Accessed on 2025-07-08 00:00:007,True,-1.2767399119413876,3.2273933976949642,14.378398450849089,-55.0,0.0,25.0,75.0,100.0
212,mouse,VISp,13.220759643333443,89.1497305080794,L4,Pvalb,INH,14904,L5,Pvalb,INH,14903,AISynphys,Accessed on 2025-07-08 00:00:007,True,-1.4852627912120508,2.526535165765597,24.82145636034115,-55.0,0.0,25.0,75.0,100.0
213,mouse,VISp,29.644927327059158,40.89405928069973,L5,Tlx3,EXC,14922,L4,Tlx3,EXC,14921,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.1884968842570517,3.161718311010109,41.348333794547706,-70.0,25.0,50.0,25.0,50.0
214,mouse,VISp,23.886548501699238,39.2293801018568,L5,Tlx3,EXC,14926,L5,Fam84b,EXC,14925,AISynphys,Accessed on 2025-07-08 00:00:007,True,2.175954616739961,3.254060986342088,15.806163848670279,-70.0,0.0,25.0,25.0,50.0
