,species,region,Horizontal interesomatic distance (um),Vertical interesomatic distance (um),Presynaptic layer,Presynaptic gene expression,Presynaptic synapse class,Presynaptic gid,Postsynaptic layer,Postsynaptic gene expression,Postsynaptic synapse class,Postsynaptic gid,dataset,notes,connected,PSP amplitude (mV),PSP rise time (ms),PSP decay tau (ms),Holding potential (mV),minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um)
337,mouse,VISp,83.92784624510413,1.9241451785512933,L23,Pvalb,INH,23346,L23,Pvalb,INH,23342,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.4665545539948605,3.2489360729144057,66.42755472399216,-55.0,75.0,100.0,0.0,25.0
338,mouse,VISp,12.246108036557168,81.99795721459769,L23,Pvalb,INH,23346,L23,Sst,INH,23345,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.4943184470626058,3.501358932908288,20.22261148848594,-55.0,0.0,25.0,75.0,100.0
339,mouse,VISp,74.72456490675896,26.114034530030114,L4,Pvalb,INH,23560,L4,Pvalb,INH,23564,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.4708784229600002,2.06926090812489,10.729904815315239,-55.0,50.0,75.0,25.0,50.0
340,mouse,VISp,56.28434863503406,32.2298385844551,L4,Sst,INH,23561,L4,Pvalb,INH,23560,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.14495606611008,3.2877763711800583,15.565508788684507,-55.0,50.0,75.0,25.0,50.0
341,mouse,VISp,68.5831643711781,1.0072152331747268,L4,Sst,INH,23561,L4,Sst,INH,23562,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.22136479234555054,3.341790243093347,21.73373271967202,-55.0,50.0,75.0,0.0,25.0
342,mouse,VISp,17.43458019360392,58.32799470993985,L4,Sst,INH,23561,L4,Pvalb,INH,23564,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.30874592442383414,3.919077666327489,11.957449067588252,-55.0,0.0,25.0,50.0,75.0
343,mouse,VISp,153.19605372369128,27.482732723258863,L4,Sst,INH,23563,L4,Pvalb,INH,23560,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.06590158773354661,3.4931481038417265,10.683909260658822,-55.0,150.0,175.0,25.0,50.0
344,mouse,VISp,74.72456490675896,26.114034530030114,L4,Pvalb,INH,23564,L4,Pvalb,INH,23560,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.15400718337328959,1.2962593919730732,5.108822146522583,-55.0,50.0,75.0,25.0,50.0
345,mouse,VISp,98.8957220230598,16.530071251741337,L23,Sst,INH,23636,L23,,INH,23633,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.1769137684316379,12.386685990542105,499.99271595272126,-55.0,75.0,100.0,0.0,25.0
346,mouse,VISp,120.3976442779565,32.10204716850156,L23,Vip,INH,23652,L4,Sst,INH,23654,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.23453791746659536,4.6378246231473765,23.23912638375467,-55.0,100.0,125.0,25.0,50.0
347,mouse,VISp,65.09977282023434,23.112526111263485,L23,Pvalb,INH,23805,L23,Sst,INH,23806,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.17847395539040065,11.413980283172629,499.9999993811566,-55.0,50.0,75.0,0.0,25.0
348,mouse,VISp,65.09977282023434,23.112526111263485,L23,Sst,INH,23806,L23,Pvalb,INH,23805,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.08857594099035061,6.551324457147048,181.7264676163069,-55.0,50.0,75.0,0.0,25.0
349,mouse,VISp,54.817646171129745,11.262275059100464,L5,Tlx3,EXC,24114,L5,Tlx3,EXC,24118,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.042635359568021995,3.3832110199874967,21.817996017403303,-70.0,50.0,75.0,0.0,25.0
350,mouse,VISp,43.92520180765729,4.4165150658164425,L5,Tlx3,EXC,24119,L5,Fam84b,EXC,24115,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.10370776956471237,2.8305122560510103,12.605470966675446,-70.0,25.0,50.0,0.0,25.0
351,mouse,VISp,118.08971535664419,20.75217900816692,L23,Sst,INH,24136,L23,Vip,INH,24134,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.010599650459737963,2.608965789436073,74.28000070052839,-55.0,100.0,125.0,0.0,25.0
352,mouse,VISp,2.4002240742187433,21.069453247617567,L23,Vip,INH,24137,L23,Sst,INH,24136,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.43764123205374417,5.628108093546601,7.217405783341872,-55.0,0.0,25.0,0.0,25.0
353,mouse,VISp,30.908689733027437,33.51131898161314,L23,Sst,INH,24246,L23,Pvalb,INH,24248,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.24848780841391396,3.7338124944600577,18.025639600128986,-55.0,25.0,50.0,25.0,50.0
354,mouse,VISp,27.000896623308765,3.602825554672533,L5,Tlx3,EXC,631,L5,,,632,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.2558681077510131,4.775442185352294,33.54738981969115,-70.0,25.0,50.0,0.0,25.0
355,mouse,VISp,59.23154053750609,19.4970706880217,L5,Tlx3,EXC,1024,L5,Sst,INH,1022,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.40731670808880976,2.355472678563521,12.865759291846718,-70.0,50.0,75.0,0.0,25.0
356,mouse,VISp,3.9634524045076454,19.30882188035309,L4,Pvalb,INH,1976,L4,Tlx3,EXC,1979,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.9441674492435045,4.438127227690032,37.668588137020365,-55.0,0.0,25.0,0.0,25.0
357,mouse,VISp,3.9634524045076454,19.30882188035309,L4,Tlx3,EXC,1979,L4,Pvalb,INH,1976,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.5399066962752929,2.202796103811435,5.000000000000219,-70.0,0.0,25.0,0.0,25.0
358,mouse,VISp,14.709254161053298,48.551434852900705,L5,Sst,INH,2191,L4,Tlx3,EXC,2192,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.2049591413121984,4.655302540534349,16.090198078255,-55.0,0.0,25.0,25.0,50.0
359,mouse,VISp,33.59419927462957,41.99990348175202,L5,Tlx3,EXC,2328,L5,Sst,INH,2327,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.4389611218315928,1.6125509309125965,12.660498741274836,-70.0,25.0,50.0,25.0,50.0
360,mouse,VISp,31.68105595133925,50.91381332023874,L5,Tlx3,EXC,2335,L5,Sst,INH,2337,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.01605744850039476,3.450990032391258,29.046208248943344,-70.0,25.0,50.0,50.0,75.0
361,mouse,VISp,50.35842957957254,24.529236954688272,L5,Tlx3,EXC,2338,L5,Sst,INH,2337,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.08345107237229268,4.83526726473291,23.065479260805624,-70.0,50.0,75.0,0.0,25.0
362,mouse,VISp,14.818312943365267,65.33115514677887,L5,Pvalb,INH,2519,L5,Sst,INH,2521,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.09443227834497471,1.9397483040685795,19.862916862269135,-55.0,0.0,25.0,50.0,75.0
363,mouse,VISp,61.096005298455374,3.5131918508868023,L5,Sst,INH,2666,L5,Tlx3,EXC,2670,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.040335449461418024,7.909266384891313,23.370825584187124,-55.0,50.0,75.0,0.0,25.0
364,mouse,VISp,126.1845987669838,50.45525817856107,L5,Tlx3,EXC,2668,L5,Tlx3,EXC,2670,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.6383456477302761,2.83832799787249,15.809285489933611,-70.0,125.0,150.0,50.0,75.0
365,mouse,VISp,124.67274878175174,135.14891525373812,L5,Tlx3,EXC,2671,L5,Tlx3,EXC,2668,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.09524706373178601,3.1984872726568185,9.176145952529597,-70.0,100.0,125.0,125.0,150.0
366,mouse,VISp,88.01095905344248,18.875452621413313,L5,Tlx3,EXC,2744,L4,Sst,INH,2749,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.08982391137295394,3.375720811366888,10.75226740064424,-70.0,75.0,100.0,0.0,25.0
367,mouse,VISp,11.631737095151458,22.854999542534983,L5,Tlx3,EXC,2796,L5,Tlx3,EXC,2803,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.31619999418032674,9.699604435703304,499.99998012601577,-70.0,0.0,25.0,0.0,25.0
368,mouse,VISp,12.931624395788814,28.447314802389442,L5,Tlx3,EXC,2798,L5,Tlx3,EXC,2800,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.050872185483595816,2.9075154657538267,17.771470571500934,-70.0,0.0,25.0,25.0,50.0
369,mouse,VISp,79.56143747725727,58.91267277320262,L5,Tlx3,EXC,2799,L5,Tlx3,EXC,2802,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.06847852642524295,4.578299333181575,23.471035178605156,-70.0,75.0,100.0,50.0,75.0
370,mouse,VISp,66.89882386191742,67.06388985722656,L5,Pvalb,INH,3029,L5,Pvalb,INH,3031,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.9025597392651354,1.9444991422252027,8.471098661072356,-55.0,50.0,75.0,50.0,75.0
371,mouse,VISp,112.50080932462976,38.337519049010446,L5,Pvalb,INH,3033,L5,Pvalb,INH,3029,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.2986965427716401,2.7608107213282542,23.099946385754368,-55.0,100.0,125.0,25.0,50.0
372,mouse,VISp,17.739960746305396,52.17357172064752,L5,Pvalb,INH,3033,L5,Pvalb,INH,3034,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.31915188775566544,2.6965228250847253,25.774279849061582,-55.0,0.0,25.0,50.0,75.0
373,mouse,VISp,54.76195099496581,23.436341333597817,L4,,EXC,3100,L4,,,3099,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.11770848051884614,7.8258534145045004,22.300362564986422,-70.0,50.0,75.0,0.0,25.0
374,mouse,VISp,7.982748387955991,72.36750742663818,L5,Pvalb,INH,3191,L5,Tlx3,EXC,3194,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.5848522781872704,4.510474008463623,117.5733107271837,-55.0,0.0,25.0,50.0,75.0
375,mouse,VISp,8.294013767656507,63.00110169728715,L5,Tlx3,EXC,3199,L4,Tlx3,EXC,3203,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.010551726281686564,2.373486085483718,8.125549231874194,-70.0,0.0,25.0,50.0,75.0
376,mouse,VISp,86.64164168944033,33.68714004599602,L5,Tlx3,EXC,3428,L5,Pvalb,INH,3425,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.12502696552470566,1.6467971847531793,7.9084158055135765,-70.0,75.0,100.0,25.0,50.0
377,mouse,VISp,75.68110461126227,41.99913264139066,L5,Sst,INH,3766,L5,Sst,INH,3762,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.07759244877368052,2.2616746751550516,8.442691634306888,-55.0,75.0,100.0,25.0,50.0
378,mouse,VISp,31.407237130169502,37.301833418470494,L5,Rorb,EXC,3862,L5,,INH,3863,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.945928913463465,3.174252639395172,9.140356137062112,-70.0,25.0,50.0,25.0,50.0
379,mouse,VISp,31.407237130169502,37.301833418470494,L5,,INH,3863,L5,Rorb,EXC,3862,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.9483174889114033,5.20603634461834,167.64690779806898,-55.0,25.0,50.0,25.0,50.0
380,mouse,VISp,24.51458203974824,11.138138536867096,L5,Rorb,EXC,3864,L5,Rorb,EXC,3865,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.1930411436843805,4.145124273885934,16.557581404989623,-70.0,0.0,25.0,0.0,25.0
381,mouse,VISp,32.84472709953535,68.5024644153554,L5,Rorb,EXC,3864,L5,,,3866,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.2704351786493686,1.879463911622869,10.826025988144869,-70.0,25.0,50.0,50.0,75.0
382,mouse,VISp,8.670919946134477,57.41088040169492,L5,Rorb,EXC,3865,L5,,,3866,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.6155762278652672,2.815530977220319,10.894736296386368,-70.0,0.0,25.0,50.0,75.0
383,mouse,VISp,11.610577031079744,116.19636766683088,L5,,INH,3867,L5,Rorb,EXC,3865,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.3966252800763333,7.479059214482384,499.999998795892,-55.0,0.0,25.0,100.0,125.0
384,mouse,VISp,30.62445649527425,23.751101567486558,L5,Sst,INH,3874,L5,Sst,INH,3875,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.18971060321448102,11.390597865118929,109.30811506926464,-55.0,25.0,50.0,0.0,25.0
385,mouse,VISp,11.052412592332608,18.55460555384717,L6a,Slc17a8,EXC,4000,L6a,Slc17a8,EXC,4007,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.34283689049206373,7.191006594105038,56.45263469484111,-70.0,0.0,25.0,0.0,25.0
386,mouse,VISp,64.47479679302626,92.61727164788418,L6a,Slc17a8,EXC,4048,L6a,,,4042,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.0615669207350886,2.7531889869677393,7.5138563711504265,-70.0,50.0,75.0,75.0,100.0
387,mouse,VISp,66.20407268927205,68.36022976734039,L5,,INH,4105,L5,Rorb,EXC,4103,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.36309855416623193,3.703194177339095,55.95238623989138,-55.0,50.0,75.0,50.0,75.0
388,mouse,VISp,32.144308203808244,41.4495556255864,L5,,INH,4376,L4,Rorb,EXC,4375,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.5024210530285296,4.912822439091571,21.346141525300666,-55.0,25.0,50.0,25.0,50.0
389,mouse,VISp,29.20366778277968,38.520584211990375,L5,Tlx3,EXC,4432,L5,Sst,INH,4441,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.4085243133006442,2.726227723144161,15.863865915932164,-70.0,25.0,50.0,25.0,50.0
390,mouse,VISp,76.56498387816764,14.300299916642276,L5,Tlx3,EXC,4435,L5,Sst,INH,4441,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.03385429087598007,2.7674461264138177,13.078143218439275,-70.0,75.0,100.0,0.0,25.0
391,mouse,VISp,29.20366778277968,38.520584211990375,L5,Sst,INH,4441,L5,Tlx3,EXC,4432,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.5764702865511384,12.946151335086277,499.9999998738931,-55.0,25.0,50.0,25.0,50.0
392,mouse,VISp,54.94603640970746,103.07383127444677,L5,,INH,4501,L5,Rorb,EXC,4499,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.5220260952749003,4.1137457136367575,31.310160855505067,-55.0,50.0,75.0,100.0,125.0
393,mouse,VISp,39.07586823984224,79.39510734360451,L5,Tlx3,EXC,4593,L5,Sst,INH,4598,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.2974697910602842e-11,6.575319020883324,43.87861695879617,-70.0,25.0,50.0,75.0,100.0
394,mouse,VISp,27.727504916929462,32.69544092395223,L4,Rorb,EXC,4687,L4,Rorb,EXC,4691,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.6555635140001028,4.286542051757259,31.304994377846366,-70.0,25.0,50.0,25.0,50.0
395,mouse,VISp,91.51349436089576,18.30385959923136,L4,Rorb,EXC,4688,L4,Rorb,EXC,4692,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.47746172805601295,4.136712377654903,31.273255492897043,-70.0,75.0,100.0,0.0,25.0
396,mouse,VISp,37.226688774452946,34.531883910091224,L4,Rorb,EXC,4690,L4,Rorb,EXC,4688,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.2548893739302056,3.042424976277359,15.282385017975054,-70.0,25.0,50.0,25.0,50.0
397,mouse,VISp,82.25270806223527,10.620618865148149,L4,Rorb,EXC,4691,L4,Rorb,EXC,4688,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.16103185423027175,4.097064623247605,22.412985559960674,-70.0,75.0,100.0,0.0,25.0
398,mouse,VISp,91.51349436089576,18.30385959923136,L4,Rorb,EXC,4692,L4,Rorb,EXC,4688,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.17910218396609484,3.296804211170239,27.386319671858192,-70.0,75.0,100.0,0.0,25.0
399,mouse,VISp,113.70894002149852,9.225989281768268,L5,Rorb,EXC,4796,L5,Rorb,EXC,4791,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.10183675131579517,2.8123764917506286,10.426274303175449,-70.0,100.0,125.0,0.0,25.0
400,mouse,VISp,124.99172605642404,180.02397692853555,L5,Pvalb,INH,4906,L5,Pvalb,INH,4903,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.3001056234700467,2.6746900398237234,9.910519936037353,-55.0,100.0,125.0,175.0,200.0
401,mouse,VISp,94.67327557119792,105.06742528448119,L5,Sst,INH,5188,L5,Sst,INH,5186,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.11987551524683102,7.4538998407832056,34.398249307634316,-55.0,75.0,100.0,100.0,125.0
402,mouse,VISp,96.68468441989833,25.647158740583905,L4,Tlx3,EXC,5632,L5,Pvalb,INH,5633,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.3436396828978503,1.8763676012992814,6.2094288802643325,-70.0,75.0,100.0,25.0,50.0
403,mouse,VISp,96.68468441989833,25.647158740583905,L5,Pvalb,INH,5633,L4,Tlx3,EXC,5632,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.16846956407734617,5.719672081049154,7.911204273208592,-55.0,75.0,100.0,25.0,50.0
404,mouse,VISp,17.262114409096018,54.47396932469009,L5,Pvalb,INH,5757,L5,Pvalb,INH,5755,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.45580652855200016,2.27234089465267,12.658561763781497,-55.0,0.0,25.0,50.0,75.0
405,mouse,VISp,4.550121940750509,126.05017916724393,L5,Tlx3,EXC,5858,L5,,,5859,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.013026004565836004,1.809884806661819,8.395100173587487,-70.0,0.0,25.0,125.0,150.0
406,mouse,VISp,53.546906665489956,74.97861268339986,L1,,EXC,5982,L23,,EXC,5985,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.13112143800854942,3.7949346504940675,17.45460919143703,-70.0,50.0,75.0,50.0,75.0
407,mouse,VISp,53.546906665489956,74.97861268339986,L23,,EXC,5985,L1,,EXC,5982,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.3367805459370626,4.17344238916609,71.54455970668754,-70.0,50.0,75.0,50.0,75.0
408,mouse,VISp,0.6034665315128502,9.166039856194052,L5,Tlx3,EXC,6013,L5,Sst,INH,6026,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.30710925908618125,2.5437931810531484,14.035036200989966,-70.0,0.0,25.0,0.0,25.0
409,mouse,VISp,0.6034665315128502,9.166039856194052,L5,Sst,INH,6026,L5,Tlx3,EXC,6013,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.20282554734768282,8.790765161459484,53.01616309393502,-55.0,0.0,25.0,0.0,25.0
410,mouse,VISp,117.4209799241598,30.014567147638452,L23,,EXC,6042,L23,,,6039,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.08521215907099698,3.9663298795161155,21.7131411386976,-70.0,100.0,125.0,25.0,50.0
411,mouse,VISp,20.60870898904145,4.590159786433372,L4,Rorb,EXC,6139,L4,Rorb,EXC,6138,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.5920400503318665,3.7055189857284243,18.2817645130177,-70.0,0.0,25.0,0.0,25.0
412,mouse,VISp,72.00956848328204,21.78539811092543,L23,,EXC,6202,L23,,INH,6207,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.7448545588437367,2.7471321096001806,13.339789953912565,-70.0,50.0,75.0,0.0,25.0
413,mouse,VISp,150.5162156928355,5.896957194839259,L4,,EXC,6362,L4,Sim1,EXC,6357,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.11150105819151838,1.7917989690595582,8.143467198620407,-70.0,150.0,175.0,0.0,25.0
414,mouse,VISp,81.04378274805237,6.851552817904137,L6a,,EXC,6382,L6a,,,6380,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.06434418293567297,4.333369593686241,17.208193956328397,-70.0,75.0,100.0,0.0,25.0
415,mouse,VISp,7.335183153614262,58.632146854289054,L6a,Sst,INH,6383,L6a,Sst,INH,6381,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.3314651111269358,4.167746481186786,56.60652956735983,-55.0,0.0,25.0,50.0,75.0
416,mouse,VISp,20.866001198191167,5.652248932688025,L23,,EXC,6391,L23,,EXC,6394,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.49719944461788323,3.288299691798603,20.288611974927832,-70.0,0.0,25.0,0.0,25.0
417,mouse,VISp,17.395671927357952,24.420626966679873,L23,,EXC,6396,L23,,EXC,6394,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.38123446260037785,3.061541113578268,16.22871207369987,-70.0,0.0,25.0,0.0,25.0
418,mouse,VISp,81.5547400046961,43.889551301266174,L4,,EXC,6417,L5,Tlx3,EXC,6423,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.03251718970078722,3.5443557181024854,28.786635275664647,-70.0,75.0,100.0,25.0,50.0
419,mouse,VISp,78.58315313482615,93.6394010427686,L4,Pvalb,INH,6418,L5,Tlx3,EXC,6424,AISynphys,Accessed on 2025-07-08 00:00:007,True,-1.1796439481864076,3.831951123076237,20.310832940751176,-55.0,75.0,100.0,75.0,100.0
420,mouse,VISp,13.945085228634769,91.22209218147826,L5,,EXC,6535,L5,,,6538,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.784126040516941,4.633187767314271,7.032288879118374,-70.0,0.0,25.0,75.0,100.0
421,mouse,VISp,69.39888792976043,8.532181409380371,L5,Sst,INH,6555,L5,Tlx3,EXC,6556,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.3779775413191263,8.51483665444062,70.67652319427421,-55.0,50.0,75.0,0.0,25.0
422,mouse,VISp,131.73485088282055,100.96119548153652,L4,,EXC,6577,L4,,,6578,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.7756173610698868,3.7143692368032433,26.956594458622835,-70.0,125.0,150.0,100.0,125.0
423,mouse,VISp,38.62131767826583,71.86323390492852,L4,Pvalb,INH,6607,L5,Tlx3,EXC,6608,AISynphys,Accessed on 2025-07-08 00:00:007,True,-2.140142525176251,4.852119903064956,78.1655591181619,-55.0,25.0,50.0,50.0,75.0
424,mouse,VISp,67.96056293039307,47.98579519632902,L5,Sim1,EXC,6771,L5,,EXC,6769,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.05990114835505097,3.6339776185085704,17.178134433166512,-70.0,50.0,75.0,25.0,50.0
425,mouse,VISp,8.239709100137203,22.55261513960458,L4,Pvalb,INH,6777,L4,Tlx3,EXC,6778,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.1877942322091841,3.4045206251144977,26.60110753997762,-55.0,0.0,25.0,0.0,25.0
426,mouse,VISp,23.912910410963025,0.11221464806349205,L4,Pvalb,INH,6777,L4,Tlx3,EXC,6779,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.6163579252180763,4.725146087046259,39.74958978576537,-55.0,0.0,25.0,0.0,25.0
427,mouse,VISp,50.62646788481734,7.80598338952187,L4,Pvalb,INH,6777,L4,Pvalb,INH,6782,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.2621075832501072,2.145458663088251,13.055936144945267,-55.0,50.0,75.0,0.0,25.0
428,mouse,VISp,50.62646788481734,7.80598338952187,L4,Pvalb,INH,6782,L4,Pvalb,INH,6777,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.1185918200463226,3.6803186388713938,61.423144107762226,-55.0,50.0,75.0,0.0,25.0
429,mouse,VISp,55.877549766364986,9.031087050150399,L4,Rorb,EXC,7448,L4,Rorb,EXC,7450,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.6449489750187327,2.7893158448032964,10.990023478503673,-70.0,50.0,75.0,0.0,25.0
430,mouse,VISp,22.686272987336224,16.766205582779836,L5,Tlx3,EXC,7743,L5,Sst,INH,7744,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.017454556494077626,3.057406639073557,14.542624060424297,-70.0,0.0,25.0,0.0,25.0
431,mouse,VISp,48.645821101062616,49.89343579924489,L5,Sst,INH,7744,L5,Tlx3,EXC,7742,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.0536483087021221,7.1433117807467506,17.442506323033943,-55.0,25.0,50.0,25.0,50.0
432,mouse,VISp,81.58449168916358,48.037921626885876,L5,Pvalb,INH,7901,L4,Tlx3,EXC,7907,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.08757240939255513,5.157325779371179,257.785801072163,-55.0,75.0,100.0,25.0,50.0
433,mouse,VISp,188.96198129960624,6.6873619108901,L5,Tlx3,EXC,7906,L5,Pvalb,INH,7903,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.44002833584850853,2.890941883202392,5.000000101735362,-70.0,175.0,200.0,0.0,25.0
434,mouse,VISp,22.83300262795958,30.644493852755815,L4,Tlx3,EXC,7907,L5,Tlx3,EXC,7906,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.5670885884858382,5.175046212123169,32.35718633805569,-70.0,0.0,25.0,25.0,50.0
435,mouse,VISp,13.668955330391682,64.00446363977878,L4,Rorb,EXC,8051,L5,,INH,8049,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.6412960509384049,3.7827037963761074,10.629677431058605,-70.0,0.0,25.0,50.0,75.0
436,mouse,VISp,83.80411221078266,93.27483903691568,L5,Tlx3,EXC,8086,L4,Pvalb,INH,8082,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.4027075321204438,2.285704086369046,8.2247682068794,-70.0,75.0,100.0,75.0,100.0
437,mouse,VISp,16.74768303604635,54.92225733392737,L5,Tlx3,EXC,8237,L5,Sst,INH,8238,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.4856837184799759,2.3300781601035383,18.313037864666263,-70.0,0.0,25.0,50.0,75.0
438,mouse,VISp,48.34183879457934,107.82432593046352,L4,Rorb,EXC,8244,L5,,INH,8249,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.5209359026455133,1.2591362380609192,6.628975146993697,-70.0,25.0,50.0,100.0,125.0
439,mouse,VISp,35.51264532120484,1.1460792033265201,L5,Rorb,EXC,10005,L4,Rorb,EXC,10004,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.36502858367334134,5.288057617873825,499.9997442227686,-70.0,25.0,50.0,0.0,25.0
440,mouse,VISp,73.60235853713783,51.4085987922312,L4,Rorb,EXC,10024,L4,Rorb,EXC,10026,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.500798200059653,3.5516734945603066,16.05088422406441,-70.0,50.0,75.0,50.0,75.0
441,mouse,VISp,3.6299931949363526,38.341906495957005,L4,Pvalb,INH,10045,L4,Tlx3,EXC,10050,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.8759327273239175,4.6461674564135365,16.81649534738122,-55.0,0.0,25.0,25.0,50.0
442,mouse,VISp,56.309511033760295,9.939165451831455,L6a,,EXC,10850,L6a,,INH,10841,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.03208875469906524,4.27348013067288,21.033539915490785,-70.0,50.0,75.0,0.0,25.0
443,mouse,VISp,103.64992192500222,60.39202521617314,L6a,,EXC,10897,L6b,Ntsr1,EXC,10892,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.28779920010500804,5.666719589826832,12.842078238533974,-70.0,100.0,125.0,50.0,75.0
