,Presynaptic layer,Postsynaptic layer,Presynaptic Schneider-Mizell type,Postsynaptic Schneider-Mizell type,sample size,column radius (um),connection probability,dataset,citation
239,L4,L4,ITC,L4b,1824,50,0.009868421052631578,Schneider-Mizell2024,schneider-mizell_cell-type_2024
240,L4,L4,ITC,L4c,972,50,0.021604938271604937,Schneider-Mizell2024,schneider-mizell_cell-type_2024
241,L4,L4,ITC,PTC,168,50,0.35119047619047616,Schneider-Mizell2024,schneider-mizell_cell-type_2024
242,L4,L4,ITC,STC,12,50,0.16666666666666666,Schneider-Mizell2024,schneider-mizell_cell-type_2024
243,L4,L4,PTC,DTC,126,50,0.49206349206349204,Schneider-Mizell2024,schneider-mizell_cell-type_2024
244,L4,L4,PTC,ITC,168,50,0.13095238095238096,Schneider-Mizell2024,schneider-mizell_cell-type_2024
245,L4,L4,PTC,L4a,896,50,0.45200892857142855,Schneider-Mizell2024,schneider-mizell_cell-type_2024
246,L4,L4,PTC,L4b,2128,50,0.362312030075188,Schneider-Mizell2024,schneider-mizell_cell-type_2024
247,L4,L4,PTC,L4c,1134,50,0.3306878306878307,Schneider-Mizell2024,schneider-mizell_cell-type_2024
248,L4,L4,PTC,PTC,182,50,0.5769230769230769,Schneider-Mizell2024,schneider-mizell_cell-type_2024
249,L4,L4,STC,ITC,12,50,0.16666666666666666,Schneider-Mizell2024,schneider-mizell_cell-type_2024
250,L4,L4,STC,L4a,64,50,0.09375,Schneider-Mizell2024,schneider-mizell_cell-type_2024
251,L4,L4,STC,L4b,152,50,0.03289473684210526,Schneider-Mizell2024,schneider-mizell_cell-type_2024
252,L4,L4,STC,L4c,81,50,0.18518518518518517,Schneider-Mizell2024,schneider-mizell_cell-type_2024
253,L4,L4,STC,PTC,14,50,0.2857142857142857,Schneider-Mizell2024,schneider-mizell_cell-type_2024
254,L4,L5,DTC,DTC,189,50,0.042328042328042326,Schneider-Mizell2024,schneider-mizell_cell-type_2024
255,L4,L5,DTC,ITC,27,50,0.1111111111111111,Schneider-Mizell2024,schneider-mizell_cell-type_2024
256,L4,L5,DTC,L5ET,342,50,0.34502923976608185,Schneider-Mizell2024,schneider-mizell_cell-type_2024
257,L4,L5,DTC,L5NP,90,50,0.08888888888888889,Schneider-Mizell2024,schneider-mizell_cell-type_2024
258,L4,L5,DTC,L5a,270,50,0.23703703703703705,Schneider-Mizell2024,schneider-mizell_cell-type_2024
259,L4,L5,DTC,L5b,396,50,0.14898989898989898,Schneider-Mizell2024,schneider-mizell_cell-type_2024
260,L4,L5,DTC,PTC,180,50,0.16111111111111112,Schneider-Mizell2024,schneider-mizell_cell-type_2024
261,L4,L5,ITC,DTC,252,50,0.24603174603174602,Schneider-Mizell2024,schneider-mizell_cell-type_2024
262,L4,L5,ITC,ITC,36,50,0.25,Schneider-Mizell2024,schneider-mizell_cell-type_2024
263,L4,L5,ITC,L5ET,456,50,0.03508771929824561,Schneider-Mizell2024,schneider-mizell_cell-type_2024
264,L4,L5,ITC,L5NP,120,50,0.016666666666666666,Schneider-Mizell2024,schneider-mizell_cell-type_2024
265,L4,L5,ITC,L5a,360,50,0.019444444444444445,Schneider-Mizell2024,schneider-mizell_cell-type_2024
266,L4,L5,ITC,L5b,528,50,0.03409090909090909,Schneider-Mizell2024,schneider-mizell_cell-type_2024
267,L4,L5,ITC,PTC,240,50,0.2375,Schneider-Mizell2024,schneider-mizell_cell-type_2024
268,L4,L5,PTC,DTC,294,50,0.0782312925170068,Schneider-Mizell2024,schneider-mizell_cell-type_2024
269,L4,L5,PTC,ITC,42,50,0.09523809523809523,Schneider-Mizell2024,schneider-mizell_cell-type_2024
270,L4,L5,PTC,L5ET,532,50,0.3026315789473684,Schneider-Mizell2024,schneider-mizell_cell-type_2024
271,L4,L5,PTC,L5NP,140,50,0.02142857142857143,Schneider-Mizell2024,schneider-mizell_cell-type_2024
272,L4,L5,PTC,L5a,420,50,0.18095238095238095,Schneider-Mizell2024,schneider-mizell_cell-type_2024
273,L4,L5,PTC,L5b,616,50,0.23214285714285715,Schneider-Mizell2024,schneider-mizell_cell-type_2024
274,L4,L5,PTC,PTC,280,50,0.2357142857142857,Schneider-Mizell2024,schneider-mizell_cell-type_2024
275,L4,L5,STC,DTC,21,50,0.047619047619047616,Schneider-Mizell2024,schneider-mizell_cell-type_2024
276,L4,L5,STC,ITC,3,50,0.3333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
277,L4,L5,STC,L5ET,38,50,0.13157894736842105,Schneider-Mizell2024,schneider-mizell_cell-type_2024
278,L4,L5,STC,L5a,30,50,0.13333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
279,L4,L5,STC,L5b,44,50,0.06818181818181818,Schneider-Mizell2024,schneider-mizell_cell-type_2024
280,L4,L5,STC,PTC,20,50,0.4,Schneider-Mizell2024,schneider-mizell_cell-type_2024
281,L4,L6,DTC,L6short-a,621,50,0.05636070853462158,Schneider-Mizell2024,schneider-mizell_cell-type_2024
282,L4,L6,DTC,L6short-b,495,50,0.020202020202020204,Schneider-Mizell2024,schneider-mizell_cell-type_2024
283,L4,L6,DTC,L6tall-a,729,50,0.038408779149519894,Schneider-Mizell2024,schneider-mizell_cell-type_2024
284,L4,L6,DTC,L6tall-b,558,50,0.02867383512544803,Schneider-Mizell2024,schneider-mizell_cell-type_2024
285,L4,L6,DTC,L6tall-c,945,50,0.039153439153439155,Schneider-Mizell2024,schneider-mizell_cell-type_2024
286,L4,L6,DTC,L6wm,234,50,0.004273504273504274,Schneider-Mizell2024,schneider-mizell_cell-type_2024
287,L4,L6,DTC,PTC,108,50,0.018518518518518517,Schneider-Mizell2024,schneider-mizell_cell-type_2024
288,L4,L6,ITC,DTC,180,50,0.07777777777777778,Schneider-Mizell2024,schneider-mizell_cell-type_2024
289,L4,L6,ITC,L6short-a,828,50,0.00966183574879227,Schneider-Mizell2024,schneider-mizell_cell-type_2024
290,L4,L6,ITC,L6short-b,660,50,0.0030303030303030303,Schneider-Mizell2024,schneider-mizell_cell-type_2024
291,L4,L6,ITC,L6tall-a,972,50,0.02880658436213992,Schneider-Mizell2024,schneider-mizell_cell-type_2024
292,L4,L6,ITC,L6tall-b,744,50,0.024193548387096774,Schneider-Mizell2024,schneider-mizell_cell-type_2024
293,L4,L6,ITC,L6tall-c,1260,50,0.009523809523809525,Schneider-Mizell2024,schneider-mizell_cell-type_2024
294,L4,L6,ITC,PTC,144,50,0.09027777777777778,Schneider-Mizell2024,schneider-mizell_cell-type_2024
295,L4,L6,PTC,DTC,210,50,0.023809523809523808,Schneider-Mizell2024,schneider-mizell_cell-type_2024
296,L4,L6,PTC,L6short-a,966,50,0.062111801242236024,Schneider-Mizell2024,schneider-mizell_cell-type_2024
297,L4,L6,PTC,L6short-b,770,50,0.007792207792207792,Schneider-Mizell2024,schneider-mizell_cell-type_2024
298,L4,L6,PTC,L6tall-a,1134,50,0.03262786596119929,Schneider-Mizell2024,schneider-mizell_cell-type_2024
299,L4,L6,PTC,L6tall-b,868,50,0.020737327188940093,Schneider-Mizell2024,schneider-mizell_cell-type_2024
300,L4,L6,PTC,L6tall-c,1470,50,0.015646258503401362,Schneider-Mizell2024,schneider-mizell_cell-type_2024
301,L4,L6,PTC,PTC,168,50,0.07738095238095238,Schneider-Mizell2024,schneider-mizell_cell-type_2024
302,L4,L6,PTC,STC,84,50,0.011904761904761904,Schneider-Mizell2024,schneider-mizell_cell-type_2024
303,L4,L6,STC,L6short-a,69,50,0.014492753623188406,Schneider-Mizell2024,schneider-mizell_cell-type_2024
304,L4,L6,STC,L6short-b,55,50,0.01818181818181818,Schneider-Mizell2024,schneider-mizell_cell-type_2024
305,L4,L6,STC,L6tall-a,81,50,0.04938271604938271,Schneider-Mizell2024,schneider-mizell_cell-type_2024
306,L4,L6,STC,L6tall-b,62,50,0.03225806451612903,Schneider-Mizell2024,schneider-mizell_cell-type_2024
307,L4,L6,STC,L6tall-c,105,50,0.01904761904761905,Schneider-Mizell2024,schneider-mizell_cell-type_2024
308,L5,L1,DTC,STC,189,50,0.1164021164021164,Schneider-Mizell2024,schneider-mizell_cell-type_2024
309,L5,L2,DTC,DTC,63,50,0.031746031746031744,Schneider-Mizell2024,schneider-mizell_cell-type_2024
310,L5,L2,DTC,L2a,1197,50,0.26148705096073516,Schneider-Mizell2024,schneider-mizell_cell-type_2024
311,L5,L2,DTC,L2b,1386,50,0.1075036075036075,Schneider-Mizell2024,schneider-mizell_cell-type_2024
312,L5,L2,DTC,L2c,1512,50,0.2724867724867725,Schneider-Mizell2024,schneider-mizell_cell-type_2024
313,L5,L2,DTC,STC,21,50,0.23809523809523808,Schneider-Mizell2024,schneider-mizell_cell-type_2024
314,L5,L2,ITC,L2a,171,50,0.005847953216374269,Schneider-Mizell2024,schneider-mizell_cell-type_2024
315,L5,L2,ITC,L2b,198,50,0.010101010101010102,Schneider-Mizell2024,schneider-mizell_cell-type_2024
316,L5,L2,ITC,L2c,216,50,0.013888888888888888,Schneider-Mizell2024,schneider-mizell_cell-type_2024
317,L5,L2,PTC,DTC,60,50,0.016666666666666666,Schneider-Mizell2024,schneider-mizell_cell-type_2024
318,L5,L2,PTC,L2a,1140,50,0.03684210526315789,Schneider-Mizell2024,schneider-mizell_cell-type_2024
319,L5,L2,PTC,L2b,1320,50,0.02196969696969697,Schneider-Mizell2024,schneider-mizell_cell-type_2024
320,L5,L2,PTC,L2c,1440,50,0.05694444444444444,Schneider-Mizell2024,schneider-mizell_cell-type_2024
321,L5,L3,DTC,DTC,105,50,0.10476190476190476,Schneider-Mizell2024,schneider-mizell_cell-type_2024
322,L5,L3,DTC,ITC,231,50,0.2943722943722944,Schneider-Mizell2024,schneider-mizell_cell-type_2024
323,L5,L3,DTC,L3a,1554,50,0.3487773487773488,Schneider-Mizell2024,schneider-mizell_cell-type_2024
324,L5,L3,DTC,L3b,2016,50,0.3159722222222222,Schneider-Mizell2024,schneider-mizell_cell-type_2024
325,L5,L3,DTC,PTC,252,50,0.25,Schneider-Mizell2024,schneider-mizell_cell-type_2024
326,L5,L3,DTC,STC,105,50,0.1523809523809524,Schneider-Mizell2024,schneider-mizell_cell-type_2024
327,L5,L3,ITC,DTC,15,50,0.13333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
328,L5,L3,ITC,ITC,33,50,0.06060606060606061,Schneider-Mizell2024,schneider-mizell_cell-type_2024
329,L5,L3,ITC,L3a,222,50,0.02702702702702703,Schneider-Mizell2024,schneider-mizell_cell-type_2024
330,L5,L3,ITC,L3b,288,50,0.003472222222222222,Schneider-Mizell2024,schneider-mizell_cell-type_2024
331,L5,L3,ITC,PTC,36,50,0.027777777777777776,Schneider-Mizell2024,schneider-mizell_cell-type_2024
332,L5,L3,ITC,STC,15,50,0.13333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
333,L5,L3,PTC,DTC,100,50,0.01,Schneider-Mizell2024,schneider-mizell_cell-type_2024
334,L5,L3,PTC,ITC,220,50,0.05909090909090909,Schneider-Mizell2024,schneider-mizell_cell-type_2024
335,L5,L3,PTC,L3a,1480,50,0.11689189189189189,Schneider-Mizell2024,schneider-mizell_cell-type_2024
336,L5,L3,PTC,L3b,1920,50,0.15833333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
337,L5,L3,PTC,PTC,240,50,0.11666666666666667,Schneider-Mizell2024,schneider-mizell_cell-type_2024
338,L5,L3,PTC,STC,100,50,0.03,Schneider-Mizell2024,schneider-mizell_cell-type_2024
339,L5,L4,DTC,DTC,189,50,0.13756613756613756,Schneider-Mizell2024,schneider-mizell_cell-type_2024
340,L5,L4,DTC,ITC,252,50,0.2777777777777778,Schneider-Mizell2024,schneider-mizell_cell-type_2024
341,L5,L4,DTC,L4a,1344,50,0.25669642857142855,Schneider-Mizell2024,schneider-mizell_cell-type_2024
342,L5,L4,DTC,L4b,3192,50,0.2565789473684211,Schneider-Mizell2024,schneider-mizell_cell-type_2024
343,L5,L4,DTC,L4c,1701,50,0.2621987066431511,Schneider-Mizell2024,schneider-mizell_cell-type_2024
344,L5,L4,DTC,PTC,294,50,0.30612244897959184,Schneider-Mizell2024,schneider-mizell_cell-type_2024
345,L5,L4,DTC,STC,21,50,0.23809523809523808,Schneider-Mizell2024,schneider-mizell_cell-type_2024
346,L5,L4,ITC,DTC,27,50,0.1111111111111111,Schneider-Mizell2024,schneider-mizell_cell-type_2024
347,L5,L4,ITC,ITC,36,50,0.16666666666666666,Schneider-Mizell2024,schneider-mizell_cell-type_2024
348,L5,L4,ITC,L4c,243,50,0.00823045267489712,Schneider-Mizell2024,schneider-mizell_cell-type_2024
349,L5,L4,ITC,PTC,42,50,0.14285714285714285,Schneider-Mizell2024,schneider-mizell_cell-type_2024
350,L5,L4,PTC,DTC,180,50,0.19444444444444445,Schneider-Mizell2024,schneider-mizell_cell-type_2024
351,L5,L4,PTC,ITC,240,50,0.1,Schneider-Mizell2024,schneider-mizell_cell-type_2024
352,L5,L4,PTC,L4a,1280,50,0.33359375,Schneider-Mizell2024,schneider-mizell_cell-type_2024
353,L5,L4,PTC,L4b,3040,50,0.2519736842105263,Schneider-Mizell2024,schneider-mizell_cell-type_2024
354,L5,L4,PTC,L4c,1620,50,0.33641975308641975,Schneider-Mizell2024,schneider-mizell_cell-type_2024
355,L5,L4,PTC,PTC,280,50,0.35714285714285715,Schneider-Mizell2024,schneider-mizell_cell-type_2024
356,L5,L5,DTC,DTC,420,50,0.1,Schneider-Mizell2024,schneider-mizell_cell-type_2024
357,L5,L5,DTC,ITC,63,50,0.2698412698412698,Schneider-Mizell2024,schneider-mizell_cell-type_2024
358,L5,L5,DTC,L5ET,798,50,0.44360902255639095,Schneider-Mizell2024,schneider-mizell_cell-type_2024
359,L5,L5,DTC,L5NP,210,50,0.08571428571428572,Schneider-Mizell2024,schneider-mizell_cell-type_2024
360,L5,L5,DTC,L5a,630,50,0.3888888888888889,Schneider-Mizell2024,schneider-mizell_cell-type_2024
361,L5,L5,DTC,L5b,924,50,0.21212121212121213,Schneider-Mizell2024,schneider-mizell_cell-type_2024
362,L5,L5,DTC,PTC,420,50,0.25952380952380955,Schneider-Mizell2024,schneider-mizell_cell-type_2024
363,L5,L5,ITC,DTC,63,50,0.25396825396825395,Schneider-Mizell2024,schneider-mizell_cell-type_2024
364,L5,L5,ITC,L5ET,114,50,0.07894736842105263,Schneider-Mizell2024,schneider-mizell_cell-type_2024
365,L5,L5,ITC,L5a,90,50,0.03333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
366,L5,L5,ITC,L5b,132,50,0.007575757575757576,Schneider-Mizell2024,schneider-mizell_cell-type_2024
367,L5,L5,ITC,PTC,60,50,0.18333333333333332,Schneider-Mizell2024,schneider-mizell_cell-type_2024
368,L5,L5,PTC,DTC,420,50,0.14285714285714285,Schneider-Mizell2024,schneider-mizell_cell-type_2024
369,L5,L5,PTC,ITC,60,50,0.16666666666666666,Schneider-Mizell2024,schneider-mizell_cell-type_2024
370,L5,L5,PTC,L5ET,760,50,0.39473684210526316,Schneider-Mizell2024,schneider-mizell_cell-type_2024
371,L5,L5,PTC,L5NP,200,50,0.06,Schneider-Mizell2024,schneider-mizell_cell-type_2024
372,L5,L5,PTC,L5a,600,50,0.3616666666666667,Schneider-Mizell2024,schneider-mizell_cell-type_2024
373,L5,L5,PTC,L5b,880,50,0.38977272727272727,Schneider-Mizell2024,schneider-mizell_cell-type_2024
374,L5,L5,PTC,PTC,380,50,0.3105263157894737,Schneider-Mizell2024,schneider-mizell_cell-type_2024
375,L5,L6,DTC,DTC,315,50,0.06984126984126984,Schneider-Mizell2024,schneider-mizell_cell-type_2024
376,L5,L6,DTC,ITC,63,50,0.015873015873015872,Schneider-Mizell2024,schneider-mizell_cell-type_2024
377,L5,L6,DTC,L6short-a,1449,50,0.14009661835748793,Schneider-Mizell2024,schneider-mizell_cell-type_2024
378,L5,L6,DTC,L6short-b,1155,50,0.05714285714285714,Schneider-Mizell2024,schneider-mizell_cell-type_2024
379,L5,L6,DTC,L6tall-a,1701,50,0.10170487948265726,Schneider-Mizell2024,schneider-mizell_cell-type_2024
380,L5,L6,DTC,L6tall-b,1302,50,0.05837173579109063,Schneider-Mizell2024,schneider-mizell_cell-type_2024
381,L5,L6,DTC,L6tall-c,2205,50,0.060770975056689346,Schneider-Mizell2024,schneider-mizell_cell-type_2024
382,L5,L6,DTC,L6wm,546,50,0.01098901098901099,Schneider-Mizell2024,schneider-mizell_cell-type_2024
383,L5,L6,DTC,PTC,252,50,0.03571428571428571,Schneider-Mizell2024,schneider-mizell_cell-type_2024
384,L5,L6,ITC,DTC,45,50,0.13333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
385,L5,L6,ITC,ITC,9,50,0.1111111111111111,Schneider-Mizell2024,schneider-mizell_cell-type_2024
386,L5,L6,ITC,L6short-a,207,50,0.028985507246376812,Schneider-Mizell2024,schneider-mizell_cell-type_2024
387,L5,L6,ITC,L6short-b,165,50,0.006060606060606061,Schneider-Mizell2024,schneider-mizell_cell-type_2024
388,L5,L6,ITC,L6tall-a,243,50,0.03292181069958848,Schneider-Mizell2024,schneider-mizell_cell-type_2024
389,L5,L6,ITC,L6tall-b,186,50,0.021505376344086023,Schneider-Mizell2024,schneider-mizell_cell-type_2024
390,L5,L6,ITC,L6tall-c,315,50,0.025396825396825397,Schneider-Mizell2024,schneider-mizell_cell-type_2024
391,L5,L6,ITC,PTC,36,50,0.19444444444444445,Schneider-Mizell2024,schneider-mizell_cell-type_2024
392,L5,L6,ITC,STC,18,50,0.05555555555555555,Schneider-Mizell2024,schneider-mizell_cell-type_2024
393,L5,L6,PTC,DTC,300,50,0.02666666666666667,Schneider-Mizell2024,schneider-mizell_cell-type_2024
394,L5,L6,PTC,ITC,60,50,0.03333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
395,L5,L6,PTC,L6short-a,1380,50,0.1492753623188406,Schneider-Mizell2024,schneider-mizell_cell-type_2024
396,L5,L6,PTC,L6short-b,1100,50,0.05272727272727273,Schneider-Mizell2024,schneider-mizell_cell-type_2024
397,L5,L6,PTC,L6tall-a,1620,50,0.10493827160493827,Schneider-Mizell2024,schneider-mizell_cell-type_2024
398,L5,L6,PTC,L6tall-b,1240,50,0.03870967741935484,Schneider-Mizell2024,schneider-mizell_cell-type_2024
399,L5,L6,PTC,L6tall-c,2100,50,0.01619047619047619,Schneider-Mizell2024,schneider-mizell_cell-type_2024
400,L5,L6,PTC,L6wm,520,50,0.0019230769230769232,Schneider-Mizell2024,schneider-mizell_cell-type_2024
401,L5,L6,PTC,PTC,240,50,0.12916666666666668,Schneider-Mizell2024,schneider-mizell_cell-type_2024
402,L5,L6,PTC,STC,120,50,0.008333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
403,L6,L1,DTC,STC,135,50,0.007407407407407408,Schneider-Mizell2024,schneider-mizell_cell-type_2024
404,L6,L2,DTC,DTC,45,50,0.022222222222222223,Schneider-Mizell2024,schneider-mizell_cell-type_2024
405,L6,L2,DTC,L2a,855,50,0.06900584795321638,Schneider-Mizell2024,schneider-mizell_cell-type_2024
406,L6,L2,DTC,L2b,990,50,0.029292929292929294,Schneider-Mizell2024,schneider-mizell_cell-type_2024
407,L6,L2,DTC,L2c,1080,50,0.06481481481481481,Schneider-Mizell2024,schneider-mizell_cell-type_2024
408,L6,L3,DTC,DTC,75,50,0.04,Schneider-Mizell2024,schneider-mizell_cell-type_2024
409,L6,L3,DTC,ITC,165,50,0.04242424242424243,Schneider-Mizell2024,schneider-mizell_cell-type_2024
410,L6,L3,DTC,L3a,1110,50,0.08648648648648649,Schneider-Mizell2024,schneider-mizell_cell-type_2024
411,L6,L3,DTC,L3b,1440,50,0.04097222222222222,Schneider-Mizell2024,schneider-mizell_cell-type_2024
412,L6,L3,DTC,PTC,180,50,0.022222222222222223,Schneider-Mizell2024,schneider-mizell_cell-type_2024
413,L6,L3,DTC,STC,75,50,0.02666666666666667,Schneider-Mizell2024,schneider-mizell_cell-type_2024
414,L6,L3,ITC,ITC,33,50,0.030303030303030304,Schneider-Mizell2024,schneider-mizell_cell-type_2024
415,L6,L3,ITC,PTC,36,50,0.027777777777777776,Schneider-Mizell2024,schneider-mizell_cell-type_2024
416,L6,L3,PTC,ITC,132,50,0.015151515151515152,Schneider-Mizell2024,schneider-mizell_cell-type_2024
417,L6,L3,PTC,L3a,888,50,0.010135135135135136,Schneider-Mizell2024,schneider-mizell_cell-type_2024
418,L6,L3,PTC,L3b,1152,50,0.0390625,Schneider-Mizell2024,schneider-mizell_cell-type_2024
419,L6,L3,PTC,PTC,144,50,0.013888888888888888,Schneider-Mizell2024,schneider-mizell_cell-type_2024
420,L6,L3,STC,L3a,444,50,0.01126126126126126,Schneider-Mizell2024,schneider-mizell_cell-type_2024
421,L6,L3,STC,L3b,576,50,0.012152777777777778,Schneider-Mizell2024,schneider-mizell_cell-type_2024
422,L6,L3,STC,PTC,72,50,0.013888888888888888,Schneider-Mizell2024,schneider-mizell_cell-type_2024
423,L6,L4,DTC,DTC,135,50,0.014814814814814815,Schneider-Mizell2024,schneider-mizell_cell-type_2024
424,L6,L4,DTC,ITC,180,50,0.09444444444444444,Schneider-Mizell2024,schneider-mizell_cell-type_2024
425,L6,L4,DTC,L4a,960,50,0.046875,Schneider-Mizell2024,schneider-mizell_cell-type_2024
426,L6,L4,DTC,L4b,2280,50,0.021052631578947368,Schneider-Mizell2024,schneider-mizell_cell-type_2024
427,L6,L4,DTC,L4c,1215,50,0.0345679012345679,Schneider-Mizell2024,schneider-mizell_cell-type_2024
428,L6,L4,DTC,PTC,210,50,0.04285714285714286,Schneider-Mizell2024,schneider-mizell_cell-type_2024
429,L6,L4,ITC,DTC,27,50,0.07407407407407407,Schneider-Mizell2024,schneider-mizell_cell-type_2024
430,L6,L4,ITC,ITC,36,50,0.08333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
431,L6,L4,ITC,L4b,456,50,0.0043859649122807015,Schneider-Mizell2024,schneider-mizell_cell-type_2024
432,L6,L4,ITC,PTC,42,50,0.2857142857142857,Schneider-Mizell2024,schneider-mizell_cell-type_2024
433,L6,L4,PTC,DTC,108,50,0.018518518518518517,Schneider-Mizell2024,schneider-mizell_cell-type_2024
434,L6,L4,PTC,ITC,144,50,0.0625,Schneider-Mizell2024,schneider-mizell_cell-type_2024
435,L6,L4,PTC,L4a,768,50,0.06510416666666667,Schneider-Mizell2024,schneider-mizell_cell-type_2024
436,L6,L4,PTC,L4b,1824,50,0.03234649122807018,Schneider-Mizell2024,schneider-mizell_cell-type_2024
437,L6,L4,PTC,L4c,972,50,0.04526748971193416,Schneider-Mizell2024,schneider-mizell_cell-type_2024
438,L6,L4,PTC,PTC,168,50,0.06547619047619048,Schneider-Mizell2024,schneider-mizell_cell-type_2024
439,L6,L4,STC,DTC,54,50,0.018518518518518517,Schneider-Mizell2024,schneider-mizell_cell-type_2024
440,L6,L4,STC,ITC,72,50,0.027777777777777776,Schneider-Mizell2024,schneider-mizell_cell-type_2024
441,L6,L4,STC,L4a,384,50,0.0026041666666666665,Schneider-Mizell2024,schneider-mizell_cell-type_2024
442,L6,L4,STC,L4b,912,50,0.003289473684210526,Schneider-Mizell2024,schneider-mizell_cell-type_2024
443,L6,L4,STC,PTC,84,50,0.011904761904761904,Schneider-Mizell2024,schneider-mizell_cell-type_2024
444,L6,L4,STC,STC,6,50,0.16666666666666666,Schneider-Mizell2024,schneider-mizell_cell-type_2024
445,L6,L5,DTC,DTC,315,50,0.02857142857142857,Schneider-Mizell2024,schneider-mizell_cell-type_2024
446,L6,L5,DTC,ITC,45,50,0.2,Schneider-Mizell2024,schneider-mizell_cell-type_2024
447,L6,L5,DTC,L5ET,570,50,0.1736842105263158,Schneider-Mizell2024,schneider-mizell_cell-type_2024
448,L6,L5,DTC,L5NP,150,50,0.18,Schneider-Mizell2024,schneider-mizell_cell-type_2024
449,L6,L5,DTC,L5a,450,50,0.04888888888888889,Schneider-Mizell2024,schneider-mizell_cell-type_2024
450,L6,L5,DTC,L5b,660,50,0.04090909090909091,Schneider-Mizell2024,schneider-mizell_cell-type_2024
451,L6,L5,DTC,PTC,300,50,0.07333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
452,L6,L5,ITC,DTC,63,50,0.14285714285714285,Schneider-Mizell2024,schneider-mizell_cell-type_2024
453,L6,L5,ITC,L5b,132,50,0.022727272727272728,Schneider-Mizell2024,schneider-mizell_cell-type_2024
454,L6,L5,ITC,PTC,60,50,0.15,Schneider-Mizell2024,schneider-mizell_cell-type_2024
455,L6,L5,PTC,DTC,252,50,0.12301587301587301,Schneider-Mizell2024,schneider-mizell_cell-type_2024
456,L6,L5,PTC,ITC,36,50,0.08333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
457,L6,L5,PTC,L5ET,456,50,0.24780701754385964,Schneider-Mizell2024,schneider-mizell_cell-type_2024
458,L6,L5,PTC,L5NP,120,50,0.05,Schneider-Mizell2024,schneider-mizell_cell-type_2024
459,L6,L5,PTC,L5a,360,50,0.07222222222222222,Schneider-Mizell2024,schneider-mizell_cell-type_2024
460,L6,L5,PTC,L5b,528,50,0.09090909090909091,Schneider-Mizell2024,schneider-mizell_cell-type_2024
461,L6,L5,PTC,PTC,240,50,0.1375,Schneider-Mizell2024,schneider-mizell_cell-type_2024
462,L6,L5,STC,DTC,126,50,0.023809523809523808,Schneider-Mizell2024,schneider-mizell_cell-type_2024
463,L6,L5,STC,ITC,18,50,0.2222222222222222,Schneider-Mizell2024,schneider-mizell_cell-type_2024
464,L6,L5,STC,L5ET,228,50,0.013157894736842105,Schneider-Mizell2024,schneider-mizell_cell-type_2024
465,L6,L5,STC,L5NP,60,50,0.18333333333333332,Schneider-Mizell2024,schneider-mizell_cell-type_2024
466,L6,L5,STC,L5b,264,50,0.003787878787878788,Schneider-Mizell2024,schneider-mizell_cell-type_2024
467,L6,L5,STC,PTC,120,50,0.06666666666666667,Schneider-Mizell2024,schneider-mizell_cell-type_2024
468,L6,L6,DTC,DTC,210,50,0.08571428571428572,Schneider-Mizell2024,schneider-mizell_cell-type_2024
469,L6,L6,DTC,ITC,45,50,0.1111111111111111,Schneider-Mizell2024,schneider-mizell_cell-type_2024
470,L6,L6,DTC,L6short-a,1035,50,0.13429951690821257,Schneider-Mizell2024,schneider-mizell_cell-type_2024
471,L6,L6,DTC,L6short-b,825,50,0.15272727272727274,Schneider-Mizell2024,schneider-mizell_cell-type_2024
472,L6,L6,DTC,L6tall-a,1215,50,0.16707818930041152,Schneider-Mizell2024,schneider-mizell_cell-type_2024
473,L6,L6,DTC,L6tall-b,930,50,0.16559139784946236,Schneider-Mizell2024,schneider-mizell_cell-type_2024
474,L6,L6,DTC,L6tall-c,1575,50,0.1796825396825397,Schneider-Mizell2024,schneider-mizell_cell-type_2024
475,L6,L6,DTC,L6wm,390,50,0.08974358974358974,Schneider-Mizell2024,schneider-mizell_cell-type_2024
476,L6,L6,DTC,PTC,180,50,0.14444444444444443,Schneider-Mizell2024,schneider-mizell_cell-type_2024
477,L6,L6,DTC,STC,90,50,0.08888888888888889,Schneider-Mizell2024,schneider-mizell_cell-type_2024
478,L6,L6,ITC,DTC,45,50,0.13333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
479,L6,L6,ITC,ITC,6,50,0.16666666666666666,Schneider-Mizell2024,schneider-mizell_cell-type_2024
480,L6,L6,ITC,L6short-a,207,50,0.014492753623188406,Schneider-Mizell2024,schneider-mizell_cell-type_2024
481,L6,L6,ITC,L6short-b,165,50,0.006060606060606061,Schneider-Mizell2024,schneider-mizell_cell-type_2024
