,species,region,Horizontal interesomatic distance (um),Vertical interesomatic distance (um),Presynaptic layer,Presynaptic gene expression,Presynaptic synapse class,Presynaptic gid,Postsynaptic layer,Postsynaptic gene expression,Postsynaptic synapse class,Postsynaptic gid,dataset,notes,connected,Stimulus pulse frequency (Hz),Number of pulses,Interburst interval,Number of bursts,Paired pulse difference,stp induction,stp recovery,Holding potential (mV),minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um)
99,mouse,VISp,24.597919627386315,25.14139390934103,L6a,Pvalb,INH,10460,L6a,,EXC,10461,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.10418686733805438,-0.1683339282657491,-0.08733572077987338,-55.0,0.0,25.0,25.0,50.0
100,mouse,VISp,24.597919627386315,25.14139390934103,L6a,,EXC,10461,L6a,Pvalb,INH,10460,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.10680795586504266,0.03338214235699764,0.01618738753859542,-70.0,0.0,25.0,25.0,50.0
101,mouse,VISp,94.16846298544571,20.3028020876136,L6a,Ntsr1,EXC,10490,L6a,,EXC,10493,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.0038190699284312906,0.02301360671384815,0.5828568982323032,-70.0,75.0,100.0,0.0,25.0
102,mouse,VISp,14.337886077482235,4.852877669912098,L6a,Ntsr1,EXC,10495,L6a,Sst,INH,10494,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.41902185863641084,0.3997526737421453,,-70.0,0.0,25.0,0.0,25.0
103,mouse,VISp,29.772726252556016,62.011138128487595,L6a,Ntsr1,EXC,10496,L6a,,EXC,10493,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.046361975175769274,0.24385198133933395,0.05562472732940854,-70.0,25.0,50.0,50.0,75.0
104,mouse,VISp,0.07224039638872086,37.03379230075067,L6a,Ntsr1,EXC,10496,L6a,Sst,INH,10494,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.0778454956938002,0.34901039933827693,0.04088118168267808,-70.0,0.0,25.0,25.0,50.0
105,mouse,VISp,65.36391441520044,34.7787630161329,L4,Sim1,EXC,10556,L5,Sim1,EXC,10560,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.0999604027787757,0.06111288174191847,-0.11215022602343513,-70.0,50.0,75.0,25.0,50.0
106,mouse,VISp,101.54332564276649,17.312734207428434,L5,Tlx3,EXC,10632,L5,Sst,INH,10627,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.042391879118691314,0.10206532067101423,0.0708834672939237,-70.0,100.0,125.0,0.0,25.0
107,mouse,VISp,41.25984307983231,0.6503856990837458,L5,Tlx3,EXC,10694,L5,Pvalb,INH,10695,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.028592861865423782,0.04410574391577152,-0.08166130761422422,-70.0,25.0,50.0,0.0,25.0
108,mouse,VISp,9.81537918637675,16.4750512714722,L5,Tlx3,EXC,10764,L5,Tlx3,EXC,10765,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.12941287924914135,-0.10534075951668613,0.3330187001108378,-70.0,0.0,25.0,0.0,25.0
109,mouse,VISp,7.884807520130079,133.20875744327225,L23,,EXC,10800,L23,Pvalb,INH,10797,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.1303049560469871,-0.3334075579347229,0.01808360502189308,-70.0,0.0,25.0,125.0,150.0
110,mouse,VISp,133.08173377349013,104.45684982389561,L23,Pvalb,INH,10802,L23,Pvalb,INH,10797,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.0927633216261284,-0.34523877395592695,-0.1375715609216739,-55.0,125.0,150.0,100.0,125.0
111,mouse,VISp,112.79483454139643,96.88226758591595,L23,,EXC,10987,L23,Vip,INH,10989,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.06543943318119971,0.10736779663334182,-0.03262630753780528,-70.0,100.0,125.0,75.0,100.0
112,mouse,VISp,26.865428972255394,155.47986692194812,L23,,EXC,11025,L23,Sst,INH,11028,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.13896369976535933,0.005234513597050485,-0.05685710036482743,-70.0,25.0,50.0,150.0,175.0
113,mouse,VISp,88.84367738858984,8.759567200053125,L23,,EXC,11026,L23,Vip,INH,11032,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.044723065129339025,0.031249420608819363,,-70.0,75.0,100.0,0.0,25.0
114,mouse,VISp,26.865428972255394,155.47986692194812,L23,Sst,INH,11028,L23,,EXC,11025,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,,,0.0875531904378661,-55.0,25.0,50.0,150.0,175.0
115,mouse,VISp,24.26084570765543,80.46555053219573,L23,Sst,INH,11028,L23,,EXC,11026,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.6199308747879846,-0.061791144247809654,-0.09666700513929397,-55.0,0.0,25.0,75.0,100.0
116,mouse,VISp,98.71223292815326,59.045419084531744,L23,Vip,INH,11032,L23,Vip,INH,11027,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,,,0.5934620134978843,-55.0,75.0,100.0,50.0,75.0
117,mouse,VISp,149.5501933398434,75.64310094453717,L23,,EXC,11045,L23,Sst,INH,11042,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.10049245504860589,0.12443647437949726,-0.23700177384891508,-70.0,125.0,150.0,75.0,100.0
118,mouse,VISp,33.87982291343648,32.77528965370464,L23,,EXC,11066,L23,Vip,INH,11064,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.002684664791542952,0.02795749099248426,0.03727888317917889,-70.0,25.0,50.0,25.0,50.0
119,mouse,VISp,23.25647192755155,26.736633147294437,L23,Pvalb,INH,11177,L23,,EXC,11179,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.27718907788552166,-0.36216531013673103,-0.2938227966914026,-55.0,0.0,25.0,25.0,50.0
120,mouse,VISp,0.4532885072021364,45.92718140741099,L23,,EXC,11232,L23,Pvalb,INH,11233,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.04425945616488215,-0.004897233206883886,-0.018886646814561266,-70.0,0.0,25.0,25.0,50.0
121,mouse,VISp,79.76445102925186,140.4806768095955,L4,Pvalb,INH,11258,L23,,EXC,11260,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2116736685445687,-0.5071628665967132,-0.06921489967907786,-55.0,75.0,100.0,125.0,150.0
122,mouse,VISp,103.720949161171,39.48310175639395,L23,,EXC,11400,L23,Sst,INH,11405,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.07093621379773055,0.2794931741458191,0.11317959035677178,-70.0,100.0,125.0,25.0,50.0
123,mouse,VISp,48.03095935041175,101.25514226590707,L23,Pvalb,INH,11404,L23,,EXC,11400,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3710779557530988,-0.6744512289449107,-0.3245912438136646,-55.0,25.0,50.0,100.0,125.0
124,mouse,VISp,38.638910973939986,52.356909441619436,L23,Pvalb,INH,11404,L23,Pvalb,INH,11403,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3694533982677616,-0.4249971368791135,-0.2169803200932818,-55.0,25.0,50.0,50.0,75.0
125,mouse,VISp,103.720949161171,39.48310175639395,L23,Sst,INH,11405,L23,,EXC,11400,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.10407393538831644,-0.36699686331438214,0.07189237445043137,-55.0,100.0,125.0,25.0,50.0
126,mouse,VISp,34.67434333181694,79.67467189193377,L23,,EXC,11410,L4,Sst,INH,11408,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4340347311636039,-0.2706394065379515,-0.08341124440650255,-70.0,25.0,50.0,75.0,100.0
127,mouse,VISp,145.67926648795813,13.189734092107114,L23,Pvalb,INH,11433,L23,Pvalb,INH,11437,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.26152514265139526,-0.5257647509134998,0.018956408460586056,-55.0,125.0,150.0,0.0,25.0
128,mouse,VISp,37.64614153975787,53.9774268158322,L23,,EXC,11434,L23,Pvalb,INH,11433,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.08387060696689613,0.15582722247390327,0.11986940927536265,-70.0,25.0,50.0,50.0,75.0
129,mouse,VISp,106.14726375948226,41.014302457251596,L23,,EXC,11434,L23,Pvalb,INH,11437,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.09398788565464788,0.01255705393346341,0.007120578052261378,-70.0,100.0,125.0,25.0,50.0
130,mouse,VISp,145.67926648795813,13.189734092107114,L23,Pvalb,INH,11437,L23,Pvalb,INH,11433,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.22427497682777192,-0.5174396967538926,-0.06513518935798912,-55.0,125.0,150.0,0.0,25.0
131,mouse,VISp,106.14726375948226,41.014302457251596,L23,Pvalb,INH,11437,L23,,EXC,11434,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.027829245597621975,-0.37415477959637844,-0.15422171286030595,-55.0,100.0,125.0,25.0,50.0
132,mouse,VISp,121.06616913245367,43.154834911885764,L23,Pvalb,INH,11439,L23,Pvalb,INH,11433,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2541774805917227,-0.12105674338925737,-0.027661253099707822,-55.0,100.0,125.0,25.0,50.0
133,mouse,VISp,80.81597155136276,97.02288388034697,L23,Pvalb,INH,11439,L23,,EXC,11434,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.18172236800290456,-0.4848023489335279,-0.11289958965107569,-55.0,75.0,100.0,75.0,100.0
134,mouse,VISp,28.49670724355638,43.964746096446994,L6a,Sst,INH,11468,L6a,,EXC,11469,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.32179499654798593,-0.19682180228774726,0.1607565272887533,-55.0,25.0,50.0,25.0,50.0
135,mouse,VISp,99.92832955472215,7.0080460474276824,L4,,EXC,11479,L4,Pvalb,INH,11481,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.11249936589499843,0.16808179018109268,0.025941872132063667,-70.0,75.0,100.0,0.0,25.0
136,mouse,VISp,53.52711169359249,6.586183279537218,L4,Pvalb,INH,11481,L4,Pvalb,INH,11480,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3324130363694237,-0.6228062787085871,-0.19180824250585157,-55.0,50.0,75.0,0.0,25.0
137,mouse,VISp,2.2627155449736955,66.95820521939439,L6a,Sst,INH,11550,L6a,,EXC,11554,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.11718752712746221,0.27335731740096664,-0.06528273935831132,-55.0,0.0,25.0,50.0,75.0
138,mouse,VISp,52.82937743441521,4.976733064179625,L6a,Ntsr1,EXC,11594,L6a,Sst,INH,11596,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.08749520928436194,0.05808340843165261,-0.4678382644592603,-70.0,50.0,75.0,0.0,25.0
139,mouse,VISp,10.665218926046142,6.412776358919357,L6a,Ntsr1,EXC,11595,L6a,Sst,INH,11596,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.0033541905985202086,0.04363868850440351,0.034318981514952905,-70.0,0.0,25.0,0.0,25.0
140,mouse,VISp,3.5853883443400063,104.14039749396143,L4,Tlx3,EXC,11654,L4,Vip,INH,11656,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.02228234323658912,0.08800071361256563,0.07467760033857845,-70.0,0.0,25.0,100.0,125.0
141,mouse,VISp,23.939200572802942,46.60896011868434,L23,,EXC,11659,L23,Pvalb,INH,11657,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.03770268220620875,-0.4003410477797818,-0.13253209087301887,-70.0,0.0,25.0,25.0,50.0
142,mouse,VISp,73.27580404640307,0.33114337253569526,L23,,EXC,11659,L23,Vip,INH,11660,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.1093628282765205,0.1637715899642284,0.0366776952577331,-70.0,50.0,75.0,0.0,25.0
143,mouse,VISp,71.45022626368676,76.98212160494114,L5,Tlx3,EXC,11711,L4,Vip,INH,11705,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.07387652785740002,0.3212902928559803,-0.046179000568246,-70.0,50.0,75.0,75.0,100.0
144,mouse,VISp,134.75452543134793,63.86582739511192,L5,Pvalb,INH,11765,L5,Sim1,EXC,11768,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.431407510310879,-0.7218459826485305,,-55.0,125.0,150.0,50.0,75.0
145,mouse,VISp,66.65855369044033,38.699749078627484,L5,Sim1,EXC,11766,L5,Pvalb,INH,11765,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.26404578130916984,-0.6933855939336209,-0.26805348301136356,-70.0,50.0,75.0,25.0,50.0
146,mouse,VISp,57.97542213126815,155.475346873777,L23,Pvalb,INH,11805,L5,Tlx3,EXC,11809,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.02827829589586736,-0.5106873350683142,-0.039774714065705805,-55.0,50.0,75.0,150.0,175.0
147,mouse,VISp,10.464581482025618,72.05859617135236,L4,Pvalb,INH,11806,L5,Tlx3,EXC,11809,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.016930666170709718,-0.0880965708188991,-0.21343034752630272,-55.0,0.0,25.0,50.0,75.0
148,mouse,VISp,56.3591470303194,323.8758118029422,L5,Tlx3,EXC,11820,L23,Pvalb,INH,11824,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.08037772902039525,-0.49132985278118474,-0.06146088707780923,-70.0,50.0,75.0,300.0,325.0
149,mouse,VISp,98.2409082713756,31.051168570363505,L23,,EXC,11907,L23,Vip,INH,11908,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.004595311328993932,-0.0031026884494246734,-0.07783155144208467,-70.0,75.0,100.0,25.0,50.0
150,mouse,VISp,17.187608421032746,25.791959653451176,L23,,EXC,11913,L23,,EXC,11907,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.42299286321542606,-0.25025453955086324,0.15171357567129842,-70.0,0.0,25.0,25.0,50.0
151,mouse,VISp,59.19728591793037,82.77771057459114,L23,,EXC,11913,L23,Pvalb,INH,11914,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.4850478420290359,-0.0359921861934417,0.04505402024102703,-70.0,50.0,75.0,75.0,100.0
152,mouse,VISp,116.78042755353121,28.402613304669305,L6a,,EXC,11924,L6a,Pvalb,INH,11925,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.14611090700070617,0.05752770347227872,0.027130188560169077,-70.0,100.0,125.0,25.0,50.0
153,mouse,VISp,37.3045133171247,59.88356570155482,L6a,Ntsr1,EXC,12069,L6a,Pvalb,INH,12070,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.1390345930725467,-0.008421609553061999,0.033661078104724865,-70.0,25.0,50.0,50.0,75.0
154,mouse,VISp,136.23449104986213,19.385237069354048,L23,Pvalb,INH,12091,L23,,,12094,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.03714337878394278,0.011438210482306988,-0.25246253341370006,-55.0,125.0,150.0,0.0,25.0
155,mouse,VISp,34.06849263879479,172.184644844714,L4,Pvalb,INH,12097,L5,Pvalb,INH,12098,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.1409989241197192,-0.5610244283332395,-0.14009579045305637,-55.0,25.0,50.0,150.0,175.0
156,mouse,VISp,34.06849263879479,172.184644844714,L5,Pvalb,INH,12098,L4,Pvalb,INH,12097,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.426462872521753,-0.8198609110319742,-0.07374727758079545,-55.0,25.0,50.0,150.0,175.0
157,mouse,VISp,57.088582598531445,4.330128103257705,L23,Sst,INH,12204,L23,,EXC,12209,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.30094345262903177,0.09470792684537657,-0.21227211785272776,-55.0,50.0,75.0,0.0,25.0
158,mouse,VISp,57.088582598531445,4.330128103257705,L23,,EXC,12209,L23,Sst,INH,12204,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.04600421923699184,0.07554882474785297,-0.07182145686215702,-70.0,50.0,75.0,0.0,25.0
159,mouse,VISp,14.036961436896032,117.66881092906085,L5,Pvalb,INH,12213,L6a,Sst,INH,12214,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.17721403705168348,-0.25674454442731925,0.06896885724491493,-55.0,0.0,25.0,100.0,125.0
160,mouse,VISp,3.5290662973912226,41.548795416096,L5,Pvalb,INH,12263,L5,Sim1,EXC,12264,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.23943696123025637,-0.3318634393229024,0.08461732095608582,-55.0,0.0,25.0,25.0,50.0
161,mouse,VISp,233.29591207645913,39.11002329918979,L6a,Sst,INH,12325,L5,Ntsr1,EXC,12328,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.14665345944377364,-0.354142601424915,-0.34909604816818307,-55.0,225.0,250.0,25.0,50.0
162,mouse,VISp,61.69325016870958,39.52502565958678,L23,,EXC,12329,L23,Sst,INH,12335,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.019304680054598743,0.15727570128355473,0.26317749668691354,-70.0,50.0,75.0,25.0,50.0
163,mouse,VISp,16.00398478611695,33.54661384917587,L23,,EXC,12334,L23,Sst,INH,12335,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.04067653449492612,0.055469018673101674,0.09400032816336676,-70.0,0.0,25.0,25.0,50.0
164,mouse,VISp,61.69325016870958,39.52502565958678,L23,Sst,INH,12335,L23,,EXC,12329,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.14257697676821662,0.010373135388025595,0.1253324110283892,-55.0,50.0,75.0,25.0,50.0
165,mouse,VISp,3.1379586092989467,87.7300152885329,L4,,EXC,12416,L5,,INH,12415,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.07555237545498741,-0.43590233092813624,-0.33165174738974273,-70.0,0.0,25.0,75.0,100.0
166,mouse,VISp,22.174613242052978,389.24361958677673,L23,Pvalb,INH,12464,L5,Sim1,EXC,12466,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2532982418992227,-0.30251321478116655,0.02913436265472523,-55.0,0.0,25.0,375.0,400.0
167,mouse,VISp,50.95719936017914,27.4929874261967,L23,Pvalb,INH,12474,L23,Pvalb,INH,12476,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.36670401365304706,-0.6890481317738468,-0.1393822799743693,-55.0,50.0,75.0,25.0,50.0
168,mouse,VISp,140.8134496812639,22.908253087314208,L23,Pvalb,INH,12474,L23,Pvalb,INH,12477,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.34126528548879914,-0.18141511847104833,0.2733690486895098,-55.0,125.0,150.0,0.0,25.0
169,mouse,VISp,88.55999782153975,50.42235601247659,L23,Pvalb,INH,12476,L23,Pvalb,INH,12477,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.5170309015073425,-0.5618392808582638,-0.06673600402976784,-55.0,75.0,100.0,50.0,75.0
170,mouse,VISp,88.55999782153975,50.42235601247659,L23,Pvalb,INH,12477,L23,Pvalb,INH,12476,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.40608300024920146,-0.6111415697535122,-0.20618159556338167,-55.0,75.0,100.0,50.0,75.0
171,mouse,VISp,91.72412638954599,57.10556550612693,L23,Pvalb,INH,12482,L23,,EXC,12487,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.256867304917705,-0.6263049880489691,-0.01963316499350854,-55.0,75.0,100.0,50.0,75.0
172,mouse,VISp,91.72412638954599,57.10556550612693,L23,,EXC,12487,L23,Pvalb,INH,12482,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3318036880081716,-0.5078632101219033,-0.2041005643539331,-70.0,75.0,100.0,50.0,75.0
173,mouse,VISp,42.99853286423293,30.064536583381578,L4,Pvalb,INH,12515,L4,Pvalb,INH,12514,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,1.0640102015087283,0.31246617239540675,,-55.0,25.0,50.0,25.0,50.0
