firing rate (Hz),region,spiking class,citation,dataset
5.12994080312081,grey,RS,siegle_survey_2019,Siegle2019
4.89581891676436,grey,RS,siegle_survey_2019,Siegle2019
6.55801315857172,CA1,RS,siegle_survey_2019,Siegle2019
2.63135841864216,CA1,RS,siegle_survey_2019,Siegle2019
6.23877902945127,grey,RS,siegle_survey_2019,Siegle2019
7.60371977181536,grey,RS,siegle_survey_2019,Siegle2019
1.42444050187541,CA3,RS,siegle_survey_2019,Siegle2019
2.28753944942433,VISl,RS,siegle_survey_2019,Siegle2019
1.2860359178819,grey,RS,siegle_survey_2019,Siegle2019
8.3942333919491,grey,RS,siegle_survey_2019,Siegle2019
4.09685702833261,VISl,RS,siegle_survey_2019,Siegle2019
10.8690974318646,CA3,FS,siegle_survey_2019,Siegle2019
9.24843447755774,grey,RS,siegle_survey_2019,Siegle2019
4.50823958072806,VISl,RS,siegle_survey_2019,Siegle2019
1.93440850090177,VISl,RS,siegle_survey_2019,Siegle2019
1.43228588350359,VISl,RS,siegle_survey_2019,Siegle2019
6.69000190431158,grey,RS,siegle_survey_2019,Siegle2019
8.56072257160652,grey,RS,siegle_survey_2019,Siegle2019
3.27098793044012,VISl,RS,siegle_survey_2019,Siegle2019
0.729852244617088,VISl,RS,siegle_survey_2019,Siegle2019
2.68981695538849,VISl,RS,siegle_survey_2019,Siegle2019
1.19788795681751,grey,RS,siegle_survey_2019,Siegle2019
4.26649658092996,grey,RS,siegle_survey_2019,Siegle2019
4.95161589979105,grey,RS,siegle_survey_2019,Siegle2019
1.19213917674809,grey,RS,siegle_survey_2019,Siegle2019
16.6138618128608,CA1,FS,siegle_survey_2019,Siegle2019
2.1112676607878,grey,RS,siegle_survey_2019,Siegle2019
1.28085074370164,grey,RS,siegle_survey_2019,Siegle2019
7.94086881470999,grey,RS,siegle_survey_2019,Siegle2019
0.131432893351766,grey,FS,siegle_survey_2019,Siegle2019
0.743396167800082,grey,FS,siegle_survey_2019,Siegle2019
0.130574643139604,CA3,RS,siegle_survey_2019,Siegle2019
6.4331068424528,PO,RS,siegle_survey_2019,Siegle2019
4.90677920783668,CA1,RS,siegle_survey_2019,Siegle2019
12.2030239346587,PO,RS,siegle_survey_2019,Siegle2019
4.04065657295515,PO,RS,siegle_survey_2019,Siegle2019
0.732028394053253,CA1,RS,siegle_survey_2019,Siegle2019
16.7527202534132,CA1,FS,siegle_survey_2019,Siegle2019
0.449193893659337,VISp,RS,siegle_survey_2019,Siegle2019
1.03982679419452,VIS,RS,siegle_survey_2019,Siegle2019
0.929572655225943,VIS,RS,siegle_survey_2019,Siegle2019
30.0809818665112,VIS,FS,siegle_survey_2019,Siegle2019
3.64778706066199,VIS,RS,siegle_survey_2019,Siegle2019
28.6114446758181,PO,RS,siegle_survey_2019,Siegle2019
0.810052334054159,VIS,RS,siegle_survey_2019,Siegle2019
0.668493631976497,VPM,RS,siegle_survey_2019,Siegle2019
2.56310657290412,VIS,RS,siegle_survey_2019,Siegle2019
0.0699663902589882,VIS,RS,siegle_survey_2019,Siegle2019
0.577592023999824,VIS,RS,siegle_survey_2019,Siegle2019
2.45386442531023,LGd,FS,siegle_survey_2019,Siegle2019
18.3564150622365,VPM,RS,siegle_survey_2019,Siegle2019
9.91607509595969,VPM,RS,siegle_survey_2019,Siegle2019
0.361496817306272,VISp,RS,siegle_survey_2019,Siegle2019
18.8614324616604,LGd,RS,siegle_survey_2019,Siegle2019
16.2713220735126,DG,FS,siegle_survey_2019,Siegle2019
0.763911422165452,grey,FS,siegle_survey_2019,Siegle2019
3.15061893414842,CA1,RS,siegle_survey_2019,Siegle2019
0.890011310279627,grey,RS,siegle_survey_2019,Siegle2019
0.224353912689285,VISrl,RS,siegle_survey_2019,Siegle2019
23.1251616181562,CA3,FS,siegle_survey_2019,Siegle2019
2.15791262200357,VISrl,RS,siegle_survey_2019,Siegle2019
0.0905105409691374,VISrl,RS,siegle_survey_2019,Siegle2019
16.639913359397,CA1,FS,siegle_survey_2019,Siegle2019
0.142364455944567,VISrl,RS,siegle_survey_2019,Siegle2019
0.371649764132422,CA1,FS,siegle_survey_2019,Siegle2019
2.21253597949771,grey,RS,siegle_survey_2019,Siegle2019
1.53836666665572,grey,RS,siegle_survey_2019,Siegle2019
2.99671983980251,DG,FS,siegle_survey_2019,Siegle2019
11.546930730379,VISrl,RS,siegle_survey_2019,Siegle2019
4.14571991522906,CA1,RS,siegle_survey_2019,Siegle2019
12.249620471205,VISrl,FS,siegle_survey_2019,Siegle2019
2.0197896695751,VISrl,FS,siegle_survey_2019,Siegle2019
0.321956282190235,VISrl,RS,siegle_survey_2019,Siegle2019
2.68834015416193,VISrl,RS,siegle_survey_2019,Siegle2019
0.143790994450535,grey,RS,siegle_survey_2019,Siegle2019
2.92962544023346,VISrl,RS,siegle_survey_2019,Siegle2019
0.0691482287660467,grey,RS,siegle_survey_2019,Siegle2019
0.550697737938891,grey,RS,siegle_survey_2019,Siegle2019
3.41936907775306,VISrl,RS,siegle_survey_2019,Siegle2019
