ecephys_unit_id,receptive field area (degrees),region,layer,spiking class,citation,dataset
951069906,700.0,LGv,,FS,siegle_survey_2019,Siegle2019
951070769,2000.0,TH,,FS,siegle_survey_2019,Siegle2019
951070797,2400.0,POL,,FS,siegle_survey_2019,Siegle2019
951070823,700.0,POL,,FS,siegle_survey_2019,Siegle2019
951070940,3000.0,POL,,FS,siegle_survey_2019,Siegle2019
951070998,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951071012,200.0,LP,,FS,siegle_survey_2019,Siegle2019
951071052,1600.0,LP,,FS,siegle_survey_2019,Siegle2019
951071206,200.0,LP,,FS,siegle_survey_2019,Siegle2019
951071281,400.0,LP,,FS,siegle_survey_2019,Siegle2019
951071400,600.0,LP,,FS,siegle_survey_2019,Siegle2019
951071440,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951071524,800.0,LP,,FS,siegle_survey_2019,Siegle2019
951071547,600.0,LP,,FS,siegle_survey_2019,Siegle2019
951071631,200.0,DG,,FS,siegle_survey_2019,Siegle2019
951071757,1400.0,DG,,FS,siegle_survey_2019,Siegle2019
951071769,200.0,DG,,RS,siegle_survey_2019,Siegle2019
951071860,100.0,DG,,RS,siegle_survey_2019,Siegle2019
951071871,800.0,DG,,RS,siegle_survey_2019,Siegle2019
951071886,300.0,DG,,RS,siegle_survey_2019,Siegle2019
951071905,100.0,DG,,FS,siegle_survey_2019,Siegle2019
951071920,700.0,DG,,RS,siegle_survey_2019,Siegle2019
951071970,600.0,DG,,RS,siegle_survey_2019,Siegle2019
951071988,100.0,DG,,FS,siegle_survey_2019,Siegle2019
951072017,100.0,DG,,RS,siegle_survey_2019,Siegle2019
951072056,200.0,DG,,RS,siegle_survey_2019,Siegle2019
951072067,1000.0,DG,,RS,siegle_survey_2019,Siegle2019
951072079,500.0,DG,,RS,siegle_survey_2019,Siegle2019
951072120,200.0,DG,,RS,siegle_survey_2019,Siegle2019
951072196,200.0,DG,,RS,siegle_survey_2019,Siegle2019
951072217,600.0,DG,,RS,siegle_survey_2019,Siegle2019
951072336,400.0,CA1,,FS,siegle_survey_2019,Siegle2019
951072579,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951072662,1700.0,CA1,,RS,siegle_survey_2019,Siegle2019
951072671,600.0,CA1,,RS,siegle_survey_2019,Siegle2019
951072721,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951072773,300.0,CA1,,RS,siegle_survey_2019,Siegle2019
951072784,1100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951072795,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951072799,300.0,CA1,,RS,siegle_survey_2019,Siegle2019
951072833,500.0,CA1,,RS,siegle_survey_2019,Siegle2019
951072882,500.0,CA1,,FS,siegle_survey_2019,Siegle2019
951072909,300.0,CA1,,FS,siegle_survey_2019,Siegle2019
951072944,1000.0,VISrl,L6b,FS,siegle_survey_2019,Siegle2019
951073122,0.0,VISrl,L6a,RS,siegle_survey_2019,Siegle2019
951074117,1000.0,VISrl,L6a,RS,siegle_survey_2019,Siegle2019
951073175,100.0,VISrl,L6a,RS,siegle_survey_2019,Siegle2019
951073228,800.0,VISrl,L5,RS,siegle_survey_2019,Siegle2019
951073237,200.0,VISrl,L5,RS,siegle_survey_2019,Siegle2019
951073241,900.0,VISrl,L5,FS,siegle_survey_2019,Siegle2019
951073283,300.0,VISrl,L5,RS,siegle_survey_2019,Siegle2019
951073293,400.0,VISrl,L5,FS,siegle_survey_2019,Siegle2019
951073305,800.0,VISrl,L5,FS,siegle_survey_2019,Siegle2019
951073312,100.0,VISrl,L5,FS,siegle_survey_2019,Siegle2019
951073325,1100.0,VISrl,L5,FS,siegle_survey_2019,Siegle2019
951073331,700.0,VISrl,L5,RS,siegle_survey_2019,Siegle2019
951073366,100.0,VISrl,L5,FS,siegle_survey_2019,Siegle2019
951073372,400.0,VISrl,L5,RS,siegle_survey_2019,Siegle2019
951073382,300.0,VISrl,L5,FS,siegle_survey_2019,Siegle2019
951073388,800.0,VISrl,L5,RS,siegle_survey_2019,Siegle2019
951073398,1200.0,VISrl,L5,RS,siegle_survey_2019,Siegle2019
951073415,500.0,VISrl,L5,RS,siegle_survey_2019,Siegle2019
951073446,1000.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073493,1400.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073507,700.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073519,1200.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073459,800.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073501,1000.0,VISrl,L4,FS,siegle_survey_2019,Siegle2019
951073527,200.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073534,800.0,VISrl,L4,FS,siegle_survey_2019,Siegle2019
951073542,1300.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073486,700.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073554,700.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073575,200.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073581,1600.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073590,900.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073618,1200.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073632,100.0,VISrl,L4,FS,siegle_survey_2019,Siegle2019
951073639,1000.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073653,500.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073658,600.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073678,400.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073687,700.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073702,400.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073740,400.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073709,500.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073715,100.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073728,400.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073734,100.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073747,600.0,VISrl,L4,FS,siegle_survey_2019,Siegle2019
951074135,400.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073753,500.0,VISrl,L4,RS,siegle_survey_2019,Siegle2019
951073803,800.0,VISrl,L3,FS,siegle_survey_2019,Siegle2019
951073811,600.0,VISrl,L3,RS,siegle_survey_2019,Siegle2019
951073825,1200.0,VISrl,L3,FS,siegle_survey_2019,Siegle2019
951074143,200.0,VISrl,L3,RS,siegle_survey_2019,Siegle2019
951073889,400.0,VISrl,L3,FS,siegle_survey_2019,Siegle2019
951073896,400.0,VISrl,L3,RS,siegle_survey_2019,Siegle2019
951073905,700.0,VISrl,L3,RS,siegle_survey_2019,Siegle2019
951073920,1500.0,VISrl,L3,FS,siegle_survey_2019,Siegle2019
951073933,700.0,VISrl,L3,FS,siegle_survey_2019,Siegle2019
951074171,300.0,DG,,RS,siegle_survey_2019,Siegle2019
951085226,800.0,PPT,,FS,siegle_survey_2019,Siegle2019
951085254,900.0,PPT,,FS,siegle_survey_2019,Siegle2019
951085260,600.0,PPT,,FS,siegle_survey_2019,Siegle2019
951085278,600.0,APN,,FS,siegle_survey_2019,Siegle2019
951085305,600.0,APN,,FS,siegle_survey_2019,Siegle2019
951085310,800.0,APN,,FS,siegle_survey_2019,Siegle2019
951085319,1400.0,APN,,FS,siegle_survey_2019,Siegle2019
951085325,1400.0,APN,,FS,siegle_survey_2019,Siegle2019
951085370,800.0,APN,,FS,siegle_survey_2019,Siegle2019
951085427,100.0,CA1,,FS,siegle_survey_2019,Siegle2019
951085527,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951086603,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951085559,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951085576,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951085584,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951085590,100.0,CA1,,FS,siegle_survey_2019,Siegle2019
951085624,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951085679,0.0,CA1,,FS,siegle_survey_2019,Siegle2019
951085716,100.0,CA1,,FS,siegle_survey_2019,Siegle2019
951085724,200.0,VISam,L6b,FS,siegle_survey_2019,Siegle2019
951085746,300.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085752,700.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085764,1200.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085769,100.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085788,1400.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085794,600.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085800,400.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085831,1800.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085838,200.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085848,200.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085858,1200.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085863,100.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951086634,600.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085878,800.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951085883,1200.0,VISam,L5,FS,siegle_survey_2019,Siegle2019
951085898,900.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951085903,500.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951085923,600.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951085927,300.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951085933,0.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951085943,1400.0,VISam,L5,FS,siegle_survey_2019,Siegle2019
951085938,300.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951085952,100.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951085967,1200.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951085972,600.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086014,700.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086019,1400.0,VISam,L5,FS,siegle_survey_2019,Siegle2019
951086026,900.0,VISam,L5,FS,siegle_survey_2019,Siegle2019
951086033,1100.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086039,1100.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086054,1300.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086059,1300.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086077,300.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086091,400.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086106,700.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086102,300.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086110,3400.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086142,400.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086147,900.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086152,1900.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086157,700.0,VISam,L5,FS,siegle_survey_2019,Siegle2019
951086165,2100.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086169,300.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086174,400.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086179,500.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951086184,3400.0,VISam,L4,RS,siegle_survey_2019,Siegle2019
951086190,400.0,VISam,L4,RS,siegle_survey_2019,Siegle2019
951086197,200.0,VISam,L4,RS,siegle_survey_2019,Siegle2019
951086202,500.0,VISam,L4,RS,siegle_survey_2019,Siegle2019
951086654,300.0,VISam,L4,RS,siegle_survey_2019,Siegle2019
951086211,1600.0,VISam,L4,FS,siegle_survey_2019,Siegle2019
951086234,600.0,VISam,L4,RS,siegle_survey_2019,Siegle2019
951086241,200.0,VISam,L4,RS,siegle_survey_2019,Siegle2019
951086268,1100.0,VISam,L3,FS,siegle_survey_2019,Siegle2019
951086273,500.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951086276,400.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951086304,700.0,VISam,L3,FS,siegle_survey_2019,Siegle2019
951086314,700.0,VISam,L3,FS,siegle_survey_2019,Siegle2019
951086380,400.0,VISam,L3,FS,siegle_survey_2019,Siegle2019
951086405,200.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951086426,0.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951086456,400.0,VISam,L3,FS,siegle_survey_2019,Siegle2019
951086527,300.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951086562,200.0,VISam,L2,RS,siegle_survey_2019,Siegle2019
951086589,200.0,VISam,L2,RS,siegle_survey_2019,Siegle2019
951086683,0.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951086749,100.0,APN,,FS,siegle_survey_2019,Siegle2019
951086811,100.0,APN,,FS,siegle_survey_2019,Siegle2019
951086817,1500.0,APN,,FS,siegle_survey_2019,Siegle2019
951086824,200.0,APN,,FS,siegle_survey_2019,Siegle2019
951086831,100.0,APN,,FS,siegle_survey_2019,Siegle2019
951086845,100.0,APN,,FS,siegle_survey_2019,Siegle2019
951086859,2000.0,APN,,FS,siegle_survey_2019,Siegle2019
951086878,600.0,APN,,RS,siegle_survey_2019,Siegle2019
951086885,2000.0,APN,,FS,siegle_survey_2019,Siegle2019
951086924,700.0,APN,,FS,siegle_survey_2019,Siegle2019
951086950,300.0,APN,,FS,siegle_survey_2019,Siegle2019
951086959,200.0,APN,,FS,siegle_survey_2019,Siegle2019
951086979,200.0,APN,,FS,siegle_survey_2019,Siegle2019
951086990,1700.0,APN,,FS,siegle_survey_2019,Siegle2019
951087019,600.0,APN,,FS,siegle_survey_2019,Siegle2019
951087025,400.0,APN,,FS,siegle_survey_2019,Siegle2019
951087020,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087089,1100.0,APN,,FS,siegle_survey_2019,Siegle2019
951087095,600.0,APN,,FS,siegle_survey_2019,Siegle2019
951087103,1000.0,APN,,FS,siegle_survey_2019,Siegle2019
951087105,400.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087113,900.0,APN,,FS,siegle_survey_2019,Siegle2019
951087139,900.0,APN,,FS,siegle_survey_2019,Siegle2019
951087161,3100.0,APN,,FS,siegle_survey_2019,Siegle2019
951087211,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087261,900.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087291,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087282,400.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087330,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087432,800.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087390,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087393,200.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087396,600.0,CA1,,FS,siegle_survey_2019,Siegle2019
951088539,5700.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087409,0.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087416,100.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087423,600.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087435,200.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087448,100.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087455,800.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087459,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087467,200.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087473,1200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951087480,1300.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087521,1200.0,VISpm,L6a,FS,siegle_survey_2019,Siegle2019
951087534,300.0,VISpm,L6a,RS,siegle_survey_2019,Siegle2019
951087547,2500.0,VISpm,L6a,FS,siegle_survey_2019,Siegle2019
951087567,300.0,VISpm,L6a,RS,siegle_survey_2019,Siegle2019
951087586,600.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087588,700.0,VISpm,L6a,RS,siegle_survey_2019,Siegle2019
951087601,700.0,VISpm,L6a,RS,siegle_survey_2019,Siegle2019
951087610,200.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087631,500.0,VISpm,L6a,RS,siegle_survey_2019,Siegle2019
951087636,3900.0,CA1,,FS,siegle_survey_2019,Siegle2019
951087637,200.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087673,300.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087687,1900.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087693,200.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087699,300.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087720,500.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087728,800.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087733,800.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087792,500.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951087817,1200.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951087824,700.0,VISam,L6a,FS,siegle_survey_2019,Siegle2019
951087797,1000.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951087804,800.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951087798,200.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087812,1200.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087829,500.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951087855,600.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951087869,1500.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087876,2500.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087882,1600.0,VISpm,L5,FS,siegle_survey_2019,Siegle2019
951087893,500.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087910,400.0,VISam,L6a,RS,siegle_survey_2019,Siegle2019
951087916,2700.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087928,2100.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087935,400.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087941,1100.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087942,200.0,VISam,L5,FS,siegle_survey_2019,Siegle2019
951087952,1100.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087959,1100.0,VISpm,L5,FS,siegle_survey_2019,Siegle2019
951087971,1000.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951087977,400.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951087986,200.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951087976,300.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087982,100.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951087994,400.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951088018,300.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951088032,200.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951088047,300.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951088061,300.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951088588,100.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951088063,500.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951088070,100.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951088078,500.0,VISpm,L5,RS,siegle_survey_2019,Siegle2019
951088087,500.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951088095,600.0,VISpm,L4,RS,siegle_survey_2019,Siegle2019
951088103,600.0,VISpm,L4,RS,siegle_survey_2019,Siegle2019
951088120,3200.0,VISpm,L4,RS,siegle_survey_2019,Siegle2019
951088135,200.0,VISpm,L4,RS,siegle_survey_2019,Siegle2019
951088142,400.0,VISpm,L4,RS,siegle_survey_2019,Siegle2019
951088145,1200.0,VISam,L5,RS,siegle_survey_2019,Siegle2019
951088151,1000.0,VISpm,L4,FS,siegle_survey_2019,Siegle2019
951088178,1300.0,VISam,L4,RS,siegle_survey_2019,Siegle2019
951088185,300.0,VISam,L4,RS,siegle_survey_2019,Siegle2019
951088211,500.0,VISpm,L3,FS,siegle_survey_2019,Siegle2019
951088214,200.0,VISam,L3,FS,siegle_survey_2019,Siegle2019
951088220,700.0,VISam,L3,FS,siegle_survey_2019,Siegle2019
951088228,500.0,VISam,L3,FS,siegle_survey_2019,Siegle2019
951088261,700.0,VISam,L3,FS,siegle_survey_2019,Siegle2019
951088268,100.0,VISpm,L3,RS,siegle_survey_2019,Siegle2019
951088275,100.0,VISpm,L3,RS,siegle_survey_2019,Siegle2019
951088285,200.0,VISpm,L3,RS,siegle_survey_2019,Siegle2019
951088303,500.0,VISpm,L3,RS,siegle_survey_2019,Siegle2019
951088304,1400.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951088319,300.0,VISpm,L3,FS,siegle_survey_2019,Siegle2019
951088345,500.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951088352,800.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951088360,100.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951088377,300.0,VISam,L3,FS,siegle_survey_2019,Siegle2019
951088384,400.0,VISpm,L3,RS,siegle_survey_2019,Siegle2019
951088456,800.0,VISpm,L2,FS,siegle_survey_2019,Siegle2019
951088476,300.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951088845,300.0,VISam,L3,RS,siegle_survey_2019,Siegle2019
951088480,200.0,VISpm,L2,RS,siegle_survey_2019,Siegle2019
951088494,800.0,VISpm,L2,FS,siegle_survey_2019,Siegle2019
951088664,800.0,APN,,FS,siegle_survey_2019,Siegle2019
951088679,1200.0,APN,,FS,siegle_survey_2019,Siegle2019
951088689,600.0,APN,,FS,siegle_survey_2019,Siegle2019
951088721,200.0,APN,,FS,siegle_survey_2019,Siegle2019
951088734,200.0,APN,,FS,siegle_survey_2019,Siegle2019
951088823,200.0,APN,,FS,siegle_survey_2019,Siegle2019
951088844,200.0,LP,,RS,siegle_survey_2019,Siegle2019
951088876,500.0,LP,,FS,siegle_survey_2019,Siegle2019
951088862,800.0,APN,,FS,siegle_survey_2019,Siegle2019
951088886,200.0,LP,,RS,siegle_survey_2019,Siegle2019
951088896,1000.0,LP,,FS,siegle_survey_2019,Siegle2019
951088906,1100.0,LP,,FS,siegle_survey_2019,Siegle2019
951088891,200.0,APN,,FS,siegle_survey_2019,Siegle2019
951088934,300.0,LP,,RS,siegle_survey_2019,Siegle2019
951088939,100.0,APN,,FS,siegle_survey_2019,Siegle2019
951088948,100.0,APN,,FS,siegle_survey_2019,Siegle2019
951088957,200.0,APN,,FS,siegle_survey_2019,Siegle2019
951088952,200.0,LP,,RS,siegle_survey_2019,Siegle2019
951093799,1000.0,LP,,RS,siegle_survey_2019,Siegle2019
951093806,100.0,LP,,RS,siegle_survey_2019,Siegle2019
951088960,700.0,LP,,RS,siegle_survey_2019,Siegle2019
951088967,700.0,LP,,RS,siegle_survey_2019,Siegle2019
951088968,2200.0,APN,,FS,siegle_survey_2019,Siegle2019
951088986,1000.0,LP,,FS,siegle_survey_2019,Siegle2019
951088993,1600.0,LP,,FS,siegle_survey_2019,Siegle2019
951089004,300.0,APN,,FS,siegle_survey_2019,Siegle2019
951089012,2000.0,LP,,FS,siegle_survey_2019,Siegle2019
951089019,200.0,LP,,FS,siegle_survey_2019,Siegle2019
951089020,100.0,APN,,FS,siegle_survey_2019,Siegle2019
951089034,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951089037,900.0,LP,,FS,siegle_survey_2019,Siegle2019
951089046,400.0,LP,,FS,siegle_survey_2019,Siegle2019
951093828,1000.0,LP,,FS,siegle_survey_2019,Siegle2019
951089042,1100.0,LP,,FS,siegle_survey_2019,Siegle2019
951092346,900.0,LP,,RS,siegle_survey_2019,Siegle2019
951089057,500.0,LP,,RS,siegle_survey_2019,Siegle2019
951089081,400.0,LP,,FS,siegle_survey_2019,Siegle2019
951089066,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951089071,600.0,APN,,FS,siegle_survey_2019,Siegle2019
951089083,500.0,APN,,FS,siegle_survey_2019,Siegle2019
951089095,200.0,APN,,FS,siegle_survey_2019,Siegle2019
951089102,1100.0,LP,,RS,siegle_survey_2019,Siegle2019
951089110,600.0,LP,,FS,siegle_survey_2019,Siegle2019
951089128,100.0,LP,,RS,siegle_survey_2019,Siegle2019
951092357,100.0,LP,,RS,siegle_survey_2019,Siegle2019
951089130,1000.0,APN,,FS,siegle_survey_2019,Siegle2019
951089135,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951093210,600.0,LP,,FS,siegle_survey_2019,Siegle2019
951089142,200.0,APN,,FS,siegle_survey_2019,Siegle2019
951089164,1600.0,APN,,FS,siegle_survey_2019,Siegle2019
951089184,1200.0,APN,,RS,siegle_survey_2019,Siegle2019
951089151,300.0,LP,,RS,siegle_survey_2019,Siegle2019
951089166,600.0,LP,,FS,siegle_survey_2019,Siegle2019
951089159,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951089165,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951089232,400.0,LP,,FS,siegle_survey_2019,Siegle2019
951089241,1100.0,LP,,FS,siegle_survey_2019,Siegle2019
951093233,500.0,LP,,FS,siegle_survey_2019,Siegle2019
951093240,700.0,LP,,FS,siegle_survey_2019,Siegle2019
951093250,500.0,LP,,FS,siegle_survey_2019,Siegle2019
951089171,100.0,LP,,FS,siegle_survey_2019,Siegle2019
951089174,500.0,MB,,FS,siegle_survey_2019,Siegle2019
951089187,200.0,LP,,FS,siegle_survey_2019,Siegle2019
951089193,200.0,LP,,RS,siegle_survey_2019,Siegle2019
951092364,1200.0,LP,,RS,siegle_survey_2019,Siegle2019
951089194,1400.0,LP,,FS,siegle_survey_2019,Siegle2019
951089195,1600.0,NOT,,FS,siegle_survey_2019,Siegle2019
951089220,300.0,NOT,,FS,siegle_survey_2019,Siegle2019
951089233,400.0,LP,,RS,siegle_survey_2019,Siegle2019
951089245,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951092381,900.0,LP,,RS,siegle_survey_2019,Siegle2019
951089264,1900.0,LP,,RS,siegle_survey_2019,Siegle2019
951089269,200.0,LP,,FS,siegle_survey_2019,Siegle2019
951089278,3200.0,LP,,FS,siegle_survey_2019,Siegle2019
951089270,100.0,NOT,,FS,siegle_survey_2019,Siegle2019
951089287,1300.0,LP,,FS,siegle_survey_2019,Siegle2019
951089290,3400.0,LP,,RS,siegle_survey_2019,Siegle2019
951089300,4200.0,LP,,FS,siegle_survey_2019,Siegle2019
951089306,400.0,LP,,FS,siegle_survey_2019,Siegle2019
951089325,200.0,LP,,FS,siegle_survey_2019,Siegle2019
951089336,1100.0,LP,,FS,siegle_survey_2019,Siegle2019
951089347,700.0,LP,,FS,siegle_survey_2019,Siegle2019
951089360,100.0,LP,,FS,siegle_survey_2019,Siegle2019
951089373,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951089314,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951093270,300.0,LP,,FS,siegle_survey_2019,Siegle2019
951093743,200.0,LP,,FS,siegle_survey_2019,Siegle2019
951089319,300.0,LP,,RS,siegle_survey_2019,Siegle2019
951092400,400.0,LP,,RS,siegle_survey_2019,Siegle2019
951089338,0.0,LP,,RS,siegle_survey_2019,Siegle2019
951089358,200.0,LP,,RS,siegle_survey_2019,Siegle2019
