ecephys_unit_id,receptive field area (degrees),region,layer,spiking class,citation,dataset
951805784,900.0,LGd,,FS,siegle_survey_2019,Siegle2019
951805806,1500.0,APN,,FS,siegle_survey_2019,Siegle2019
951808175,100.0,APN,,FS,siegle_survey_2019,Siegle2019
951805815,,grey,,FS,siegle_survey_2019,Siegle2019
951805826,400.0,LGd,,FS,siegle_survey_2019,Siegle2019
951808696,100.0,LGd,,FS,siegle_survey_2019,Siegle2019
951805828,2200.0,APN,,FS,siegle_survey_2019,Siegle2019
951805837,400.0,APN,,FS,siegle_survey_2019,Siegle2019
951805845,400.0,APN,,FS,siegle_survey_2019,Siegle2019
951805848,,grey,,FS,siegle_survey_2019,Siegle2019
951805875,300.0,LGd,,FS,siegle_survey_2019,Siegle2019
951805901,,grey,,FS,siegle_survey_2019,Siegle2019
951805908,,grey,,FS,siegle_survey_2019,Siegle2019
951805919,400.0,LGd,,FS,siegle_survey_2019,Siegle2019
951805931,300.0,LGd,,FS,siegle_survey_2019,Siegle2019
951805950,1100.0,APN,,FS,siegle_survey_2019,Siegle2019
951805957,500.0,APN,,FS,siegle_survey_2019,Siegle2019
951805966,1400.0,APN,,FS,siegle_survey_2019,Siegle2019
951805978,200.0,LGd,,RS,siegle_survey_2019,Siegle2019
951805996,500.0,APN,,FS,siegle_survey_2019,Siegle2019
951806003,300.0,grey,,RS,siegle_survey_2019,Siegle2019
951806020,800.0,APN,,FS,siegle_survey_2019,Siegle2019
951806082,100.0,CA3,,RS,siegle_survey_2019,Siegle2019
951806111,,grey,,RS,siegle_survey_2019,Siegle2019
951806114,300.0,DG,,FS,siegle_survey_2019,Siegle2019
951806119,,grey,,RS,siegle_survey_2019,Siegle2019
951806126,,grey,,FS,siegle_survey_2019,Siegle2019
951806120,300.0,DG,,FS,siegle_survey_2019,Siegle2019
951806129,300.0,DG,,FS,siegle_survey_2019,Siegle2019
951806166,,grey,,RS,siegle_survey_2019,Siegle2019
951806170,100.0,DG,,FS,siegle_survey_2019,Siegle2019
951806204,,grey,,FS,siegle_survey_2019,Siegle2019
951806208,500.0,DG,,FS,siegle_survey_2019,Siegle2019
951806212,1000.0,grey,,RS,siegle_survey_2019,Siegle2019
951806222,1500.0,grey,,RS,siegle_survey_2019,Siegle2019
951806215,200.0,CA3,,RS,siegle_survey_2019,Siegle2019
951806251,,grey,,RS,siegle_survey_2019,Siegle2019
951806259,,grey,,RS,siegle_survey_2019,Siegle2019
951806266,100.0,CA3,,RS,siegle_survey_2019,Siegle2019
951806272,200.0,grey,,RS,siegle_survey_2019,Siegle2019
951806325,100.0,CA3,,RS,siegle_survey_2019,Siegle2019
951806337,,grey,,RS,siegle_survey_2019,Siegle2019
951806344,300.0,grey,,RS,siegle_survey_2019,Siegle2019
951806356,300.0,grey,,RS,siegle_survey_2019,Siegle2019
951806371,200.0,grey,,RS,siegle_survey_2019,Siegle2019
951806412,800.0,grey,,RS,siegle_survey_2019,Siegle2019
951806425,500.0,grey,,RS,siegle_survey_2019,Siegle2019
951806358,200.0,CA3,,RS,siegle_survey_2019,Siegle2019
951806366,700.0,CA1,,FS,siegle_survey_2019,Siegle2019
951806368,100.0,CA3,,FS,siegle_survey_2019,Siegle2019
951806370,,grey,,RS,siegle_survey_2019,Siegle2019
951806377,300.0,CA3,,RS,siegle_survey_2019,Siegle2019
951806401,200.0,CA3,,RS,siegle_survey_2019,Siegle2019
951806450,,grey,,RS,siegle_survey_2019,Siegle2019
951806456,,grey,,RS,siegle_survey_2019,Siegle2019
951806494,,grey,,RS,siegle_survey_2019,Siegle2019
951806502,,grey,,RS,siegle_survey_2019,Siegle2019
951806464,,grey,,RS,siegle_survey_2019,Siegle2019
951806520,,grey,,RS,siegle_survey_2019,Siegle2019
951806534,,grey,,RS,siegle_survey_2019,Siegle2019
951806466,200.0,CA1,,FS,siegle_survey_2019,Siegle2019
951806511,200.0,grey,,RS,siegle_survey_2019,Siegle2019
951806570,1300.0,grey,,RS,siegle_survey_2019,Siegle2019
951806576,,grey,,RS,siegle_survey_2019,Siegle2019
951806583,,grey,,RS,siegle_survey_2019,Siegle2019
951806590,,grey,,RS,siegle_survey_2019,Siegle2019
951806586,800.0,CA1,,FS,siegle_survey_2019,Siegle2019
951806592,100.0,grey,,RS,siegle_survey_2019,Siegle2019
951806604,200.0,grey,,RS,siegle_survey_2019,Siegle2019
951806689,200.0,grey,,RS,siegle_survey_2019,Siegle2019
951806599,,grey,,RS,siegle_survey_2019,Siegle2019
951806607,,grey,,RS,siegle_survey_2019,Siegle2019
951806755,,grey,,FS,siegle_survey_2019,Siegle2019
951806852,,grey,,RS,siegle_survey_2019,Siegle2019
951808177,,grey,,RS,siegle_survey_2019,Siegle2019
951806627,200.0,grey,,FS,siegle_survey_2019,Siegle2019
951806743,1000.0,grey,,FS,siegle_survey_2019,Siegle2019
951808614,200.0,grey,,RS,siegle_survey_2019,Siegle2019
951806647,,grey,,RS,siegle_survey_2019,Siegle2019
951806664,,grey,,RS,siegle_survey_2019,Siegle2019
951806673,,grey,,RS,siegle_survey_2019,Siegle2019
951806680,,grey,,RS,siegle_survey_2019,Siegle2019
951806688,,grey,,RS,siegle_survey_2019,Siegle2019
951806700,400.0,grey,,RS,siegle_survey_2019,Siegle2019
951806729,200.0,grey,,RS,siegle_survey_2019,Siegle2019
951808623,0.0,grey,,RS,siegle_survey_2019,Siegle2019
951808633,100.0,grey,,RS,siegle_survey_2019,Siegle2019
951806701,300.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806737,1700.0,CA1,,RS,siegle_survey_2019,Siegle2019
951808210,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806705,,grey,,RS,siegle_survey_2019,Siegle2019
951806720,,grey,,RS,siegle_survey_2019,Siegle2019
951806843,,grey,,FS,siegle_survey_2019,Siegle2019
951806712,300.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806719,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806730,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806855,300.0,CA1,,FS,siegle_survey_2019,Siegle2019
951808225,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806748,,grey,,FS,siegle_survey_2019,Siegle2019
951806752,200.0,CA1,,FS,siegle_survey_2019,Siegle2019
951806784,400.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806756,100.0,grey,,FS,siegle_survey_2019,Siegle2019
951806812,500.0,grey,,FS,siegle_survey_2019,Siegle2019
951806764,,grey,,RS,siegle_survey_2019,Siegle2019
951806771,,grey,,RS,siegle_survey_2019,Siegle2019
951806777,,grey,,RS,siegle_survey_2019,Siegle2019
951808002,,grey,,RS,siegle_survey_2019,Siegle2019
951806770,400.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806780,600.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806801,300.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806802,,grey,,RS,siegle_survey_2019,Siegle2019
951806901,,grey,,RS,siegle_survey_2019,Siegle2019
951806929,,grey,,RS,siegle_survey_2019,Siegle2019
951806936,,grey,,RS,siegle_survey_2019,Siegle2019
951806811,,grey,,RS,siegle_survey_2019,Siegle2019
951806814,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806826,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806828,300.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806837,300.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806947,900.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806859,,grey,,RS,siegle_survey_2019,Siegle2019
951806867,,grey,,RS,siegle_survey_2019,Siegle2019
951806876,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806877,,grey,,RS,siegle_survey_2019,Siegle2019
951806894,,grey,,RS,siegle_survey_2019,Siegle2019
951806887,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806899,500.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806911,0.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806928,100.0,grey,,RS,siegle_survey_2019,Siegle2019
951806942,1200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806958,300.0,CA1,,RS,siegle_survey_2019,Siegle2019
951807008,200.0,CA1,,RS,siegle_survey_2019,Siegle2019
951807116,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951806945,,grey,,RS,siegle_survey_2019,Siegle2019
951806953,,grey,,RS,siegle_survey_2019,Siegle2019
951806968,,grey,,RS,siegle_survey_2019,Siegle2019
951806974,,grey,,RS,siegle_survey_2019,Siegle2019
951806981,,grey,,RS,siegle_survey_2019,Siegle2019
951807030,,grey,,RS,siegle_survey_2019,Siegle2019
951807004,,grey,,FS,siegle_survey_2019,Siegle2019
951807011,,grey,,RS,siegle_survey_2019,Siegle2019
951807019,1000.0,grey,,RS,siegle_survey_2019,Siegle2019
951807028,800.0,grey,,FS,siegle_survey_2019,Siegle2019
951807041,,grey,,RS,siegle_survey_2019,Siegle2019
951807060,,grey,,RS,siegle_survey_2019,Siegle2019
951807053,200.0,CA1,,FS,siegle_survey_2019,Siegle2019
951807055,700.0,CA1,,RS,siegle_survey_2019,Siegle2019
951807087,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951807069,300.0,grey,,FS,siegle_survey_2019,Siegle2019
951807070,1400.0,CA1,,RS,siegle_survey_2019,Siegle2019
951807074,,grey,,RS,siegle_survey_2019,Siegle2019
951808036,,grey,,RS,siegle_survey_2019,Siegle2019
951807090,,grey,,RS,siegle_survey_2019,Siegle2019
951807097,,grey,,RS,siegle_survey_2019,Siegle2019
951807104,,grey,,RS,siegle_survey_2019,Siegle2019
951807138,,grey,,RS,siegle_survey_2019,Siegle2019
951807111,,grey,,RS,siegle_survey_2019,Siegle2019
951807118,,grey,,FS,siegle_survey_2019,Siegle2019
951807124,,grey,,FS,siegle_survey_2019,Siegle2019
951807172,,grey,,RS,siegle_survey_2019,Siegle2019
951807114,100.0,grey,,RS,siegle_survey_2019,Siegle2019
951807130,,grey,,RS,siegle_survey_2019,Siegle2019
951807137,200.0,grey,,RS,siegle_survey_2019,Siegle2019
951807160,100.0,grey,,FS,siegle_survey_2019,Siegle2019
951807159,,grey,,FS,siegle_survey_2019,Siegle2019
951807165,,grey,,RS,siegle_survey_2019,Siegle2019
951807175,400.0,VIS,L6a,RS,siegle_survey_2019,Siegle2019
951807181,,grey,,FS,siegle_survey_2019,Siegle2019
951807205,,grey,,RS,siegle_survey_2019,Siegle2019
951807199,800.0,VIS,L6a,RS,siegle_survey_2019,Siegle2019
951807209,700.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807236,300.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807245,300.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807254,0.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807228,600.0,VIS,L6a,FS,siegle_survey_2019,Siegle2019
951807270,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951807274,,grey,,FS,siegle_survey_2019,Siegle2019
951807276,500.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807283,300.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807290,2300.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951808366,200.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807302,3600.0,CA1,,RS,siegle_survey_2019,Siegle2019
951807310,600.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807325,200.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807333,1300.0,VIS,L5,FS,siegle_survey_2019,Siegle2019
951807329,,VISpm,,FS,siegle_survey_2019,Siegle2019
951807334,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807341,300.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807461,100.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807346,,VISpm,,FS,siegle_survey_2019,Siegle2019
951807348,600.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807357,200.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951808240,100.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807358,1600.0,CA1,,FS,siegle_survey_2019,Siegle2019
951807365,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807370,800.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807373,1000.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807374,300.0,CA1,,FS,siegle_survey_2019,Siegle2019
951807379,100.0,VIS,L5,FS,siegle_survey_2019,Siegle2019
951807391,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807394,600.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807411,3800.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807399,900.0,CA1,,FS,siegle_survey_2019,Siegle2019
951807409,500.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807442,500.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807422,1200.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807494,0.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807501,500.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807511,1300.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807520,700.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807531,600.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807423,,VISal,L6a,FS,siegle_survey_2019,Siegle2019
951807434,,VISal,L6a,FS,siegle_survey_2019,Siegle2019
951807439,600.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807448,1100.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807479,1900.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807444,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807464,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807445,2200.0,VISal,L6a,RS,siegle_survey_2019,Siegle2019
951807470,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807476,100.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807487,900.0,VISal,L6a,RS,siegle_survey_2019,Siegle2019
951807495,600.0,VISal,L6a,RS,siegle_survey_2019,Siegle2019
951807536,700.0,VISal,L6a,RS,siegle_survey_2019,Siegle2019
951807497,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807510,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807517,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807529,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807546,200.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951808261,2300.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807552,1300.0,VISal,L6a,RS,siegle_survey_2019,Siegle2019
951807553,100.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951808270,800.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807569,,VISpm,,FS,siegle_survey_2019,Siegle2019
951807573,500.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807574,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807580,400.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807587,1600.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807588,2600.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807601,300.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807596,300.0,VISal,L6a,RS,siegle_survey_2019,Siegle2019
951807608,900.0,VISal,L6a,RS,siegle_survey_2019,Siegle2019
951807611,500.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807613,900.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807622,800.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807630,300.0,VISal,L6a,RS,siegle_survey_2019,Siegle2019
951807632,,VISpm,,FS,siegle_survey_2019,Siegle2019
951807638,,VISpm,,RS,siegle_survey_2019,Siegle2019
951807639,700.0,VISal,L5,FS,siegle_survey_2019,Siegle2019
951807649,100.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807659,300.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807668,1700.0,VISal,L5,FS,siegle_survey_2019,Siegle2019
951807640,800.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807648,400.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807657,100.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951808277,800.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807656,200.0,VIS,,FS,siegle_survey_2019,Siegle2019
951807658,,VISpm,,FS,siegle_survey_2019,Siegle2019
951807673,1500.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807681,400.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807680,600.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807699,1000.0,VISal,L5,FS,siegle_survey_2019,Siegle2019
951807691,300.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807705,1900.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807707,400.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807709,700.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807717,1400.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807733,900.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807734,1600.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807736,0.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807742,900.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951807755,300.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807808,1300.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807814,700.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807823,400.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807822,700.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807839,800.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807848,1000.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807987,1000.0,VISal,L5,FS,siegle_survey_2019,Siegle2019
951808007,400.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951808026,700.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951808857,600.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807856,100.0,VIS,L3,RS,siegle_survey_2019,Siegle2019
951807859,2000.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807896,100.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807915,200.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807929,1400.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807940,1100.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807870,1300.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807882,1000.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807880,700.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807907,800.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807922,,grey,,RS,siegle_survey_2019,Siegle2019
951807935,300.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807953,800.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807962,600.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807971,400.0,VISal,L5,RS,siegle_survey_2019,Siegle2019
951807941,500.0,VIS,L3,FS,siegle_survey_2019,Siegle2019
951807949,200.0,VIS,L3,RS,siegle_survey_2019,Siegle2019
951807973,1600.0,VIS,L3,FS,siegle_survey_2019,Siegle2019
951807980,200.0,VIS,,RS,siegle_survey_2019,Siegle2019
951807997,1200.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951807999,100.0,VIS,L3,FS,siegle_survey_2019,Siegle2019
951808008,500.0,VIS,L3,RS,siegle_survey_2019,Siegle2019
951808013,200.0,VIS,,RS,siegle_survey_2019,Siegle2019
951808017,700.0,VIS,L3,RS,siegle_survey_2019,Siegle2019
951808024,200.0,VIS,,RS,siegle_survey_2019,Siegle2019
951808033,1100.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808043,300.0,VIS,,RS,siegle_survey_2019,Siegle2019
951808699,100.0,VIS,,RS,siegle_survey_2019,Siegle2019
951808053,300.0,Eth,,RS,siegle_survey_2019,Siegle2019
951808059,1000.0,VISal,L4,FS,siegle_survey_2019,Siegle2019
951808070,0.0,VIS,,RS,siegle_survey_2019,Siegle2019
951808091,900.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808100,1100.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808890,500.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808092,600.0,Eth,,RS,siegle_survey_2019,Siegle2019
951808098,200.0,VIS,,RS,siegle_survey_2019,Siegle2019
951808110,600.0,Eth,,RS,siegle_survey_2019,Siegle2019
951808112,500.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808122,300.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808135,800.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808875,400.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808884,300.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808129,500.0,Eth,,RS,siegle_survey_2019,Siegle2019
951808137,200.0,Eth,,RS,siegle_survey_2019,Siegle2019
951808147,500.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808152,200.0,TH,,RS,siegle_survey_2019,Siegle2019
951808163,200.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808166,500.0,APN,,RS,siegle_survey_2019,Siegle2019
951808192,800.0,VIS,,RS,siegle_survey_2019,Siegle2019
951808193,200.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808194,100.0,CA1,,RS,siegle_survey_2019,Siegle2019
951808234,800.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951808247,200.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951808253,2500.0,VIS,L5,RS,siegle_survey_2019,Siegle2019
951808263,,VISpm,,FS,siegle_survey_2019,Siegle2019
951808272,,VISpm,,RS,siegle_survey_2019,Siegle2019
951808285,200.0,VIS,L3,RS,siegle_survey_2019,Siegle2019
951808293,100.0,VIS,,RS,siegle_survey_2019,Siegle2019
951808326,200.0,VISal,L3,FS,siegle_survey_2019,Siegle2019
951808347,200.0,TH,,RS,siegle_survey_2019,Siegle2019
951808378,400.0,grey,,FS,siegle_survey_2019,Siegle2019
951808379,400.0,VISal,L3,RS,siegle_survey_2019,Siegle2019
951808393,500.0,VISal,L3,RS,siegle_survey_2019,Siegle2019
951808434,400.0,IntG,,FS,siegle_survey_2019,Siegle2019
951808440,200.0,LGv,,FS,siegle_survey_2019,Siegle2019
951808460,200.0,grey,,RS,siegle_survey_2019,Siegle2019
951808483,300.0,IntG,,FS,siegle_survey_2019,Siegle2019
951808490,300.0,VISal,L3,RS,siegle_survey_2019,Siegle2019
951808498,700.0,VISal,L3,RS,siegle_survey_2019,Siegle2019
951808503,1200.0,LGv,,FS,siegle_survey_2019,Siegle2019
951808527,200.0,LGv,,FS,siegle_survey_2019,Siegle2019
951808537,200.0,IGL,,FS,siegle_survey_2019,Siegle2019
951808557,2500.0,LGv,,FS,siegle_survey_2019,Siegle2019
951808565,700.0,LGv,,FS,siegle_survey_2019,Siegle2019
951808573,0.0,VPM,,FS,siegle_survey_2019,Siegle2019
951808574,500.0,LGv,,RS,siegle_survey_2019,Siegle2019
951808576,200.0,IGL,,FS,siegle_survey_2019,Siegle2019
951808628,600.0,LGv,,FS,siegle_survey_2019,Siegle2019
951808630,200.0,IGL,,FS,siegle_survey_2019,Siegle2019
951808640,1100.0,IGL,,RS,siegle_survey_2019,Siegle2019
951808638,1000.0,LGv,,FS,siegle_survey_2019,Siegle2019
951808647,700.0,LGv,,RS,siegle_survey_2019,Siegle2019
951808674,900.0,LGv,,FS,siegle_survey_2019,Siegle2019
951808702,300.0,LGv,,FS,siegle_survey_2019,Siegle2019
951808734,700.0,LGd,,RS,siegle_survey_2019,Siegle2019
951808753,3100.0,LGd,,FS,siegle_survey_2019,Siegle2019
951808754,0.0,VIS,,RS,siegle_survey_2019,Siegle2019
951808816,600.0,CA3,,FS,siegle_survey_2019,Siegle2019
951808825,200.0,CA3,,RS,siegle_survey_2019,Siegle2019
951808831,1700.0,LGd,,RS,siegle_survey_2019,Siegle2019
951808847,400.0,LGd,,FS,siegle_survey_2019,Siegle2019
951808882,200.0,CA3,,FS,siegle_survey_2019,Siegle2019
951808898,300.0,VISal,L4,RS,siegle_survey_2019,Siegle2019
951808905,100.0,CA3,,RS,siegle_survey_2019,Siegle2019
951808950,400.0,CA3,,RS,siegle_survey_2019,Siegle2019
951808976,800.0,grey,,FS,siegle_survey_2019,Siegle2019
951808989,1000.0,grey,,FS,siegle_survey_2019,Siegle2019
951809003,4100.0,grey,,FS,siegle_survey_2019,Siegle2019
951809026,300.0,CA3,,RS,siegle_survey_2019,Siegle2019
951811592,200.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809045,300.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809078,100.0,CA3,,FS,siegle_survey_2019,Siegle2019
951809095,300.0,CA3,,FS,siegle_survey_2019,Siegle2019
951809083,200.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809088,400.0,POL,,FS,siegle_survey_2019,Siegle2019
951809106,100.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809129,1200.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809123,200.0,CA3,,FS,siegle_survey_2019,Siegle2019
951809130,500.0,CA3,,FS,siegle_survey_2019,Siegle2019
951809147,500.0,grey,,FS,siegle_survey_2019,Siegle2019
951809153,400.0,POL,,FS,siegle_survey_2019,Siegle2019
951809154,600.0,CA3,,FS,siegle_survey_2019,Siegle2019
951809161,100.0,CA3,,FS,siegle_survey_2019,Siegle2019
951809187,200.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809193,200.0,POL,,FS,siegle_survey_2019,Siegle2019
951809195,300.0,CA3,,FS,siegle_survey_2019,Siegle2019
951809201,100.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809203,800.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809209,200.0,grey,,FS,siegle_survey_2019,Siegle2019
951809229,1600.0,grey,,RS,siegle_survey_2019,Siegle2019
951809235,100.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809238,400.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809243,1800.0,POL,,FS,siegle_survey_2019,Siegle2019
951809254,2000.0,POL,,FS,siegle_survey_2019,Siegle2019
951812048,200.0,POL,,FS,siegle_survey_2019,Siegle2019
951812064,100.0,POL,,FS,siegle_survey_2019,Siegle2019
951809269,200.0,CA3,,FS,siegle_survey_2019,Siegle2019
951809286,100.0,CA3,,RS,siegle_survey_2019,Siegle2019
951809293,400.0,DG,L3,RS,siegle_survey_2019,Siegle2019
951809331,300.0,DG,L3,RS,siegle_survey_2019,Siegle2019
951809318,400.0,DG,,FS,siegle_survey_2019,Siegle2019
951809325,300.0,DG,,RS,siegle_survey_2019,Siegle2019
951812508,200.0,DG,,RS,siegle_survey_2019,Siegle2019
951809334,400.0,POL,,RS,siegle_survey_2019,Siegle2019
951809351,200.0,DG,,FS,siegle_survey_2019,Siegle2019
951809378,400.0,APN,,FS,siegle_survey_2019,Siegle2019
951809391,100.0,DG,,RS,siegle_survey_2019,Siegle2019
951809393,100.0,DG,,FS,siegle_survey_2019,Siegle2019
951809399,200.0,DG,,FS,siegle_survey_2019,Siegle2019
951809406,400.0,DG,,FS,siegle_survey_2019,Siegle2019
951809408,200.0,DG,,RS,siegle_survey_2019,Siegle2019
951809426,200.0,DG,,FS,siegle_survey_2019,Siegle2019
951809433,200.0,DG,,RS,siegle_survey_2019,Siegle2019
951809436,400.0,DG,,FS,siegle_survey_2019,Siegle2019
951809455,700.0,DG,,FS,siegle_survey_2019,Siegle2019
