,Presynaptic layer,Postsynaptic layer,Presynaptic Schneider-Mizell type,Postsynaptic Schneider-Mizell type,synapses per connection,column radius (um),dataset,citation
4182,L4,L3,PTC,L3a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4183,L4,L4,PTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4184,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4185,L4,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4186,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4187,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4188,L4,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4189,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4190,L4,L6,PTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4191,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4192,L4,L4,PTC,L4a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4193,L4,L4,PTC,L4b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4194,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4195,L4,L4,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4196,L4,L3,PTC,L3b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4197,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4198,L4,L3,PTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4199,L4,L4,PTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4200,L4,L3,PTC,L3b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4202,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4203,L4,L3,PTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4204,L4,L4,PTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4205,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4206,L4,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4207,L4,L3,PTC,L3b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4208,L4,L6,PTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4209,L4,L4,PTC,L4a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4210,L4,L3,PTC,L3b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4211,L4,L4,PTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4212,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4213,L4,L3,PTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4214,L4,L3,PTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4215,L4,L3,PTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4216,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4217,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4218,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4219,L4,L4,PTC,L4b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4220,L4,L4,PTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4221,L4,L3,PTC,L3b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4222,L4,L4,PTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4223,L4,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4224,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4225,L4,L4,PTC,PTC,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4226,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4227,L4,L4,PTC,L4a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4228,L4,L3,PTC,L3b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4229,L4,L3,PTC,L3b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4230,L4,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4231,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4232,L4,L4,PTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4233,L4,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4234,L4,L5,PTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4235,L4,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4236,L4,L3,PTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4237,L4,L3,PTC,L3a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4238,L4,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4239,L4,L3,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4240,L4,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4241,L4,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4242,L4,L4,PTC,L4a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4243,L4,L3,PTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4244,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4245,L4,L2,PTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4246,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4247,L4,L4,PTC,L4a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4248,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4249,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4250,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4251,L4,L4,PTC,L4b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4252,L4,L2,PTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4253,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4254,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4255,L4,L4,PTC,L4a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4256,L2,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4257,L2,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4258,L2,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4259,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4260,L2,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4261,L2,L2,DTC,L2b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4262,L2,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4263,L2,L2,DTC,L2c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4264,L2,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4265,L2,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4266,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4267,L2,L3,DTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4268,L2,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4269,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4270,L2,L2,DTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4271,L2,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4272,L2,L2,DTC,STC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4273,L2,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4274,L2,L2,DTC,L2a,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4275,L2,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4276,L2,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4277,L2,L5,DTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4278,L2,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4279,L2,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4280,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4281,L2,L2,DTC,L2a,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4282,L2,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4283,L2,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4284,L2,L5,DTC,L5ET,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4285,L2,L2,DTC,L2c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4286,L2,L2,DTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4287,L2,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4288,L2,L2,DTC,L2c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4289,L2,L2,DTC,L2a,15,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4290,L2,L2,DTC,L2a,15,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4291,L2,L2,DTC,L2a,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4292,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4293,L2,L2,DTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4294,L2,L1,DTC,STC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4295,L2,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4296,L2,L2,DTC,L2b,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4297,L2,L2,DTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4298,L2,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4299,L2,L2,DTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4300,L2,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4301,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4302,L2,L2,DTC,L2a,14,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4303,L2,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4304,L2,L2,DTC,L2b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4305,L2,L2,DTC,L2a,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4306,L2,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4307,L2,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4308,L2,L3,DTC,L3a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4309,L2,L2,DTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4310,L2,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4311,L2,L2,DTC,L2a,17,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4312,L2,L2,DTC,L2a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4313,L2,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4314,L2,L2,DTC,L2a,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4315,L2,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4316,L2,L3,DTC,L3a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4317,L2,L2,DTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4318,L2,L2,DTC,L2a,13,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4319,L2,L2,DTC,L2a,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4320,L2,L2,DTC,L2a,17,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4321,L2,L2,DTC,L2c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4322,L2,L3,DTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4323,L2,L6,DTC,L6tall-a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4324,L2,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4325,L2,L2,DTC,L2a,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4326,L2,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4327,L2,L2,DTC,L2b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4328,L2,L4,DTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4329,L2,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4330,L2,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4331,L2,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4332,L2,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4333,L2,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4334,L2,L5,DTC,L5b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4335,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4336,L2,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4337,L2,L6,DTC,L6tall-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4338,L2,L3,DTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4339,L2,L2,DTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4340,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4341,L2,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4342,L2,L3,DTC,L3a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4343,L2,L2,DTC,L2c,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4344,L2,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4345,L2,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4346,L2,L2,DTC,L2a,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4347,L2,L2,DTC,L2a,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4348,L2,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4349,L2,L3,DTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4350,L2,L5,DTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4351,L2,L3,DTC,ITC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4352,L2,L3,DTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4353,L2,L2,DTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4355,L2,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4356,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4357,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4358,L2,L2,DTC,L2a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4359,L2,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4360,L2,L2,DTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4361,L2,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4362,L2,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4363,L2,L2,DTC,L2c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4364,L2,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4365,L2,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4366,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4367,L2,L2,DTC,L2a,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4368,L2,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4369,L2,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4370,L2,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4371,L2,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4372,L2,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4373,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4374,L2,L2,DTC,L2a,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4375,L2,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4376,L2,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4377,L2,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4378,L2,L2,DTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4379,L2,L3,DTC,PTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4380,L2,L2,DTC,L2c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4381,L2,L2,DTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4382,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4383,L2,L2,DTC,L2c,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4384,L2,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4385,L2,L2,DTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4386,L2,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4387,L2,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4388,L2,L2,DTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4389,L2,L2,DTC,L2a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4390,L2,L2,DTC,L2a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4391,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4392,L2,L2,DTC,L2c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4393,L2,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4394,L2,L3,DTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4395,L2,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4396,L2,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4397,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4398,L2,L3,DTC,DTC,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4399,L2,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4400,L2,L2,DTC,L2c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4401,L2,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4402,L2,L2,DTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4403,L2,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4404,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4405,L2,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4406,L2,L2,DTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4407,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4408,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4409,L2,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4410,L2,L2,DTC,L2a,29,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4411,L2,L2,DTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4412,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4413,L2,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4414,L2,L5,DTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4415,L2,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4416,L2,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4417,L2,L2,DTC,L2a,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4418,L2,L5,DTC,L5ET,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4419,L2,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4420,L2,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4421,L2,L2,DTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4422,L2,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4423,L2,L5,DTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4424,L2,L2,DTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4425,L2,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4426,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4427,L2,L2,DTC,L2a,20,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4428,L2,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4429,L2,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4430,L2,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4431,L2,L2,DTC,L2a,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4432,L2,L2,DTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4433,L2,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4434,L2,L2,DTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4435,L2,L2,DTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4436,L2,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4437,L2,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4438,L2,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4439,L2,L2,DTC,L2c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4440,L2,L2,DTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4441,L2,L2,DTC,L2a,16,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4442,L2,L2,DTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4443,L2,L2,DTC,DTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4444,L2,L2,DTC,L2a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4445,L2,L2,DTC,L2a,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4446,L2,L2,DTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4447,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4448,L2,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4449,L2,L3,DTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4450,L2,L2,DTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4451,L2,L5,DTC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4452,L2,L1,DTC,STC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4453,L2,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4454,L2,L1,DTC,STC,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4455,L2,L2,DTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4456,L2,L3,DTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4457,L2,L2,DTC,L2a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4458,L2,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4459,L2,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4460,L2,L2,DTC,L2a,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4461,L2,L3,DTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4462,L2,L3,DTC,PTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4463,L2,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4464,L2,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4465,L2,L2,DTC,L2a,16,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4466,L2,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
