sample size,Presynaptic layer,Postsynaptic layer,Presynaptic mtype,Postsynaptic mtype,connection probability,dataset,notes,column radius (um),region
35,L5,L23,LBC,BP,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
10,L5,L23,LBC,DBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
110,L5,L23,LBC,LBC,0.218181818181818,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
11,L5,L23,LBC,CHC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
69,L5,L23,LBC,PC,0.101449275362319,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
76,L5,L5,LBC,MC,0.157894736842105,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
20,L5,L5,LBC,NGC,0.15,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
67,L5,L5,LBC,LBC,0.477611940298507,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
32,L5,L5,LBC,SBC,0.125,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
26,L5,L5,LBC,NBC,0.0384615384615384,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
22,L5,L5,LBC,BP,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
132,L5,L5,LBC,PC,0.25,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
34,L5,L1,SBC,SAC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
26,L5,L1,SBC,NGC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
16,L5,L23,SBC,MC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
35,L5,L23,SBC,NGC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
32,L5,L23,SBC,BTC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
33,L5,L23,SBC,BP,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
7,L5,L23,SBC,DBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
52,L5,L23,SBC,LBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
6,L5,L23,SBC,CHC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
35,L5,L23,SBC,PC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
44,L5,L5,SBC,MC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
8,L5,L5,SBC,NGC,0.125,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
31,L5,L5,SBC,LBC,0.032258064516129,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
24,L5,L5,SBC,SBC,0.625,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
14,L5,L5,SBC,NBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
10,L5,L5,SBC,BP,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
53,L5,L5,SBC,PC,0.30188679245283,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
21,L5,L1,NBC,SAC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
19,L5,L1,NBC,NGC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
13,L5,L23,NBC,MC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
30,L5,L23,NBC,NGC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
18,L5,L23,NBC,BTC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
17,L5,L23,NBC,BP,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
10,L5,L23,NBC,DBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
72,L5,L23,NBC,LBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
4,L5,L23,NBC,CHC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
40,L5,L23,NBC,PC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
33,L5,L5,NBC,MC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
8,L5,L5,NBC,NGC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
26,L5,L5,NBC,LBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
16,L5,L5,NBC,SBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
22,L5,L5,NBC,NBC,0.5,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
10,L5,L5,NBC,BP,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
53,L5,L5,NBC,PC,0.30188679245283,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
18,L5,L1,BP,SAC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
18,L5,L1,BP,NGC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
12,L5,L23,BP,MC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
18,L5,L23,BP,NGC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
15,L5,L23,BP,BTC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
17,L5,L23,BP,BP,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
6,L5,L23,BP,DBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
24,L5,L23,BP,LBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
8,L5,L23,BP,CHC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
19,L5,L23,BP,PC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
24,L5,L5,BP,MC,0.0833333333333333,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
9,L5,L5,BP,NGC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
22,L5,L5,BP,LBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
11,L5,L5,BP,SBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
6,L5,L5,BP,NBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
11,L5,L5,BP,BP,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
27,L5,L5,BP,PC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
67,L5,L1,PC,SAC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
60,L5,L1,PC,NGC,0.0166666666666666,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
74,L5,L23,PC,MC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
74,L5,L23,PC,NGC,0.027027027027027,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
73,L5,L23,PC,BTC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
65,L5,L23,PC,BP,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
34,L5,L23,PC,DBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
173,L5,L23,PC,LBC,0.0289017341040462,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
14,L5,L23,PC,CHC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
149,L5,L23,PC,PC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
102,L5,L5,PC,MC,0.0784313725490196,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
12,L5,L5,PC,NGC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
115,L5,L5,PC,LBC,0.11304347826087,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
48,L5,L5,PC,SBC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
48,L5,L5,PC,NBC,0.166666666666667,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
26,L5,L5,PC,BP,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
150,L5,L5,PC,PC,0.0,Jiang2015,"We assume that SBC-like cells correspond to SAC, eNGCs to NGC-DA or NGC-SA, HECs to NBCs, BCs to LBCs SCs to SBCs (small basket), BPCs to BP (bipolar) and DC to BP as well",75,VISp
