cell_id,depth (um),Schneider-Mizell type,region
304951,566.7177524885757,L6b,VISp
305113,571.6813632635133,L6a,VISp
305034,567.9323043912075,L6a,VISp
305065,573.0970111068214,L6a,VISp
305227,574.4462145622824,L6CT,VISp
269500,570.180803526926,L6a,VISp
305115,577.8187173911966,L6CT,VISp
306979,617.2094589081894,L6a,VISp
271772,574.2755520951338,L6CT,VISp
305355,580.1436317647252,L6a,VISp
271699,576.084489884441,L6CT,VISp
307109,579.64652796582,L6CT,VISp
307091,581.1553249495456,L6b,VISp
307153,586.0065960417976,L6a,VISp
306959,580.9569747579156,L6b,VISp
307010,583.9826319801299,L6b,VISp
307025,585.4370364868033,L6a,VISp
307092,584.9209156112612,L6b,VISp
307236,588.4422316121972,L6CT,VISp
271873,582.7368667987456,L6a,VISp
306886,585.665357576944,L6b,VISp
307203,587.7101306666946,L6b,VISp
306970,587.7492920831997,L6CT,VISp
271686,590.6936499625931,L6a,VISp
271561,585.9748337185848,L6a,VISp
307081,588.2115987004607,L6a,VISp
342233,594.429529660873,L6CT,VISp
271687,586.4721688049984,L6CT,VISp
306940,593.6207821900518,L6CT,VISp
307078,589.6126801714362,L6b,VISp
307243,594.3786632648357,L6CT,VISp
306933,593.6687007238452,L6CT,VISp
271702,589.8829370746948,L6CT,VISp
307170,590.4423523140946,L6CT,VISp
307176,590.871855814355,L6a,VISp
306958,590.7037364563106,L6CT,VISp
307069,596.402078282043,L6CT,VISp
307006,594.5590658211831,L6a,VISp
307139,596.4707480220421,L6CT,VISp
271766,591.9743571436863,L6a,VISp
307077,594.9044664076996,L6b,VISp
307056,609.3718071272385,L6a,VISp
306964,598.9641286848777,L6a,VISp
306978,601.7349913518888,L6a,VISp
306977,601.9660868386421,L6CT,VISp
306954,600.6346289052657,L6CT,VISp
306956,602.109784618145,L6b,VISp
307027,605.5314775354046,L6b,VISp
271778,600.6667095121745,L6a,VISp
271887,601.2317027191101,L6CT,VISp
271577,591.5007789475995,L5NP,VISp
307089,603.4366183815856,L6b,VISp
307087,594.6326488405034,L6a,VISp
271695,602.655096060229,L6a,VISp
307198,618.0917315764538,L6b,VISp
271881,604.6666326322729,L6a,VISp
307004,609.6358791966236,L6CT,VISp
271900,608.1842204389962,L6CT,VISp
342334,616.4199306272029,L6a,VISp
307130,614.4597808480901,L6CT,VISp
307237,618.5902225736653,L6CT,VISp
342111,620.2963003076667,L6b,VISp
306953,614.0983980433683,L6a,VISp
307068,621.9429279939739,L6a,VISp
306984,619.0886271014332,L6CT,VISp
306982,619.716654258955,L6CT,VISp
307067,623.2626809478181,L6CT,VISp
307141,623.0906599299296,L6CT,VISp
307009,621.6420068564233,L6CT,VISp
342338,625.4972205775417,L6c,VISp
307122,621.4476161465145,L6CT,VISp
307129,622.8756336575693,L6a,VISp
271884,618.7583711060201,L6b,VISp
306962,620.9728820396297,L6b,VISp
271983,618.8747859141813,L6CT,VISp
307049,625.2926855520383,L6CT,VISp
271889,620.4765585726933,L6CT,VISp
307190,622.4009573725616,L6CT,VISp
307270,622.6552028833042,L6CT,VISp
307235,626.9200648742003,L6CT,VISp
307058,628.5545250059586,L6CT,VISp
307074,623.584555931516,L6CT,VISp
342344,630.5642118046793,L6CT,VISp
307234,628.9371794137799,L6CT,VISp
307113,627.5810107924766,L6b,VISp
271698,624.7019992120091,L6CT,VISp
342331,631.4122941576368,L6CT,VISp
342231,631.5589397993837,L6b,VISp
307343,630.8362028375067,L6CT,VISp
307093,627.3508112814462,L6b,VISp
342110,632.3789588490307,L6b,VISp
306975,629.0132190727609,L6CT,VISp
342450,633.8652704969817,L6c,VISp
271690,626.5869188384203,L6CT,VISp
272001,628.0189536530731,L6CT,VISp
342105,635.2791263888436,L6CT,VISp
271788,628.9155035842846,L6CT,VISp
271810,629.3752957400077,L6CT,VISp
307065,635.3038948986477,L6CT,VISp
306976,631.9172882724179,L6CT,VISp
307001,633.7135094627158,L6CT,VISp
307144,636.3798357667292,L6CT,VISp
307021,635.4157433587501,L6b,VISp
271776,630.6569567187012,L6c,VISp
342244,641.5645711784572,L6CT,VISp
307221,637.9078232927229,L6CT,VISp
307189,635.9005931336628,L6CT,VISp
306963,635.5539788144713,L6CT,VISp
307123,637.9700769113402,L6CT,VISp
307178,588.0809066293526,L6CT,VISp
307240,642.0740738194197,L6CT,VISp
342328,643.5475532246071,L6CT,VISp
307346,643.1220670279448,L6c,VISp
307230,642.0558948966287,L6CT,VISp
269714,567.1817932354055,L6a,VISp
342342,645.2250186108374,L6CT,VISp
307172,639.1897733808017,L6b,VISp
271696,638.3116914817668,L6CT,VISp
307177,601.1836685415625,L6CT,VISp
307150,645.2515212502103,L6c,VISp
306968,641.8403195798078,L6CT,VISp
271899,637.3344777216389,L6CT,VISp
273955,640.8332219173566,L6CT,VISp
344443,649.5915269243643,L6CT,VISp
309579,648.2719474361513,L6c,VISp
273962,642.3393887957903,L6CT,VISp
271770,602.8384464788203,L6b,VISp
271773,593.3682421613114,L6a,VISp
271688,612.7430097540339,L6CT,VISp
271901,581.509309187719,L6CT,VISp
306967,603.4676873690172,L6b,VISp
309187,645.7814859879932,L6CT,VISp
273958,640.8762271718288,L6CT,VISp
307135,599.10875108767,L6CT,VISp
342109,595.0304473126843,L6c,VISp
342241,642.7512332434098,L6CT,VISp
307202,606.9119812658057,L6a,VISp
307206,603.1981529758503,L6a,VISp
271774,586.406013526537,L6CT,VISp
307035,620.3747387844311,L6CT,VISp
304989,578.3169484533332,L6a,VISp
344210,649.6434627617558,L6CT,VISp
309171,648.3071493709353,L6c,VISp
309296,649.2235545326295,L6CT,VISp
274050,643.1986270838196,L6b,VISp
309384,648.9209570873873,L6c,VISp
344437,673.2037870671973,L6CT,VISp
344554,652.6199877175018,L6CT,VISp
309270,649.946580603892,L6CT,VISp
309220,647.3384906148976,L6CT,VISp
273961,646.5776038559926,L6CT,VISp
309390,651.4687588748413,L6c,VISp
309153,650.781888535963,L6CT,VISp
309253,650.4129623466282,L6CT,VISp
274051,659.0341018660127,L6CT,VISp
309208,673.4707205293828,L6c,VISp
274195,648.5428403800579,L6CT,VISp
309151,651.5199143802643,L6CT,VISp
273837,651.8941007801828,L6CT,VISp
309213,644.3929768247062,L6CT,VISp
273952,653.0736820355392,L6c,VISp
309533,658.6206384058348,L6CT,VISp
309419,660.9332695810604,L6c,VISp
267163,496.5032769587415,L5b,VISp
309206,657.414468041662,L6CT,VISp
309269,660.8322014772004,L6b,VISp
274163,657.7143489121686,L6b,VISp
274058,658.2235624437457,L6c,VISp
309405,663.9824815804036,L6c,VISp
309205,659.8842939273685,L6c,VISp
274161,659.1919034428314,L6b,VISp
309561,667.3240310656403,L6CT,VISp
309250,665.9854923226675,L6c,VISp
264580,413.5219313015237,L5a,VISp
344441,671.3277402018285,L6CT,VISp
309426,670.9533516887119,L6CT,VISp
301225,415.4870808294014,L5ET,VISp
344546,673.2827167665451,L6c,VISp
344425,673.0158124786701,L6c,VISp
264885,410.7962992411368,L4c,VISp
309523,661.2155783951135,L6CT,VISp
309355,673.3852590648991,L6c,VISp
309258,674.496893090348,L6CT,VISp
309273,675.7846232591604,L6CT,VISp
309263,676.0046784545963,L6CT,VISp
309514,675.8811828368388,L6b,VISp
309463,673.4149408540242,L6c,VISp
344547,670.8774854953624,L6c,VISp
309563,678.8256850075529,L6CT,VISp
344453,681.435393482362,L6b,VISp
309274,678.5564397237715,L6c,VISp
309251,676.8017787677622,L6c,VISp
344561,691.834112694237,L6c,VISp
273959,674.6216894369679,L6b,VISp
309200,675.2344855339427,L6b,VISp
309330,646.3336183045986,L6b,VISp
344555,682.3496311137809,L6CT,VISp
273964,669.993739159348,L6CT,VISp
344442,683.0509521812376,L6b,VISp
309329,676.6777341055445,L6c,VISp
309418,681.4238041465842,L6b,VISp
264917,409.23316760223616,L5b,VISp
265054,411.0404869057287,L5b,VISp
301182,411.85414765587103,L5a,VISp
301095,417.8573992751856,L5a,VISp
301029,420.7109776576343,L5a,VISp
264776,413.6517852187857,L5b,VISp
300956,420.5973085985193,L5a,VISp
265037,420.1513603050369,L5b,VISp
301104,425.92244699624354,L5b,VISp
264935,425.5044463623173,L5a,VISp
264918,424.3800957378593,L5b,VISp
300902,429.2261357938378,L5b,VISp
300978,432.71409963331314,L4c,VISp
264800,427.7122812394703,L5b,VISp
301106,434.0274364657756,L5b,VISp
300965,432.9413512820995,L5a,VISp
267266,496.5120340760298,L4a,VISp
300761,437.66591895927513,L5b,VISp
301121,441.57211472018486,L5b,VISp
344319,660.4564544133442,L6b,VISp
301188,441.34549911204647,L5b,VISp
267185,443.1477608448969,L5ET,VISp
264851,441.3367419947583,L5a,VISp
309170,661.2664447911509,L6CT,VISp
300982,445.5004202380402,L5b,VISp
301122,447.2073361258875,L5a,VISp
264927,442.7483147125909,L5b,VISp
301031,449.26913222763096,L5b,VISp
303138,448.0110838479437,L5b,VISp
266869,446.4263920233018,L4a,VISp
303158,451.946238887887,L5b,VISp
303090,453.7449167178455,L5b,VISp
303067,452.8293497099973,L5b,VISp
267260,447.6435162093486,L5ET,VISp
267261,452.4921863706191,L5a,VISp
267165,458.4072021288371,L5b,VISp
267007,458.45584317272215,L5b,VISp
267180,459.4280280097748,L5b,VISp
302998,467.0508264572525,L5b,VISp
267193,465.6146300476806,L5b,VISp
303164,470.4642826541178,L5b,VISp
303169,478.70872131204607,L5b,VISp
266848,472.49972093455307,L5ET,VISp
267102,479.9612208985081,L5a,VISp
303097,486.2286888785284,L5b,VISp
267287,490.4391010972391,L5b,VISp
303089,502.1265329230932,L6a,VISp
303002,506.6124617289022,L5b,VISp
269471,509.482485431317,L6a,VISp
269591,511.3942832759302,L5b,VISp
269472,511.34257872604695,L5b,VISp
304846,515.3029356765005,L5b,VISp
309541,682.435208222019,L6b,VISp
309512,679.9472612353985,L6b,VISp
269320,514.3127453822882,L6CT,VISp
309345,678.0858385642392,L6c,VISp
344436,683.6200205136487,L6c,VISp
274061,676.8842345481252,L6c,VISp
309479,678.9592384714613,L6c,VISp
344421,683.2638687451998,L6c,VISp
309459,681.7463438184967,L6c,VISp
309267,687.6394232854005,L6CT,VISp
309386,687.7884677449309,L6c,VISp
309257,688.2603696333258,L6CT,VISp
309416,657.8586243836985,L6c,VISp
302975,499.45835684575655,L4b,VISp
302983,493.9649256243568,L4a,VISp
267291,503.3114900327873,L5b,VISp
309427,679.7907890350092,L6c,VISp
309382,687.6673709449568,L6c,VISp
309281,648.8219986919254,L6CT,VISp
309327,648.0112571564604,L6CT,VISp
309375,647.830016446267,L6a,VISp
309239,674.890761255118,L6CT,VISp
344423,681.1989513155811,L6CT,VISp
267197,496.5826978806728,L5b,VISp
309483,678.5981734236917,L6CT,VISp
294498,250.3570673417448,L3c,VISp
267195,471.6260319179456,L5b,VISp
302973,457.7433948177605,L5b,VISp
309396,676.8955925963947,L6CT,VISp
302968,470.1696041723179,L5b,VISp
267272,489.44778353979535,L6a,VISp
303087,475.8421372212025,L5b,VISp
309284,690.767333696583,L6c,VISp
274179,685.592598309129,L6CT,VISp
344535,692.4535562001017,L6c,VISp
344563,694.5269994595004,L6b,VISp
309338,688.4136048620855,L6CT,VISp
303032,453.1977846767488,L5ET,VISp
309504,691.0831681377288,L6c,VISp
309388,692.6610104402826,L6c,VISp
309393,694.0142311993418,L6CT,VISp
309526,694.198361949902,L6CT,VISp
309216,691.9019156328235,L6CT,VISp
274275,691.9299789361339,L6c,VISp
309627,696.1607084336001,L6c,VISp
309352,697.0492815794923,L6CT,VISp
344573,703.3898700038162,L6c,VISp
309421,700.6375910127356,L6c,VISp
309264,699.2454979465567,L6c,VISp
309494,699.837774124834,L6b,VISp
274060,697.033674940116,L6CT,VISp
309498,701.0259968537241,L6c,VISp
309280,703.0954806314018,L6b,VISp
309278,705.3628233781259,L6c,VISp
309447,703.8076976988551,L6c,VISp
309661,708.9291678724885,L6CT,VISp
311821,741.5938916339793,L6wm,VISp
344429,711.0528706615868,L6b,VISp
309227,706.8527189289688,L6b,VISp
309640,708.068715851784,L6CT,VISp
344661,705.8030780603185,L6c,VISp
311867,709.4013010483917,L6c,VISp
311619,707.9916937476364,L6c,VISp
303216,506.0133360285369,L5ET,VISp
276438,708.5169764936065,L6CT,VISp
311843,709.8381744676342,L6c,VISp
258353,195.4413101561102,L3a,VISp
267319,469.92116791661937,L5ET,VISp
346873,716.0768566342523,L6CT,VISp
276555,710.9436814810866,L6c,VISp
311962,713.6795156789452,L6c,VISp
267008,456.42121439856606,L5ET,VISp
344331,710.6685977679507,L6c,VISp
311769,711.2462211044519,L6c,VISp
267205,490.9560601266272,L5b,VISp
311831,725.5454716402569,L6c,VISp
267188,496.5716575893552,L5NP,VISp
267203,502.56135445581447,L5NP,VISp
347197,721.0081846890834,L6c,VISp
309557,692.7891880498529,L6CT,VISp
346884,723.1840546030817,L6wm,VISp
346889,723.6869098351542,L6wm,VISp
311757,710.6111709592108,L6CT,VISp
311722,722.0637791040989,L6c,VISp
267194,465.8616791050727,L5ET,VISp
300897,433.0101366658528,L5ET,VISp
265045,439.3117663136134,L5ET,VISp
303046,452.1982590464774,L5ET,VISp
302972,453.82396206094745,L5ET,VISp
311953,708.746395672668,L6c,VISp
303135,460.1153895712365,L5ET,VISp
267183,459.2239842068547,L5ET,VISp
267307,463.32090030533766,L5ET,VISp
303086,448.6221458153494,L5NP,VISp
303139,470.00784311377816,L5ET,VISp
303048,471.72525024848255,L5ET,VISp
267295,469.27981729375085,L5ET,VISp
302861,478.1055204862055,L5ET,VISp
303095,484.2945213418948,L5ET,VISp
267038,479.98694320591216,L5ET,VISp
303174,488.4060038127102,L5ET,VISp
302957,486.6331639339099,L5ET,VISp
267294,487.7054344296558,L5ET,VISp
303145,501.2269194858836,L5ET,VISp
296550,298.6787709242815,L4b,VISp
267299,504.4948573042335,L5ET,VISp
312043,728.205873045472,L6wm,VISp
311785,726.9007442858373,L6CT,VISp
311845,722.1630844308231,L6wm,VISp
267381,493.451723963492,L6CT,VISp
267168,450.3658534762288,L5b,VISp
311930,729.4021303815588,L6wm,VISp
303144,469.0928829722676,L5ET,VISp
311894,727.964633243124,L6wm,VISp
300952,436.45119359101193,L5b,VISp
311914,729.3177383584292,L6wm,VISp
347181,737.9515653025129,L6wm,VISp
347172,737.9213922908041,L6wm,VISp
344446,694.6075476446629,L6b,VISp
267206,483.0956630748266,L6a,VISp
311964,733.3595108222016,L6c,VISp
311814,741.322970042506,L6wm,VISp
347053,744.0074752693105,L6wm,VISp
346900,743.4099102328827,L6wm,VISp
311753,737.0749575979719,L6wm,VISp
311763,739.4760559218023,L6wm,VISp
312040,745.5078042451335,L6wm,VISp
311815,749.4949529443453,L6wm,VISp
347055,754.2698666206643,L6wm,VISp
311789,749.9471152460117,L6wm,VISp
347066,771.068826944499,L6wm,VISp
344448,712.1692445007255,L6c,VISp
302955,457.2900766052961,L5ET,VISp
302951,504.85323442483417,L5ET,VISp
303066,498.8447804168131,L5ET,VISp
267029,495.35950450450696,L5ET,VISp
309240,697.7027997569097,L6c,VISp
311990,754.3798366598771,L6wm,VISp
311807,711.4619120650268,L6c,VISp
303100,509.4352024114278,L5ET,VISp
309538,694.3767990891722,L6c,VISp
311832,722.4437169371846,L6c,VISp
311752,725.4521490342082,L6c,VISp
307112,618.2869026183314,L6a,VISp
258220,241.0126709903332,L3b,VISp
267454,492.76589389165736,L5NP,VISp
262673,337.36865394883426,L4a,VISp
307132,640.422995428808,L6CT,VISp
292673,156.42862752456975,L2a,VISp
264841,402.9705837272265,L5a,VISp
303035,450.4211705765704,L5ET,VISp
305181,531.5886073432829,L6a,VISp
264798,413.8596150377957,L5a,VISp
260624,280.60849657728966,L4a,VISp
256561,153.80626027262852,L3a,VISp
298807,376.997369122235,L4c,VISp
274191,645.1207427096585,L6c,VISp
292674,122.96206363622298,L2a,VISp
311793,712.706926088753,L6c,VISp
309331,676.6936298543061,L6c,VISp
307239,633.2613471610492,L6c,VISp
294653,240.96998349281307,L3b,VISp
347173,750.6901986609548,L6wm,VISp
258295,200.9242501306529,L3c,VISp
311979,743.7596750542601,L6wm,VISp
267033,498.9082769424161,L5ET,VISp
296910,286.3746699891753,L4a,VISp
307312,642.8625326590518,L6c,VISp
294481,216.23793907358063,L3c,VISp
256435,140.78841078044184,L2a,VISp
307222,625.5677400908639,L6CT,VISp
312015,744.0917808229963,L6wm,VISp
256546,164.01700489597627,L3a,VISp
294496,198.49517497295585,L3c,VISp
264997,406.5348763350681,L5a,VISp
344307,661.2431791234072,L6c,VISp
256544,147.95037680515264,L2a,VISp
312038,754.1428162743254,L6wm,VISp
311693,716.7131496864788,L6c,VISp
274181,670.5795413943664,L6b,VISp
309351,650.3038596355718,L6b,VISp
309348,677.1326708038235,L6CT,VISp
312018,738.0213623057434,L6b,VISp
258226,212.3532748508453,L3c,VISp
296666,285.4110688037796,L3c,VISp
294444,246.02917140026264,L3b,VISp
256512,135.62419528741128,L2a,VISp
299060,319.06751487585365,L4b,VISp
296507,251.9886952550133,L4a,VISp
307155,609.0226783465093,L6b,VISp
307094,616.6229919849562,L6a,VISp
307232,631.9807556237101,L6CT,VISp
342230,644.0217382870314,L6CT,VISp
311978,746.6430508695883,L6wm,VISp
347168,761.3104759103262,L6wm,VISp
258317,232.21326779730967,L3b,VISp
291161,112.9612877145937,L2a,VISp
256470,136.0246238648841,L2b,VISp
292822,163.78969542531274,L2a,VISp
269505,511.5980957913417,DTC,VISp
271673,574.5832362853287,DTC,VISp
264783,441.643212452278,PTC,VISp
286913,47.7273881498134,STC,VISp
262555,351.2824465058948,PTC,VISp
252232,33.646921254891964,STC,VISp
262898,373.3479911554827,ITC,VISp
260468,283.3220189050047,ITC,VISp
260718,312.1823953414144,ITC,VISp
292675,152.26454452814826,ITC,VISp
298802,357.82190551874265,ITC,VISp
262642,370.69984377426016,ITC,VISp
256426,179.9190397097705,ITC,VISp
291201,61.54858061091672,STC,VISp
267006,485.7404291930989,DTC,VISp
301120,407.4480153508224,PTC,VISp
298961,354.5612219756204,ITC,VISp
292831,179.5278302978588,ITC,VISp
264932,429.4302952405121,DTC,VISp
256543,147.108826217331,ITC,VISp
256622,153.3618148212065,PTC,VISp
301200,405.8242199315524,ITC,VISp
298957,323.8290472649486,PTC,VISp
266850,462.2301331298488,DTC,VISp
260609,278.7709464402115,PTC,VISp
301245,406.85747330211393,PTC,VISp
298897,317.7151900925173,PTC,VISp
292649,165.24164329232556,PTC,VISp
267293,449.8006289817848,PTC,VISp
260622,282.2446908386168,DTC,VISp
255218,54.76715928562928,STC,VISp
292867,146.22597533029565,ITC,VISp
291125,59.54814215206745,STC,VISp
258379,196.19572297175625,STC,VISp
262909,328.1645735872316,ITC,VISp
269334,523.7716781209712,DTC,VISp
301030,436.4444883602447,ITC,VISp
286641,41.58645011923812,STC,VISp
301085,433.1845565015248,DTC,VISp
264824,425.439244881456,DTC,VISp
300835,433.5563727312265,DTC,VISp
296398,292.5934682777439,DTC,VISp
296738,287.57913539808965,PTC,VISp
264649,408.4808644949881,DTC,VISp
262957,334.3160315122304,ITC,VISp
260505,288.4102239133648,DTC,VISp
264849,392.65391554257474,PTC,VISp
260519,296.4338270438883,PTC,VISp
258292,229.6664776293327,PTC,VISp
298930,338.3187868508186,PTC,VISp
292832,134.1308314774306,STC,VISp
271569,595.1572668982589,STC,VISp
302962,479.0477057771808,PTC,VISp
258281,209.2119253305617,ITC,VISp
298796,336.8293538749924,DTC,VISp
304980,545.742252504385,ITC,VISp
291122,77.44786967566482,STC,VISp
264898,430.4897334934944,ITC,VISp
301107,447.205891105704,DTC,VISp
258293,227.90042945074325,ITC,VISp
298937,324.51062874567674,DTC,VISp
296758,274.37741509041786,PTC,VISp
264792,396.7792996975079,DTC,VISp
265035,405.1064540708738,PTC,VISp
291204,118.87997384514742,DTC,VISp
292721,142.943558135801,DTC,VISp
269485,541.708052599536,DTC,VISp
264786,428.4097006470828,PTC,VISp
267010,501.6890818118239,PTC,VISp
301101,422.5896546282952,PTC,VISp
258249,202.77523937683216,PTC,VISp
260620,253.5407866025964,PTC,VISp
306988,638.6211962709742,PTC,VISp
294749,227.21731595364423,PTC,VISp
267068,482.5968829682296,PTC,VISp
301218,413.21901557258553,PTC,VISp
265036,411.3681419701604,PTC,VISp
255129,82.02541613226443,DTC,VISp
262779,351.3290356632589,STC,VISp
262805,361.0867798310943,PTC,VISp
262692,333.5630637167677,ITC,VISp
267015,465.9710709255145,PTC,VISp
264891,401.8034013139275,PTC,VISp
294649,216.5107104383769,PTC,VISp
298894,361.50394231117457,ITC,VISp
258365,207.64573018566287,ITC,VISp
296735,316.1030418309023,DTC,VISp
301193,385.211027902117,PTC,VISp
298829,345.56760153831937,ITC,VISp
260724,253.67538033354853,ITC,VISp
256446,180.84252568106095,DTC,VISp
260541,287.5300609534985,DTC,VISp
296527,272.9509004214236,ITC,VISp
262678,372.5024232640627,DTC,VISp
292624,136.83744646118052,STC,VISp
269414,536.1602289010841,DTC,VISp
256424,128.54644782019872,PTC,VISp
258234,201.32892729923225,PTC,VISp
267317,493.919145973272,DTC,VISp
260707,277.6327519535125,DTC,VISp
256514,125.92757747496188,PTC,VISp
292669,170.98189228360914,PTC,VISp
255208,54.34742452213418,STC,VISp
301239,431.24116927258615,DTC,VISp
301227,387.670911585427,PTC,VISp
302999,504.8281189837677,PTC,VISp
294704,197.7547503108712,ITC,VISp
303149,451.50881642418426,DTC,VISp
258362,194.57091593300925,ITC,VISp
255137,66.66713209661661,STC,VISp
294561,200.9419664784272,STC,VISp
260803,307.0302895810556,PTC,VISp
264920,428.8215164471357,DTC,VISp
296530,255.1189466621024,PTC,VISp
291116,119.02127280686672,DTC,VISp
292864,154.9159867028772,DTC,VISp
292890,163.6863727949901,STC,VISp
303085,475.227722638413,DTC,VISp
294825,240.50761905367509,DTC,VISp
303172,495.2152285062331,PTC,VISp
269633,536.8072731352427,DTC,VISp
294506,251.1300060114444,PTC,VISp
271886,605.8277458554527,PTC,VISp
303195,509.59430471710897,PTC,VISp
305182,548.736696447847,PTC,VISp
305354,566.2414863653197,PTC,VISp
292670,172.93999017620098,DTC,VISp
342238,610.0713362432491,DTC,VISp
309578,669.6885402563804,PTC,VISp
307066,580.8869464671768,DTC,VISp
304990,546.2976504401865,PTC,VISp
309376,646.3906695345094,PTC,VISp
305046,544.2291204601091,PTC,VISp
305070,548.5858022149936,DTC,VISp
264848,420.8613806679045,PTC,VISp
274192,687.0039397394531,STC,VISp
307012,598.8251128971876,DTC,VISp
307147,622.3191084585364,DTC,VISp
307264,637.8603673339464,DTC,VISp
276440,709.5051727231751,PTC,VISp
309481,675.9204020752211,PTC,VISp
342232,647.2876528664269,ITC,VISp
309266,652.6451031585683,DTC,VISp
309241,706.3681004415644,DTC,VISp
255120,55.85437173253671,STC,VISp
309467,687.3384443259731,STC,VISp
271700,595.5501234435518,DTC,VISp
305233,539.7450700751897,PTC,VISp
309279,660.6918563130811,PTC,VISp
305073,577.4523056633996,STC,VISp
309508,659.5468123042943,PTC,VISp
309480,659.4170740307864,DTC,VISp
307059,597.7322646608671,ITC,VISp
267192,474.9438245128556,PTC,VISp
309052,645.7048686369852,DTC,VISp
309268,689.9545689221637,DTC,VISp
305251,574.6452294421272,DTC,VISp
305232,538.1838460314892,DTC,VISp
269585,508.86795520477335,DTC,VISp
307287,627.7197952926583,DTC,VISp
307126,616.7168058135884,STC,VISp
305048,526.2489603951034,PTC,VISp
303236,502.7998485091163,DTC,VISp
