firing rate (Hz),region,layer,spiking class,citation,dataset,stimulus orientation (degrees),temporal frequency (Hz)
0.6289265969433498,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
2.8370759224789674,LP,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1821975363059887,LP,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.6705867395986431,DG,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.6598863706946423,DG,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
7.206098476755228,VISrl,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
4.841248821844844,VISrl,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0950826527473476,VISam,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
7.69054207183121,VISrl,L4,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.131885347114022,VISrl,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.2964029890925414,VISrl,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.4573529992987064,VISrl,L2,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.907950146716406,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.042644887915125,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
9.38556084577031,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
2.79033058593194,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
10.613667511423204,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
9.995895862567531,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.52072088158866,APN,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
13.881343534724344,APN,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
7.003182647044869,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1253603689853298,grey,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
