,region,Presynaptic synapse class,Presynaptic gene expression,Presynaptic layer,Postsynaptic synapse class,Postsynaptic gene expression,Postsynaptic layer,minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um),dataset,notes,connection probability,sample size
178,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
179,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,12
180,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
181,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
182,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
183,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
184,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
185,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
186,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
187,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,75.0,100.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
188,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
189,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
190,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
191,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,100.0,125.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
192,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,100.0,125.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
193,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
194,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,125.0,150.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
195,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,125.0,150.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
196,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,125.0,150.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
197,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,150.0,175.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
198,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
199,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,175.0,200.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
200,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,200.0,225.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
201,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,275.0,300.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
202,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,275.0,300.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
203,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,300.0,325.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
204,VISp,EXC,Fam84b,L5,EXC,Tlx3,L5,325.0,350.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
205,VISp,EXC,Fam84b,L6a,EXC,Fam84b,L6a,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
206,VISp,EXC,Fam84b,L6a,EXC,Tlx3,L6a,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
207,VISp,EXC,Fam84b,L6a,EXC,Tlx3,L6a,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
208,VISp,EXC,Fam84b,L6a,EXC,Tlx3,L6a,150.0,175.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
209,VISp,EXC,Fam84b,L6a,EXC,Tlx3,L6a,150.0,175.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
210,VISp,EXC,Fam84b,L6a,EXC,Tlx3,L6a,175.0,200.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
211,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
212,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
213,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
214,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
215,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
216,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.25,4
217,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
218,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
219,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
220,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
221,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
222,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L23,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
223,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
224,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.25,8
225,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
226,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
227,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
228,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
229,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,12
230,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
231,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
232,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
233,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
234,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
235,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
236,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
237,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
238,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
239,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
240,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
241,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
242,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,100.0,125.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
243,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,125.0,150.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
244,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,125.0,150.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
245,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
246,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,150.0,175.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
247,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,175.0,200.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
248,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,200.0,225.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
249,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L4,225.0,250.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
250,VISp,EXC,Nr5a1,L23,EXC,Nr5a1,L5,0.0,25.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
251,VISp,EXC,Nr5a1,L23,INH,Pvalb,L23,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
252,VISp,EXC,Nr5a1,L23,INH,Pvalb,L23,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
253,VISp,EXC,Nr5a1,L23,INH,Pvalb,L23,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
254,VISp,EXC,Nr5a1,L23,INH,Pvalb,L23,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
255,VISp,EXC,Nr5a1,L23,INH,Pvalb,L23,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
256,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
257,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
258,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
259,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
260,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,0.0,25.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
261,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
262,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
263,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
264,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
265,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
266,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,50.0,75.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
267,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
268,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
269,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
270,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,100.0,125.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
271,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,100.0,125.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
272,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,125.0,150.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
273,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,150.0,175.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
274,VISp,EXC,Nr5a1,L23,INH,Pvalb,L4,175.0,200.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
275,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
276,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
277,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,0.0,25.0,200.0,225.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
278,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
279,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
280,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
281,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
282,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
283,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
284,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,50.0,75.0,200.0,225.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
285,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,75.0,100.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
286,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,75.0,100.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
287,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,100.0,125.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
288,VISp,EXC,Nr5a1,L23,INH,Pvalb,L5,125.0,150.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
289,VISp,EXC,Nr5a1,L23,INH,Sst,L23,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
290,VISp,EXC,Nr5a1,L23,INH,Sst,L23,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
291,VISp,EXC,Nr5a1,L23,INH,Sst,L23,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
292,VISp,EXC,Nr5a1,L23,INH,Sst,L23,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
293,VISp,EXC,Nr5a1,L23,INH,Sst,L23,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
294,VISp,EXC,Nr5a1,L23,INH,Sst,L23,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
295,VISp,EXC,Nr5a1,L23,INH,Sst,L23,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
296,VISp,EXC,Nr5a1,L23,INH,Sst,L23,100.0,125.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
297,VISp,EXC,Nr5a1,L23,INH,Sst,L4,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
298,VISp,EXC,Nr5a1,L23,INH,Sst,L4,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
299,VISp,EXC,Nr5a1,L23,INH,Sst,L4,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
300,VISp,EXC,Nr5a1,L23,INH,Sst,L4,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
301,VISp,EXC,Nr5a1,L23,INH,Sst,L4,25.0,50.0,200.0,225.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
302,VISp,EXC,Nr5a1,L23,INH,Sst,L4,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
303,VISp,EXC,Nr5a1,L23,INH,Sst,L4,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
304,VISp,EXC,Nr5a1,L23,INH,Sst,L4,75.0,100.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
305,VISp,EXC,Nr5a1,L23,INH,Sst,L4,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
306,VISp,EXC,Nr5a1,L23,INH,Sst,L4,125.0,150.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
307,VISp,EXC,Nr5a1,L23,INH,Sst,L4,125.0,150.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
308,VISp,EXC,Nr5a1,L23,INH,Sst,L5,0.0,25.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
309,VISp,EXC,Nr5a1,L23,INH,Sst,L5,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
310,VISp,EXC,Nr5a1,L23,INH,Sst,L5,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
311,VISp,EXC,Nr5a1,L23,INH,Sst,L5,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
312,VISp,EXC,Nr5a1,L23,INH,Sst,L5,25.0,50.0,250.0,275.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
313,VISp,EXC,Nr5a1,L23,INH,Sst,L5,50.0,75.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
314,VISp,EXC,Nr5a1,L23,INH,Sst,L5,50.0,75.0,225.0,250.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
315,VISp,EXC,Nr5a1,L23,INH,Sst,L5,75.0,100.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
316,VISp,EXC,Nr5a1,L23,INH,Vip,L23,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
317,VISp,EXC,Nr5a1,L23,INH,Vip,L23,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
318,VISp,EXC,Nr5a1,L23,INH,Vip,L23,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
319,VISp,EXC,Nr5a1,L23,INH,Vip,L23,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
320,VISp,EXC,Nr5a1,L23,INH,Vip,L23,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
321,VISp,EXC,Nr5a1,L23,INH,Vip,L23,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
322,VISp,EXC,Nr5a1,L23,INH,Vip,L23,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
323,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
324,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.25,8
325,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
326,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
327,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
328,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
329,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.08333333333333333,12
330,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
331,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
332,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
333,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
334,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
335,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
336,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
337,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
338,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
339,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
340,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
341,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
342,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,100.0,125.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
343,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,125.0,150.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
344,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,125.0,150.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
345,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
346,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,150.0,175.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
347,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,175.0,200.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
348,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,200.0,225.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
349,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L23,225.0,250.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
350,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L4,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.037037037037037035,54
351,VISp,EXC,Nr5a1,L4,EXC,Nr5a1,L4,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.043478260869565216,46
